        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A)
 1.00000000e+02,        +1.414213562373e-01,        +1.679158240838e-01,        +1.703573164834e-03,        -3.220505057885e-02,        +1.099115061338e-01,        +1.414213562373e-01,        -3.220505057885e-02,        +1.099115061338e-01,        +1.680356512452e-01,        +1.029249814583e-03
 1.02000000e+02,        +1.414213562373e-01,        +1.683711114810e-01,        -6.384738554990e-05,        -2.264916824988e-02,        +1.120918982134e-01,        +1.414213562373e-01,        -2.264916824988e-02,        +1.120918982134e-01,        +1.684441994581e-01,        -7.852886288136e-04
 1.04000000e+02,        +1.414213562373e-01,        +1.685118138939e-01,        -1.877309296792e-03,        -1.295876472217e-02,        +1.134768900664e-01,        +1.414213562373e-01,        -1.295876472217e-02,        +1.134768900664e-01,        +1.685306220156e-01,        -2.641416516752e-03
 1.06000000e+02,        +1.414213562373e-01,        +1.683358887296e-01,        -3.683834956861e-03,        -3.191781047178e-03,        +1.140581691339e-01,        +1.414213562373e-01,        -3.191781047178e-03,        +1.140581691339e-01,        +1.682935546335e-01,        -4.484827154174e-03
 1.08000000e+02,        +1.414213562373e-01,        +1.678497474729e-01,        -5.430837008588e-03,        +6.592772742565e-03,        +1.138296238415e-01,        +1.414213562373e-01,        +6.592772742565e-03,        +1.138296238415e-01,        +1.677402928800e-01,        -6.261738268858e-03
 1.10000000e+02,        +1.414213562373e-01,        +1.670681587838e-01,        -7.067364209582e-03,        +1.633434481098e-02,        +1.127876722535e-01,        +1.414213562373e-01,        +1.633434481098e-02,        +1.127876722535e-01,        +1.668866721499e-01,        -7.920162939932e-03
 1.12000000e+02,        +1.414213562373e-01,        +1.660139947364e-01,        -8.545358608445e-03,        +2.597047228779e-02,        +1.109317807095e-01,        +1.414213562373e-01,        +2.597047228779e-02,        +1.109317807095e-01,        +1.657567888706e-01,        -9.411189601338e-03
 1.14000000e+02,        +1.414213562373e-01,        +1.647178026819e-01,        -9.820911877980e-03,        +3.543656472546e-02,        +1.082651454709e-01,        +1.414213562373e-01,        +3.543656472546e-02,        +1.082651454709e-01,        +1.643825450338e-01,        -1.069025898667e-02
 1.16000000e+02,        +1.414213562373e-01,        +1.632171835724e-01,        -1.085549964992e-02,        +4.466588417980e-02,        +1.047954988639e-01,        +1.414213562373e-01,        +4.466588417980e-02,        +1.047954988639e-01,        +1.628029964884e-01,        -1.171841658345e-02
 1.18000000e+02,        +1.414213562373e-01,        +1.615559594674e-01,        -1.161716240930e-02,        +5.358975787166e-02,        +1.005359901012e-01,        +1.414213562373e-01,        +5.358975787166e-02,        +1.005359901012e-01,        +1.610634873992e-01,        -1.246350858023e-02
