        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J)
 1.40000000e+02,        +2.886075053960e-12,        +2.706774671506e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.891326020585e-12,        +2.710437380745e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.42000000e+02,        +2.872076785253e-12,        +2.708191726868e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.877017083942e-12,        +2.712091798002e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.44000000e+02,        +2.857185620866e-12,        +2.707900245616e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.861828595926e-12,        +2.711999113343e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.46000000e+02,        +2.841728121824e-12,        +2.705850941956e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.846092869971e-12,        +2.710107979733e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.48000000e+02,        +2.826040505787e-12,        +2.702055654720e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.830151098851e-12,        +2.706429169626e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.50000000e+02,        +2.810457515174e-12,        +2.696584653772e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.814342124359e-12,        +2.701032870601e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.52000000e+02,        +2.795301934277e-12,        +2.689561784617e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.798991892028e-12,        +2.694043786357e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.54000000e+02,        +2.780875175978e-12,        +2.681157855611e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.784404010903e-12,        +2.685634452640e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.56000000e+02,        +2.767449243727e-12,        +2.671582732626e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.770851721355e-12,        +2.676017239201e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.58000000e+02,        +2.755260250315e-12,        +2.661076620047e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.758571448145e-12,        +2.665435523314e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.60000000e+02,        +2.744503556148e-12,        +2.649900980354e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.747757996156e-12,        +2.654154493530e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.62000000e+02,        +2.735330487677e-12,        +2.638329486932e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.738561343740e-12,        +2.642451984014e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.64000000e+02,        +2.727846518911e-12,        +2.626639328012e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.731084911040e-12,        +2.630609662042e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.66000000e+02,        +2.722110748717e-12,        +2.615103095534e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.725385131004e-12,        +2.618904805869e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.68000000e+02,        +2.718136483536e-12,        +2.603981411551e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.721472128625e-12,        +2.607602827740e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.70000000e+02,        +2.715892735881e-12,        +2.593516374297e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.719311315637e-12,        +2.596950625220e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.72000000e+02,        +2.715306468344e-12,        +2.583925851435e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.718825728366e-12,        +2.587170788394e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.74000000e+02,        +2.716265444980e-12,        +2.575398611493e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.719898969521e-12,        +2.578456653291e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.76000000e+02,        +2.718621590657e-12,        +2.568090266219e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.722378654200e-12,        +2.570968173184e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.78000000e+02,        +2.722194798535e-12,        +2.562119994847e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.726080300663e-12,        +2.564828577458e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.80000000e+02,        +2.726777161344e-12,        +2.557568032783e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.730791642188e-12,        +2.560121799386e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.82000000e+02,        +2.732137629163e-12,        +2.554473928230e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.736277363603e-12,        +2.556890675431e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.84000000e+02,        +2.738027111729e-12,        +2.552835595959e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.742284281226e-12,        +2.555135944879e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.86000000e+02,        +2.744184044447e-12,        +2.552609222856e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.748546985793e-12,        +2.554816104661e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.88000000e+02,        +2.750340422845e-12,        +2.553710100051e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.754793953028e-12,        +2.555848195057e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.90000000e+02,        +2.756228280250e-12,        +2.556014466266e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.760754095863e-12,        +2.558109602547e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.92000000e+02,        +2.761586539361e-12,        +2.559362442346e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.766163687503e-12,        +2.561440962005e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.94000000e+02,        +2.766168113426e-12,        +2.563562114474e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.770773528823e-12,        +2.565650218431e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.96000000e+02,        +2.769747072069e-12,        +2.568394781778e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.774356172296e-12,        +2.570517866878e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.98000000e+02,        +2.772125627270e-12,        +2.573621323763e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.776712954652e-12,        +2.575803328884e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.00000000e+02,        +2.773140644847e-12,        +2.578989567807e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.777680540138e-12,        +2.581252348023e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.02000000e+02,        +2.772669354426e-12,        +2.584242453111e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.777136644100e-12,        +2.586605202622e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.04000000e+02,        +2.770633924222e-12,        +2.589126704185e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.775004600487e-12,        +2.591605449153e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.06000000e+02,        +2.767004591358e-12,        +2.593401654494e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.771256462293e-12,        +2.596008835965e-12,        +0.000000000000e+00,        +0.000000000000e+00
