        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A)
 1.00000000e+02,        +1.414213562373e-01,        +1.207191908755e-01,        -1.427299984102e-02,        -6.616543816366e-02,        +1.050944946624e-01,        +1.414213562373e-01,        -6.616543816366e-02,        +1.050944946624e-01,        +1.207413317098e-01,        -1.433668916551e-02
 1.02000000e+02,        +1.414213562373e-01,        +1.187301931042e-01,        -1.337301577226e-02,        -5.723595412562e-02,        +1.098419958878e-01,        +1.414213562373e-01,        -5.723595412562e-02,        +1.098419958878e-01,        +1.187520264002e-01,        -1.344727275178e-02
 1.04000000e+02,        +1.414213562373e-01,        +1.169206538424e-01,        -1.216822046074e-02,        -4.801266576288e-02,        +1.138361563085e-01,        +1.414213562373e-01,        -4.801266576288e-02,        +1.138361563085e-01,        +1.169404728380e-01,        -1.225343938372e-02
 1.06000000e+02,        +1.414213562373e-01,        +1.153356306373e-01,        -1.069386368830e-02,        -3.855689341577e-02,        +1.170699427129e-01,        +1.414213562373e-01,        -3.855689341577e-02,        +1.170699427129e-01,        +1.153516971616e-01,        -1.079008816919e-02
 1.08000000e+02,        +1.414213562373e-01,        +1.140134791611e-01,        -8.991213751303e-03,        -2.892704691899e-02,        +1.195404443208e-01,        +1.414213562373e-01,        -2.892704691899e-02,        +1.195404443208e-01,        +1.140240832560e-01,        -9.098154221752e-03
 1.10000000e+02,        +1.414213562373e-01,        +1.129852478036e-01,        -7.106354074250e-03,        -1.917865941213e-02,        +1.212479076276e-01,        +1.414213562373e-01,        -1.917865941213e-02,        +1.212479076276e-01,        +1.129887598883e-01,        -7.223411915100e-03
 1.12000000e+02,        +1.414213562373e-01,        +1.122742628659e-01,        -5.088985416344e-03,        -9.364639556495e-03,        +1.221948948991e-01,        +1.414213562373e-01,        -9.364639556495e-03,        +1.221948948991e-01,        +1.122691785471e-01,        -5.215282010546e-03
 1.14000000e+02,        +1.414213562373e-01,        +1.118958759094e-01,        -2.991253790019e-03,        +4.643019615334e-04,        +1.223856048494e-01,        +1.414213562373e-01,        +4.643019615334e-04,        +1.223856048494e-01,        +1.118808537881e-01,        -3.125663090053e-03
 1.16000000e+02,        +1.414213562373e-01,        +1.118573469997e-01,        -8.666130861674e-04,        +1.025909942832e-02,        +1.218253824408e-01,        +1.414213562373e-01,        +1.025909942832e-02,        +1.218253824408e-01,        +1.118312399724e-01,        -1.007796607994e-03
 1.18000000e+02,        +1.414213562373e-01,        +1.121578427493e-01,        +1.231277330827e-03,        +1.997170185931e-02,        +1.205204341130e-01,        +1.414213562373e-01,        +1.997170185931e-02,        +1.205204341130e-01,        +1.121197233411e-01,        +1.084833878835e-03
 1.20000000e+02,        +1.414213562373e-01,        +1.127885351999e-01,        +3.249625620607e-03,        +2.955441477348e-02,        +1.184777551450e-01,        +1.414213562373e-01,        +2.955441477348e-02,        +1.184777551450e-01,        +1.127377154349e-01,        +3.099574611473e-03
 1.22000000e+02,        +1.414213562373e-01,        +1.137327957375e-01,        +5.137559295684e-03,        +3.895926232645e-02,        +1.157052670997e-01,        +1.414213562373e-01,        +3.895926232645e-02,        +1.157052670997e-01,        +1.136688419531e-01,        +4.985652700895e-03
 1.24000000e+02,        +1.414213562373e-01,        +1.149664864678e-01,        +6.847163618212e-03,        +4.813741659689e-02,        +1.122121550426e-01,        +1.414213562373e-01,        +4.813741659689e-02,        +1.122121550426e-01,        +1.148892293478e-01,        +6.695213976541e-03
 1.26000000e+02,        +1.414213562373e-01,        +1.164583589217e-01,        +8.334510767949e-03,        +5.703873867095e-02,        +1.080093860768e-01,        +1.414213562373e-01,        +5.703873867095e-02,        +1.080093860768e-01,        +1.163678988668e-01,        +8.184351751385e-03
 1.28000000e+02,        +1.414213562373e-01,        +1.181705757728e-01,        +9.560677733111e-03,        +6.561147317942e-02,        +1.031103823922e-01,        +1.414213562373e-01,        +6.561147317942e-02,        +1.031103823922e-01,        +1.180672835778e-01,        +9.414124460417e-03
