        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V)
 1.00000000e+02,        +7.071067811865e+00,        +2.814969241559e+00,        -6.944015107005e-01,        -4.983278435490e-01,        +3.693021599498e+00,        +7.071067811865e+00,        -4.983278435490e-01,        +3.693021599498e+00,        +2.813390994360e+00,        -6.983331336311e-01
 1.02000000e+02,        +7.071067811865e+00,        +2.762293854085e+00,        -5.070246989640e-01,        -2.293230776506e-01,        +3.685566191569e+00,        +7.071067811865e+00,        -2.293230776506e-01,        +3.685566191569e+00,        +2.760492680618e+00,        -5.113847639846e-01
 1.04000000e+02,        +7.071067811865e+00,        +2.737111511799e+00,        -3.171508977127e-01,        +3.340639803192e-02,        +3.668609789363e+00,        +7.071067811865e+00,        +3.340639803192e-02,        +3.668609789363e+00,        +2.735026687245e+00,        -3.219332646099e-01
 1.06000000e+02,        +7.071067811865e+00,        +2.738895615831e+00,        -1.277387410015e-01,        +2.920618553159e-01,        +3.642983890147e+00,        +7.071067811865e+00,        +2.920618553159e-01,        +3.642983890147e+00,        +2.736465126263e+00,        -1.329318627298e-01
 1.08000000e+02,        +7.071067811865e+00,        +2.767141593081e+00,        +5.840928666433e-02,        +5.488230762278e-01,        +3.608831409447e+00,        +7.071067811865e+00,        +5.488230762278e-01,        +3.608831409447e+00,        +2.764301836493e+00,        +5.282286868493e-02
 1.10000000e+02,        +7.071067811865e+00,        +2.821369801521e+00,        +2.385199644145e-01,        +8.057614360255e-01,        +3.565637119603e+00,        +7.071067811865e+00,        +8.057614360255e-01,        +3.565637119603e+00,        +2.818055409353e+00,        +2.325644410742e-01
 1.12000000e+02,        +7.071067811865e+00,        +2.901089825685e+00,        +4.097310406967e-01,        +1.064753355499e+00,        +3.512244624674e+00,        +7.071067811865e+00,        +1.064753355499e+00,        +3.512244624674e+00,        +2.897233696778e+00,        +4.034384661337e-01
 1.14000000e+02,        +7.071067811865e+00,        +3.005726762268e+00,        +5.689857849251e-01,        +1.327382213801e+00,        +3.446864080426e+00,        +7.071067811865e+00,        +1.327382213801e+00,        +3.446864080426e+00,        +3.001260416587e+00,        +5.623975002880e-01
 1.16000000e+02,        +7.071067811865e+00,        +3.134508032453e+00,        +7.129467531701e-01,        +1.594818130277e+00,        +3.367078836480e+00,        +7.071067811865e+00,        +1.594818130277e+00,        +3.367078836480e+00,        +3.129362412439e+00,        +7.061150632943e-01
 1.18000000e+02,        +7.071067811865e+00,        +3.286308582896e+00,        +8.379389526346e-01,        +1.867667011771e+00,        +3.269863768789e+00,        +7.071067811865e+00,        +1.867667011771e+00,        +3.269863768789e+00,        +3.280415451667e+00,        +8.309289766507e-01
 1.20000000e+02,        +7.071067811865e+00,        +3.459453930705e+00,        +9.399378370747e-01,        +2.145783854886e+00,        +3.151633475637e+00,        +7.071067811865e+00,        +2.145783854886e+00,        +3.151633475637e+00,        +3.452748030968e+00,        +9.328293931392e-01
 1.22000000e+02,        +7.071067811865e+00,        +3.651485556044e+00,        +1.014623552352e+00,        +2.428051789359e+00,        +3.008344332553e+00,        +7.071067811865e+00,        +2.428051789359e+00,        +3.008344332553e+00,        +3.643907689096e+00,        +1.007512850634e+00
 1.24000000e+02,        +7.071067811865e+00,        +3.858902990933e+00,        +1.057528021158e+00,        +2.712139209360e+00,        +2.835679263169e+00,        +7.071067811865e+00,        +2.712139209360e+00,        +2.835679263169e+00,        +3.850404133277e+00,        +1.050528829677e+00
 1.26000000e+02,        +7.071067811865e+00,        +4.076912541945e+00,        +1.064302896044e+00,        +2.994263617150e+00,        +2.629345177161e+00,        +7.071067811865e+00,        +2.994263617150e+00,        +2.629345177161e+00,        +4.067459014822e+00,        +1.057546723307e+00
 1.28000000e+02,        +7.071067811865e+00,        +4.299233329221e+00,        +1.031129617091e+00,        +3.269011996302e+00,        +2.385505911652e+00,        +7.071067811865e+00,        +3.269011996302e+00,        +2.385505911652e+00,        +4.288812851251e+00,        +1.024764353551e+00
 1.30000000e+02,        +7.071067811865e+00,        +4.518033364303e+00,        +9.552723255049e-01,        +3.529289852511e+00,        +2.101352765655e+00,        +7.071067811865e+00,        +3.529289852511e+00,        +2.101352765655e+00,        +4.506661539635e+00,        +9.494587546753e-01
 1.32000000e+02,        +7.071067811865e+00,        +4.724082876619e+00,        +8.357361319674e-01,        +3.766485726036e+00,        +1.775776281814e+00,        +7.071067811865e+00,        +3.766485726036e+00,        +1.775776281814e+00,        +4.711809323200e+00,        +8.306418326658e-01
 1.34000000e+02,        +7.071067811865e+00,        +4.907205164604e+00,        +6.739390232091e-01,        +3.970931185056e+00,        +1.410048610064e+00,        +7.071067811865e+00,        +3.970931185056e+00,        +1.410048610064e+00,        +4.894118145804e+00,        +6.697295058022e-01
 1.36000000e+02,        +7.071067811865e+00,        +5.057062181235e+00,        +4.742485958452e-01,        +4.132693398421e+00,        +1.008368642135e+00,        +7.071067811865e+00,        +4.132693398421e+00,        +1.008368642135e+00,        +5.043290406842e+00,        +4.710760719645e-01
 1.38000000e+02,        +7.071067811865e+00,        +5.164227208536e+00,        +2.442012704671e-01,        +4.242652736081e+00,        +5.780885167636e-01,        +7.071067811865e+00,        +4.242652736081e+00,        +5.780885167636e-01,        +5.149937587164e+00,        +2.421921722382e-01
