        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J)
 2.22000000e+02,        +2.339036257766e-12,        +2.065231366104e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.333193839248e-12,        +2.061096100172e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.24000000e+02,        +2.284253817357e-12,        +2.006097824588e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.278636457891e-12,        +2.002318201657e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.26000000e+02,        +2.223315895102e-12,        +1.944847864716e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.217964108293e-12,        +1.941448517769e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.28000000e+02,        +2.158946758652e-12,        +1.883851732267e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.153891983033e-12,        +1.880847073386e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.30000000e+02,        +2.093616249511e-12,        +1.825107926427e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.088881387535e-12,        +1.822503600404e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.32000000e+02,        +2.029439250615e-12,        +1.770202207401e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.025039704308e-12,        +1.767996814449e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.34000000e+02,        +1.968141026221e-12,        +1.720320023459e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.964085983553e-12,        +1.718506861279e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.36000000e+02,        +1.911070517495e-12,        +1.676292517972e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.907364294409e-12,        +1.674861174819e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.38000000e+02,        +1.859242868514e-12,        +1.638658470933e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.855886173551e-12,        +1.637596177819e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.40000000e+02,        +1.813395513617e-12,        +1.607729102775e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.810386558506e-12,        +1.607021812098e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.42000000e+02,        +1.774046583275e-12,        +1.583647484848e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.771382006026e-12,        +1.583280681536e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.44000000e+02,        +1.741548589927e-12,        +1.566438232772e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.739224185550e-12,        +1.566397505250e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.46000000e+02,        +1.716133612237e-12,        +1.556045864140e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.714144882328e-12,        +1.556317270762e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.48000000e+02,        +1.697948363651e-12,        +1.552361784877e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.696290902982e-12,        +1.552932051720e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.50000000e+02,        +1.687078762069e-12,        +1.555240609028e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.685748501100e-12,        +1.556097190752e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.52000000e+02,        +1.683564164347e-12,        +1.564506712954e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.682557483889e-12,        +1.565637742600e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.54000000e+02,        +1.687401543062e-12,        +1.579951829422e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.686715272908e-12,        +1.581345977109e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.56000000e+02,        +1.698539778963e-12,        +1.601324296415e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.698171087543e-12,        +1.602970552112e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.58000000e+02,        +1.716864104553e-12,        +1.628310447110e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.716810282671e-12,        +1.630197839658e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.60000000e+02,        +1.742170733888e-12,        +1.660508701168e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.742428873151e-12,        +1.662625965127e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.62000000e+02,        +1.774132029127e-12,        +1.697397331497e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.774698596042e-12,        +1.699732535664e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.64000000e+02,        +1.812253378120e-12,        +1.738297771220e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.813123689008e-12,        +1.740837928316e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.66000000e+02,        +1.855824474034e-12,        +1.782336797645e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.856992085308e-12,        +1.785067483749e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.68000000e+02,        +1.903870007303e-12,        +1.828412987616e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.905326051228e-12,        +1.831318012112e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.70000000e+02,        +1.955107806891e-12,        +1.875175268754e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.956840324715e-12,        +1.878236449144e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.72000000e+02,        +2.007925719323e-12,        +1.921023621929e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.009919069824e-12,        +1.924220729657e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.74000000e+02,        +2.060390947327e-12,        +1.964142994792e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.062625394335e-12,        +1.967453942962e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.76000000e+02,        +2.110305569022e-12,        +2.002579870049e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.112757167937e-12,        +2.005981205086e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.78000000e+02,        +2.155317696872e-12,        +2.034365371391e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.157958596392e-12,        +2.037833102403e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.80000000e+02,        +2.193088065109e-12,        +2.057678877583e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.195887306056e-12,        +2.061189627421e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.82000000e+02,        +2.221497531427e-12,        +2.071033353605e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.224422355902e-12,        +2.074565750307e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.84000000e+02,        +2.238865642619e-12,        +2.073451855273e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.241883232412e-12,        +2.076988016819e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.86000000e+02,        +2.244139976427e-12,        +2.064599204926e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.247219442469e-12,        +2.068126125814e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.88000000e+02,        +2.237016258298e-12,        +2.044837890885e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.240130634138e-12,        +2.048348535612e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.90000000e+02,        +2.217962494389e-12,        +2.015193076826e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.221090472987e-12,        +2.018687030466e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.92000000e+02,        +2.188142994840e-12,        +1.977233361571e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.191270197557e-12,        +1.980716970758e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.94000000e+02,        +2.149261953501e-12,        +1.932893578011e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.152381617944e-12,        +1.936379611267e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.96000000e+02,        +2.103362495787e-12,        +1.884276409001e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.106475582762e-12,        +1.887783344756e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.98000000e+02,        +2.052621073748e-12,        +1.833468386087e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.055735889335e-12,        +1.837019480063e-12,        +0.000000000000e+00,        +0.000000000000e+00
 3.00000000e+02,        +1.999169761214e-12,        +1.782395503814e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.002301246113e-12,        +1.786017790455e-12,        +0.000000000000e+00,        +0.000000000000e+00
