        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V)
 1.78000000e+02,        +7.071067811865e+00,        +6.346398459356e+00,        -1.678386481823e-01,        -7.672342954092e-01,        -4.687498994771e+00,        +7.071067811865e+00,        -7.672342954092e-01,        -4.687498994771e+00,        +6.345491024811e+00,        -1.739880388510e-01
 1.80000000e+02,        +7.071067811865e+00,        +6.349104066392e+00,        -1.240423538300e-01,        -1.173176672294e+00,        -4.592527398821e+00,        +7.071067811865e+00,        -1.173176672294e+00,        -4.592527398821e+00,        +6.347843867761e+00,        -1.299885057829e-01
 1.82000000e+02,        +7.071067811865e+00,        +6.359128684168e+00,        -8.165134541114e-02,        -1.568423645190e+00,        -4.462986483679e+00,        +7.071067811865e+00,        -1.568423645190e+00,        -4.462986483679e+00,        +6.357570434795e+00,        -8.735471253806e-02
 1.84000000e+02,        +7.071067811865e+00,        +6.376091673128e+00,        -4.190877979437e-02,        -1.950146833169e+00,        -4.299984242377e+00,        +7.071067811865e+00,        -1.950146833169e+00,        -4.299984242377e+00,        +6.374295850307e+00,        -4.733802124306e-02
 1.86000000e+02,        +7.071067811865e+00,        +6.399404969227e+00,        -5.968404656630e-03,        -2.315616244131e+00,        -4.104834304713e+00,        +7.071067811865e+00,        -2.315616244131e+00,        -4.104834304713e+00,        +6.397436778188e+00,        -1.110126539827e-02
 1.88000000e+02,        +7.071067811865e+00,        +6.428292019824e+00,        +2.513890211890e-02,        -2.662209078099e+00,        -3.879051624275e+00,        +7.071067811865e+00,        -2.662209078099e+00,        -3.879051624275e+00,        +6.426220226901e+00,        +2.031481512927e-02
 1.90000000e+02,        +7.071067811865e+00,        +6.461811845882e+00,        +5.053500144381e-02,        -2.987419861062e+00,        -3.624349412527e+00,        +7.071067811865e+00,        -2.987419861062e+00,        -3.624349412527e+00,        +6.459707483861e+00,        +4.602156693340e-02
 1.92000000e+02,        +7.071067811865e+00,        +6.498887662940e+00,        +6.952004436497e-02,        -3.288872448266e+00,        -3.342636678374e+00,        +7.071067811865e+00,        -3.288872448266e+00,        -3.342636678374e+00,        +6.496822614690e+00,        +6.530812043521e-02
 1.94000000e+02,        +7.071067811865e+00,        +6.538339401142e+00,        +8.159303042408e-02,        -3.564334235327e+00,        -3.036015597055e+00,        +7.071067811865e+00,        -3.564334235327e+00,        -3.036015597055e+00,        +6.536384871950e+00,        +7.766211865727e-02
 1.96000000e+02,        +7.071067811865e+00,        +6.578919360245e+00,        +8.646675955934e-02,        -3.811732685839e+00,        -2.706777851121e+00,        +7.071067811865e+00,        -3.811732685839e+00,        -2.706777851121e+00,        +6.577144254766e+00,        +8.278486512921e-02
 1.98000000e+02,        +7.071067811865e+00,        +6.619350121274e+00,        +8.407664672181e-02,        -4.029174037877e+00,        -2.357399065228e+00,        +7.071067811865e+00,        -4.029174037877e+00,        -2.357399065228e+00,        +6.617819347297e+00,        +8.060035993787e-02
 2.00000000e+02,        +7.071067811865e+00,        +6.658363718528e+00,        +7.458298065137e-02,        -4.214963803318e+00,        -1.990530499350e+00,        +7.071067811865e+00,        -4.214963803318e+00,        -1.990530499350e+00,        +6.657136446601e+00,        +7.125780354330e-02
 2.02000000e+02,        +7.071067811865e+00,        +6.694740964159e+00,        +5.836635656170e-02,        -4.367628439042e+00,        -1.608987272644e+00,        +7.071067811865e+00,        -4.367628439042e+00,        -1.608987272644e+00,        +6.693868878975e+00,        +5.512729441352e-02
 2.04000000e+02,        +7.071067811865e+00,        +6.727349725572e+00,        +3.601619942380e-02,        -4.485937364712e+00,        -1.215732559382e+00,        +7.071067811865e+00,        -4.485937364711e+00,        -1.215732559382e+00,        +6.726875311406e+00,        +3.278863151923e-02
 2.06000000e+02,        +7.071067811865e+00,        +6.755180897823e+00,        +8.312517860443e-03,        -4.568924344208e+00,        -8.138574213551e-01,        +7.071067811865e+00,        -4.568924344208e+00,        -8.138574213551e-01,        +6.755135805653e+00,        +5.013354171430e-03
 2.08000000e+02,        +7.071067811865e+00,        +6.777380803299e+00,        -2.379871930062e-02,        -4.615907151993e+00,        -4.065562052594e-01,        +7.071067811865e+00,        -4.615907151993e+00,        -4.065562052594e-01,        +6.777784351022e+00,        -2.725959792360e-02
 2.10000000e+02,        +7.071067811865e+00,        +6.793278800954e+00,        -5.923592398559e-02,        -4.626504422858e+00,        +2.902278280737e-03,        +7.071067811865e+00,        -4.626504422858e+00,        +2.902278280730e-03,        +6.794136659781e+00,        -6.295395498082e-02
 2.12000000e+02,        +7.071067811865e+00,        +6.802409004857e+00,        -9.681702138916e-02,        -4.600648640393e+00,        +4.112072862694e-01,        +7.071067811865e+00,        -4.600648640393e+00,        +4.112072862694e-01,        +6.803712124229e+00,        -1.008910029878e-01
 2.14000000e+02,        +7.071067811865e+00,        +6.804525198339e+00,        -1.352982038515e-01,        -4.538594356053e+00,        +8.150416063730e-01,        +7.071067811865e+00,        -4.538594356053e+00,        +8.150416063730e-01,        +6.806249018363e+00,        -1.398281260689e-01
 2.16000000e+02,        +7.071067811865e+00,        +6.799608280524e+00,        -1.734149344423e-01,        -4.440920939932e+00,        +1.211118943835e+00,        +7.071067811865e+00,        -4.440920939932e+00,        +1.211118943835e+00,        +6.801712274826e+00,        -1.784996442265e-01
 2.18000000e+02,        +7.071067811865e+00,        +6.787865884086e+00,        -2.099236889400e-01,        -4.308529432293e+00,        +1.596222059369e+00,        +7.071067811865e+00,        -4.308529432293e+00,        +1.596222059369e+00,        +6.790293467568e+00,        -2.156584443167e-01
