        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J)
 1.00000000e+02,        +2.771699049931e-12,        +2.675528088348e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.774651486803e-12,        +2.675599030669e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.02000000e+02,        +2.776467552295e-12,        +2.654366551926e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.779636316173e-12,        +2.654428172962e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.04000000e+02,        +2.784673764174e-12,        +2.636136809343e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.788052555888e-12,        +2.636206058451e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.06000000e+02,        +2.795933939638e-12,        +2.621195056722e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.799513116528e-12,        +2.621289543535e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.08000000e+02,        +2.809817500588e-12,        +2.609808873340e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.813584362516e-12,        +2.609946650281e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.10000000e+02,        +2.825851590436e-12,        +2.602154767242e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.829790655276e-12,        +2.602354105312e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.12000000e+02,        +2.843525532979e-12,        +2.598315833298e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.847618805665e-12,        +2.598594984902e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.14000000e+02,        +2.862295743875e-12,        +2.598279553399e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.866522986472e-12,        +2.598656495752e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.16000000e+02,        +2.881591677108e-12,        +2.601935987891e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.885930689837e-12,        +2.602428141157e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.18000000e+02,        +2.900823373558e-12,        +2.609076814848e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.905250298184e-12,        +2.609700730805e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.20000000e+02,        +2.919391102503e-12,        +2.619395851757e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.923880759545e-12,        +2.620166871625e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.22000000e+02,        +2.936697438649e-12,        +2.632491819749e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.941223708475e-12,        +2.633423703804e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.24000000e+02,        +2.952161890586e-12,        +2.647874156352e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.956698145273e-12,        +2.648978692992e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.26000000e+02,        +2.965237893798e-12,        +2.664972620833e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.969757481827e-12,        +2.666259228410e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.28000000e+02,        +2.975431619537e-12,        +2.683151243765e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.979908399057e-12,        +2.684626584175e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.30000000e+02,        +2.982321664861e-12,        +2.701726840676e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.986730573988e-12,        +2.703394468576e-12,        +0.000000000000e+00,        +0.000000000000e+00
