        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V)
 1.00000000e+02,        +7.071067811865e+00,        +7.602495307050e+00,        -1.812855770392e-01,        -1.335680236259e+00,        +5.454354988375e+00,        +7.071067811865e+00,        -1.335680236259e+00,        +5.454354988375e+00,        +7.604083639453e+00,        -1.967881855067e-01
 1.02000000e+02,        +7.071067811865e+00,        +7.593016294067e+00,        -2.161954377253e-01,        -8.519424150955e-01,        +5.541538092658e+00,        +7.071067811865e+00,        -8.519424150955e-01,        +5.541538092658e+00,        +7.593572080426e+00,        -2.328097344510e-01
 1.04000000e+02,        +7.071067811865e+00,        +7.577366893716e+00,        -2.489112141627e-01,        -3.630766168514e-01,        +5.586232074304e+00,        +7.071067811865e+00,        -3.630766168514e-01,        +5.586232074304e+00,        +7.576689180286e+00,        -2.665175816753e-01
 1.06000000e+02,        +7.071067811865e+00,        +7.556065074028e+00,        -2.784265495347e-01,        +1.272382294781e-01,        +5.588148615563e+00,        +7.071067811865e+00,        +1.272382294781e-01,        +5.588148615563e+00,        +7.553980211356e+00,        -2.968653143873e-01
 1.08000000e+02,        +7.071067811865e+00,        +7.529786694535e+00,        -3.038426634565e-01,        +6.152948937495e-01,        +5.547311828610e+00,        +7.071067811865e+00,        +6.152948937495e-01,        +5.547311828610e+00,        +7.526154580579e+00,        -3.229209170902e-01
 1.10000000e+02,        +7.071067811865e+00,        +7.499344987467e+00,        -3.243928369057e-01,        +1.097383954506e+00,        +5.464065353562e+00,        +7.071067811865e+00,        +1.097383954506e+00,        +5.464065353562e+00,        +7.494063897756e+00,        -3.438919444666e-01
 1.12000000e+02,        +7.071067811865e+00,        +7.465666176051e+00,        -3.394632177796e-01,        +1.569821996109e+00,        +5.339077189636e+00,        +7.071067811865e+00,        +1.569821996109e+00,        +5.339077189636e+00,        +7.458676146155e+00,        -3.591467808700e-01
 1.14000000e+02,        +7.071067811865e+00,        +7.429761856513e+00,        -3.486092965261e-01,        +2.028981639940e+00,        +5.173341692505e+00,        +7.071067811865e+00,        +2.028981639940e+00,        +5.173341692505e+00,        +7.421046611852e+00,        -3.682313400706e-01
 1.16000000e+02,        +7.071067811865e+00,        +7.392698895411e+00,        -3.515675034194e-01,        +2.471323011104e+00,        +4.968178218024e+00,        +7.071067811865e+00,        +2.471323011104e+00,        +4.968178218024e+00,        +7.382286352522e+00,        -3.708806635398e-01
 1.18000000e+02,        +7.071067811865e+00,        +7.355567702707e+00,        -3.482615099744e-01,        +2.893426109127e+00,        +4.725225976234e+00,        +7.071067811865e+00,        +2.893426109127e+00,        +4.725225976234e+00,        +7.343529094495e+00,        -3.670250093074e-01
 1.20000000e+02,        +7.071067811865e+00,        +7.319449825646e+00,        -3.388029739690e-01,        +3.292023439856e+00,        +4.446434776394e+00,        +7.071067811865e+00,        +3.292023439856e+00,        +4.446434776394e+00,        +7.305897530503e+00,        -3.567901835413e-01
 1.22000000e+02,        +7.071067811865e+00,        +7.285385861769e+00,        -3.234866454501e-01,        +3.664032184740e+00,        +4.134051487723e+00,        +7.071067811865e+00,        +3.664032184740e+00,        +4.134051487723e+00,        +7.270470042398e+00,        -3.404920482735e-01
 1.24000000e+02,        +7.071067811865e+00,        +7.254344705421e+00,        -3.027799426101e-01,        +4.006585139488e+00,        +3.790602203357e+00,        +7.071067811865e+00,        +4.006585139488e+00,        +3.790602203357e+00,        +7.238248887094e+00,        -3.186253336568e-01
 1.26000000e+02,        +7.071067811865e+00,        +7.227195116980e+00,        -2.773073024405e-01,        +4.317059651189e+00,        +3.418870266526e+00,        +7.071067811865e+00,        +4.317059651189e+00,        +3.418870266526e+00,        +7.210130856096e+00,        -2.918470825097e-01
 1.28000000e+02,        +7.071067811865e+00,        +7.204680536586e+00,        -2.478298014128e-01,        +4.593103822778e+00,        +3.021870487183e+00,        +7.071067811865e+00,        +4.593103822778e+00,        +3.021870487183e+00,        +7.186881348118e+00,        -2.609552482781e-01
 1.30000000e+02,        +7.071067811865e+00,        +7.187397955921e+00,        -2.152207156499e-01,        +4.832659334476e+00,        +2.602820032823e+00,        +7.071067811865e+00,        +4.832659334476e+00,        +2.602820032823e+00,        +7.169112681943e+00,        -2.268631442634e-01
 1.32000000e+02,        +7.071067811865e+00,        +7.175781517226e+00,        -1.804378383354e-01,        +5.033980348760e+00,        +2.165106608756e+00,        +7.071067811865e+00,        +5.033980348760e+00,        +2.165106608756e+00,        +7.157267327709e+00,        -1.905705920341e-01
 1.34000000e+02,        +7.071067811865e+00,        +7.170091335295e+00,        -1.444934861929e-01,        +5.195648110856e+00,        +1.712254641749e+00,        +7.071067811865e+00,        +5.195648110856e+00,        +1.712254641749e+00,        +7.151606556403e+00,        -1.531327319526e-01
 1.36000000e+02,        +7.071067811865e+00,        +7.170407844928e+00,        -1.084232007363e-01,        +5.316581020972e+00,        +1.247890240520e+00,        +7.071067811865e+00,        +5.316581020971e+00,        +1.247890240520e+00,        +7.152204808932e+00,        -1.156275325920e-01
 1.38000000e+02,        +7.071067811865e+00,        +7.176631773527e+00,        -7.325418038659e-02,        +5.396040126399e+00,        +7.757057238946e-01,        +7.071067811865e+00,        +5.396040126399e+00,        +7.757057238946e-01,        +7.158949878419e+00,        -7.912306524179e-02
 1.40000000e+02,        +7.071067811865e+00,        +7.188489637073e+00,        -3.997446620409e-02,        +5.433630149797e+00,        +2.994244823415e-01,        +7.071067811865e+00,        +5.433630149797e+00,        +2.994244823415e-01,        +7.171548793178e+00,        -4.464559446303e-02
 1.42000000e+02,        +7.071067811865e+00,        +7.205544467649e+00,        -9.503849473836e-03,        +5.429296323675e+00,        -1.772331255964e-01,        +7.071067811865e+00,        +5.429296323675e+00,        -1.772331255963e-01,        +7.189539093643e+00,        -1.314947847445e-02
 1.44000000e+02,        +7.071067811865e+00,        +7.227211310860e+00,        +1.733262118723e-02,        +5.383317430908e+00,        -6.505822380103e-01,        +7.071067811865e+00,        +5.383317430908e+00,        -6.505822380103e-01,        +7.212305023215e+00,        +1.451022072341e-02
 1.46000000e+02,        +7.071067811865e+00,        +7.252776888693e+00,        +3.982777520327e-02,        +5.296295550051e+00,        -1.117003834304e+00,        +7.071067811865e+00,        +5.296295550051e+00,        -1.117003834304e+00,        +7.239098007478e+00,        +3.760164098030e-02
 1.48000000e+02,        +7.071067811865e+00,        +7.281422711964e+00,        +5.741148054511e-02,        +5.169143067615e+00,        -1.572972617348e+00,        +7.071067811865e+00,        +5.169143067615e+00,        -1.572972617348e+00,        +7.269060682918e+00,        +5.553590549724e-02
 1.50000000e+02,        +7.071067811865e+00,        +7.312250848515e+00,        +6.966536519576e-02,        +5.003067545645e+00,        -2.015082235254e+00,        +7.071067811865e+00,        +5.003067545645e+00,        -2.015082235254e+00,        +7.301253657188e+00,        +6.788231549024e-02
 1.52000000e+02,        +7.071067811865e+00,        +7.344311508454e+00,        +7.633279302560e-02,        +4.799555022830e+00,        -2.440067785790e+00,        +7.071067811865e+00,        +4.799555022830e+00,        -2.440067785790e+00,        +7.334684137609e+00,        +7.437863681799e-02
 1.54000000e+02,        +7.071067811865e+00,        +7.376631593601e+00,        +7.732394251664e-02,        +4.560352284284e+00,        -2.844825674960e+00,        +7.071067811865e+00,        +4.560352284284e+00,        -2.844825674960e+00,        +7.368335550686e+00,        +7.493632600279e-02
 1.56000000e+02,        +7.071067811865e+00,        +7.408243371392e+00,        +7.271598346426e-02,        +4.287448564249e+00,        -3.226431009985e+00,        +7.071067811865e+00,        +4.287448564249e+00,        -3.226431009985e+00,        +7.401197289056e+00,        +6.964069107944e-02
 1.58000000e+02,        +7.071067811865e+00,        +7.438212469169e+00,        +6.274848114028e-02,        +3.983057054021e+00,        -3.582152790562e+00,        +7.071067811865e+00,        +3.983057054021e+00,        -3.582152790562e+00,        +7.432293758958e+00,        +5.874612002799e-02
