        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V)
 1.00000000e+02,        +7.071067811865e+00,        +9.079854295682e+00,        +6.068253711935e-01,        -2.493300485885e+00,        +5.239459530248e+00,        +7.071067811865e+00,        -2.493300485885e+00,        +5.239459530248e+00,        +9.078734257622e+00,        +6.072821114877e-01
 1.02000000e+02,        +7.071067811865e+00,        +9.178685506475e+00,        +4.866725037352e-01,        -2.056446237797e+00,        +5.403284870303e+00,        +7.071067811865e+00,        -2.056446237797e+00,        +5.403284870303e+00,        +9.177805138449e+00,        +4.867800841791e-01
 1.04000000e+02,        +7.071067811865e+00,        +9.256376230031e+00,        +3.531419700144e-01,        -1.612405760521e+00,        +5.534065136053e+00,        +7.071067811865e+00,        -1.612405760521e+00,        +5.534065136053e+00,        +9.255671143025e+00,        +3.528828356485e-01
 1.06000000e+02,        +7.071067811865e+00,        +9.311386808036e+00,        +2.096693475153e-01,        -1.162788228704e+00,        +5.632234243432e+00,        +7.071067811865e+00,        -1.162788228704e+00,        +5.632234243432e+00,        +9.310794171156e+00,        +2.090372828561e-01
 1.08000000e+02,        +7.071067811865e+00,        +9.342660771320e+00,        +5.980737711584e-02,        -7.090084305037e-01,        +5.698059731586e+00,        +7.071067811865e+00,        -7.090084305037e-01,        +5.698059731586e+00,        +9.342120557743e+00,        +5.880653931057e-02
 1.10000000e+02,        +7.071067811865e+00,        +9.349618735152e+00,        -9.281815085629e-02,        -2.523682886570e-01,        +5.731607446087e+00,        +7.071067811865e+00,        -2.523682886570e-01,        +5.731607446087e+00,        +9.349074779874e+00,        -9.417411845793e-02
 1.12000000e+02,        +7.071067811865e+00,        +9.332156689072e+00,        -2.445478565633e-01,        +2.058579358131e-01,        +5.732725232069e+00,        +7.071067811865e+00,        +2.058579358131e-01,        +5.732725232069e+00,        +9.331557651297e+00,        -2.462366322979e-01
 1.14000000e+02,        +7.071067811865e+00,        +9.290649602060e+00,        -3.917274841651e-01,        +6.643374496247e-01,        +5.701045586540e+00,        +7.071067811865e+00,        +6.643374496247e-01,        +5.701045586540e+00,        +9.289949908610e+00,        -3.937188311163e-01
 1.16000000e+02,        +7.071067811865e+00,        +9.225959946447e+00,        -5.307498242912e-01,        +1.121594394858e+00,        +5.636007383414e+00,        +7.071067811865e+00,        +1.121594394858e+00,        +5.636007383414e+00,        +9.225120768542e+00,        -5.330063666615e-01
 1.18000000e+02,        +7.071067811865e+00,        +9.139449429989e+00,        -6.581035646633e-01,        +1.575929891553e+00,        +5.536896892980e+00,        +7.071067811865e+00,        +1.575929891553e+00,        +5.536896892980e+00,        +9.138439716100e+00,        -6.605816512889e-01
 1.20000000e+02,        +7.071067811865e+00,        +9.032990930925e+00,        -7.704322397197e-01,        +2.025350090742e+00,        +5.402908228614e+00,        +7.071067811865e+00,        +2.025350090742e+00,        +5.402908228614e+00,        +9.031788485355e+00,        -7.730829744160e-01
 1.22000000e+02,        +7.071067811865e+00,        +8.908976401886e+00,        -8.646055381376e-01,        +2.467506366962e+00,        +5.233222936898e+00,        +7.071067811865e+00,        +2.467506366962e+00,        +5.233222936898e+00,        +8.907568964706e+00,        -8.673760517370e-01
 1.24000000e+02,        +7.071067811865e+00,        +8.770315439361e+00,        -9.378038953274e-01,        +2.899652502553e+00,        +5.027107595843e+00,        +7.071067811865e+00,        +2.899652502553e+00,        +5.027107595843e+00,        +8.768701691161e+00,        -9.406389183294e-01
 1.26000000e+02,        +7.071067811865e+00,        +8.620418457450e+00,        -9.876155134585e-01,        +3.318624271829e+00,        +4.784026937782e+00,        +7.071067811865e+00,        +3.318624271829e+00,        +4.784026937782e+00,        +8.618608845424e+00,        -9.904592813650e-01
 1.28000000e+02,        +7.071067811865e+00,        +8.463158163023e+00,        -1.012142741264e+00,        +3.720846976895e+00,        +4.503768182078e+00,        +7.071067811865e+00,        +3.720846976895e+00,        +4.503768182078e+00,        +8.461175426546e+00,        -1.014941228068e+00
 1.30000000e+02,        +7.071067811865e+00,        +8.302803539051e+00,        -1.010112235194e+00,        +4.102375950876e+00,        +4.186570070467e+00,        +7.071067811865e+00,        +4.102375950876e+00,        +4.186570070467e+00,        +8.300682806911e+00,        -1.012815666521e+00
 1.32000000e+02,        +7.071067811865e+00,        +8.143922021082e+00,        -9.809807676725e-01,        +4.458973586706e+00,        +3.833247803163e+00,        +7.071067811865e+00,        +4.458973586706e+00,        +3.833247803163e+00,        +8.141710361838e+00,        -9.835463176255e-01
 1.34000000e+02,        +7.071067811865e+00,        +7.991248126349e+00,        -9.250263404122e-01,        +4.786223924371e+00,        +3.445303076594e+00,        +7.071067811865e+00,        +4.786223924371e+00,        +3.445303076594e+00,        +7.989003459908e+00,        -9.274208705512e-01
 1.36000000e+02,        +7.071067811865e+00,        +7.849520419820e+00,        -8.434129000730e-01,        +5.079682270239e+00,        +3.025007231007e+00,        +7.071067811865e+00,        +5.079682270239e+00,        +3.025007231007e+00,        +7.847309742198e+00,        -8.456155617662e-01
 1.38000000e+02,        +7.071067811865e+00,        +7.723293083763e+00,        -7.382169614049e-01,        +5.335053013957e+00,        +2.575445657365e+00,        +7.071067811865e+00,        +5.335053013957e+00,        +2.575445657365e+00,        +7.721190015437e+00,        -7.402214608005e-01
 1.40000000e+02,        +7.071067811865e+00,        +7.616732928079e+00,        -6.124062299741e-01,        +5.548384316069e+00,        +2.100513505236e+00,        +7.071067811865e+00,        +5.548384316069e+00,        +2.100513505236e+00,        +7.614814663635e+00,        -6.142225541694e-01
 1.42000000e+02,        +7.071067811865e+00,        +7.533416640920e+00,        -4.697640267361e-01,        +5.716264457758e+00,        +1.604856526092e+00,        +7.071067811865e+00,        +5.716264457758e+00,        +1.604856526092e+00,        +7.531760445329e+00,        -4.714194539987e-01
 1.44000000e+02,        +7.071067811865e+00,        +7.476145550424e+00,        -3.147586974266e-01,        +5.836002254534e+00,        +1.093756330208e+00,        +7.071067811865e+00,        +5.836002254534e+00,        +1.093756330208e+00,        +7.474825005214e+00,        -3.162979635146e-01
 1.46000000e+02,        +7.071067811865e+00,        +7.446795399090e+00,        -1.523635473207e-01,        +5.905773787460e+00,        +5.729657386374e-01,        +7.071067811865e+00,        +5.905773787460e+00,        +5.729657386374e-01,        +7.445876639833e+00,        -1.538481095031e-01
 1.48000000e+02,        +7.071067811865e+00,        +7.446216241874e+00,        +1.216087167309e-02,        +5.924720178104e+00,        +4.850622752329e-02,        +7.071067811865e+00,        +5.924720178104e+00,        +4.850622752329e-02,        +7.445754439355e+00,        +1.065445024699e-02
 1.50000000e+02,        +7.071067811865e+00,        +7.474192728069e+00,        +1.735052612055e-01,        +5.892986064966e+00,        -4.735554906725e-01,        +7.071067811865e+00,        +5.892986064966e+00,        -4.735554906725e-01,        +7.474229045963e+00,        +1.718877033368e-01
 1.52000000e+02,        +7.071067811865e+00,        +7.529468444712e+00,        +3.265512379529e-01,        +5.811695098718e+00,        -9.873319390483e-01,        +7.071067811865e+00,        +5.811695098718e+00,        -9.873319390483e-01,        +7.530027658850e+00,        +3.247235487254e-01
 1.54000000e+02,        +7.071067811865e+00,        +7.609830836213e+00,        +4.665925972800e-01,        +5.682866009299e+00,        -1.487320670994e+00,        +7.071067811865e+00,        +5.682866009299e+00,        -1.487320670994e+00,        +7.610919732025e+00,        +4.644494476991e-01
 1.56000000e+02,        +7.071067811865e+00,        +7.712246757402e+00,        +5.895214725672e-01,        +5.509279322905e+00,        -1.968574533178e+00,        +7.071067811865e+00,        +5.509279322905e+00,        -1.968574533178e+00,        +7.713853343892e+00,        +5.869547364520e-01
 1.58000000e+02,        +7.071067811865e+00,        +7.833034057164e+00,        +6.919676838938e-01,        +5.294309529831e+00,        -2.426824574034e+00,        +7.071067811865e+00,        +5.294309529831e+00,        -2.426824574034e+00,        +7.835127559944e+00,        +6.888699062574e-01
 1.60000000e+02,        +7.071067811865e+00,        +7.968052365696e+00,        +7.713856820302e-01,        +5.041739788284e+00,        -2.858549926341e+00,        +7.071067811865e+00,        +5.041739788284e+00,        -2.858549926341e+00,        +7.970583898926e+00,        +7.676532940478e-01
 1.62000000e+02,        +7.071067811865e+00,        +8.112896546918e+00,        +8.260895744248e-01,        +4.755576020022e+00,        -3.260995120355e+00,        +7.071067811865e+00,        +4.755576020022e+00,        -3.260995120355e+00,        +8.115800321610e+00,        +8.216257233898e-01
 1.64000000e+02,        +7.071067811865e+00,        +8.263078654908e+00,        +8.552417996786e-01,        +4.439874936989e+00,        -3.632140421367e+00,        +7.071067811865e+00,        +4.439874936989e+00,        -3.632140421367e+00,        +8.266273562008e+00,        +8.499587224419e-01
 1.66000000e+02,        +7.071067811865e+00,        +8.414187959060e+00,        +8.588044882150e-01,        +4.098596875351e+00,        -3.970634329052e+00,        +7.071067811865e+00,        +4.098596875351e+00,        -3.970634329052e+00,        +8.417579368714e+00,        +8.526254144356e-01
 1.68000000e+02,        +7.071067811865e+00,        +8.562022847507e+00,        +8.374642193123e-01,        +3.735490133100e+00,        -4.275699141418e+00,        +7.071067811865e+00,        +3.735490133100e+00,        -4.275699141418e+00,        +8.565504486862e+00,        +8.303248394099e-01
 1.70000000e+02,        +7.071067811865e+00,        +8.702692458386e+00,        +7.925409246141e-01,        +3.354009530518e+00,        -4.547020646566e+00,        +7.071067811865e+00,        +3.354009530518e+00,        -4.547020646566e+00,        +8.706148263275e+00,        +7.843904923301e-01
 1.72000000e+02,        +7.071067811865e+00,        +8.832689221748e+00,        +7.258904888264e-01,        +2.957268634539e+00,        -4.784631961503e+00,        +7.071067811865e+00,        +2.957268634539e+00,        -4.784631961503e+00,        +8.835995096652e+00,        +7.166926482274e-01
 1.74000000e+02,        +7.071067811865e+00,        +8.948935872594e+00,        +6.398086370796e-01,        +2.548022747622e+00,        -4.988799773464e+00,        +7.071067811865e+00,        +2.548022747622e+00,        -4.988799773464e+00,        +8.951961332942e+00,        +6.295420692523e-01
 1.76000000e+02,        +7.071067811865e+00,        +9.048811886437e+00,        +5.369414221315e-01,        +2.128678375687e+00,        -5.159919208197e+00,        +7.071067811865e+00,        +2.128678375687e+00,        -5.159919208197e+00,        +9.051421593554e+00,        +5.256003997434e-01
 1.78000000e+02,        +7.071067811865e+00,        +9.130164810799e+00,        +4.202053806784e-01,        +1.701324321559e+00,        -5.298421601997e+00,        +7.071067811865e+00,        +1.701324321559e+00,        -5.298421601997e+00,        +9.132220039766e+00,        +4.078003016748e-01
 1.80000000e+02,        +7.071067811865e+00,        +9.191311810858e+00,        +2.927184414468e-01,        +1.267779583726e+00,        -5.404697813589e+00,        +7.071067811865e+00,        +1.267779583726e+00,        -5.404697813589e+00,        +9.192671913672e+00,        +2.792763892307e-01
 1.82000000e+02,        +7.071067811865e+00,        +9.231036120138e+00,        +1.577410511852e-01,        +8.296536407563e-01,        -5.479038482244e+00,        +7.071067811865e+00,        +8.296536407564e-01,        -5.479038482244e+00,        +9.231560060082e+00,        +1.433064002635e-01
 1.84000000e+02,        +7.071067811865e+00,        +9.248582166239e+00,        +1.862576708679e-02,        +3.884152565108e-01,        -5.521591829271e+00,        +7.071067811865e+00,        +3.884152565108e-01,        -5.521591829271e+00,        +9.248130204100e+00,        +3.260822610902e-03
 1.86000000e+02,        +7.071067811865e+00,        +9.243652060833e+00,        -1.212272756658e-01,        -5.453351922203e-02,        -5.532339155627e+00,        +7.071067811865e+00,        -5.453351922202e-02,        -5.532339155627e+00,        +9.242087669624e+00,        -1.374416468498e-01
 1.88000000e+02,        +7.071067811865e+00,        +9.216404989363e+00,        -2.584121155295e-01,        -4.977810763860e-01,        -5.511088013744e+00,        +7.071067811865e+00,        -4.977810763860e-01,        -5.511088013744e+00,        +9.213597061783e+00,        -2.753759340560e-01
 1.90000000e+02,        +7.071067811865e+00,        +9.167459858586e+00,        -3.895592334504e-01,        -9.398304227873e-01,        -5.457483011618e+00,        +7.071067811865e+00,        -9.398304227873e-01,        -5.457483011618e+00,        +9.163285250825e+00,        -4.071530347662e-01
 1.92000000e+02,        +7.071067811865e+00,        +9.097900386212e+00,        -5.113815615959e-01,        -1.379026581506e+00,        -5.371034218499e+00,        +7.071067811865e+00,        -1.379026581506e+00,        -5.371034218499e+00,        +9.092246813289e+00,        -5.294663206618e-01
 1.94000000e+02,        +7.071067811865e+00,        +9.009280669153e+00,        -6.207270972403e-01,        -1.813490237639e+00,        -5.251163061551e+00,        +7.071067811865e+00,        -1.813490237639e+00,        -5.251163061551e+00,        +9.002049931445e+00,        -6.391445841941e-01
 1.96000000e+02,        +7.071067811865e+00,        +8.903628181347e+00,        -7.146403247021e-01,        -2.241061095103e+00,        -5.097265316502e+00,        +7.071067811865e+00,        -2.241061095103e+00,        -5.097265316502e+00,        +8.894739660355e+00,        -7.332140303503e-01
 1.98000000e+02,        +7.071067811865e+00,        +8.783440193802e+00,        -7.904336488013e-01,        -2.659254904012e+00,        -4.908790205204e+00,        +7.071067811865e+00,        -2.659254904012e+00,        -4.908790205204e+00,        +8.772834509260e+00,        -8.089704125951e-01
 2.00000000e+02,        +7.071067811865e+00,        +8.651668882363e+00,        -8.457686844835e-01,        -3.065238545673e+00,        -4.685333654026e+00,        +7.071067811865e+00,        -3.065238545673e+00,        -4.685333654026e+00,        +8.639311555362e+00,        -8.640611376279e-01
 2.02000000e+02,        +7.071067811865e+00,        +8.511690037359e+00,        -8.787455419137e-01,        -3.455827733974e+00,        -4.426742427028e+00,        +7.071067811865e+00,        -3.455827733974e+00,        -4.426742427028e+00,        +8.497574958996e+00,        -8.965754425722e-01
