        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A)
 1.00000000e+02,        +1.414213562373e-01,        +1.815970859136e-01,        +1.213650742387e-02,        -4.986600971770e-02,        +1.047891906050e-01,        +1.414213562373e-01,        -4.986600971770e-02,        +1.047891906050e-01,        +1.815746851524e-01,        +1.214564222975e-02
 1.02000000e+02,        +1.414213562373e-01,        +1.835737101295e-01,        +9.733450074705e-03,        -4.112892475595e-02,        +1.080656974061e-01,        +1.414213562373e-01,        -4.112892475595e-02,        +1.080656974061e-01,        +1.835561027690e-01,        +9.735601683582e-03
 1.04000000e+02,        +1.414213562373e-01,        +1.851275246006e-01,        +7.062839400287e-03,        -3.224811521043e-02,        +1.106813027211e-01,        +1.414213562373e-01,        -3.224811521043e-02,        +1.106813027211e-01,        +1.851134228605e-01,        +7.057656712970e-03
 1.06000000e+02,        +1.414213562373e-01,        +1.862277361607e-01,        +4.193386950305e-03,        -2.325576457408e-02,        +1.126446848686e-01,        +1.414213562373e-01,        -2.325576457408e-02,        +1.126446848686e-01,        +1.862158834231e-01,        +4.180745657121e-03
 1.08000000e+02,        +1.414213562373e-01,        +1.868532154264e-01,        +1.196147542317e-03,        -1.418016861007e-02,        +1.139611946317e-01,        +1.414213562373e-01,        -1.418016861007e-02,        +1.139611946317e-01,        +1.868424111549e-01,        +1.176130786211e-03
 1.10000000e+02,        +1.414213562373e-01,        +1.869923747030e-01,        -1.856363017126e-03,        -5.047365773141e-03,        +1.146321489217e-01,        +1.414213562373e-01,        -5.047365773141e-03,        +1.146321489217e-01,        +1.869814955975e-01,        -1.883482369159e-03
 1.12000000e+02,        +1.414213562373e-01,        +1.866431337814e-01,        -4.890957131266e-03,        +4.117158716263e-03,        +1.146545046414e-01,        +1.414213562373e-01,        +4.117158716263e-03,        +1.146545046414e-01,        +1.866311530259e-01,        -4.924732645958e-03
 1.14000000e+02,        +1.414213562373e-01,        +1.858129920412e-01,        -7.834549683302e-03,        +1.328674899249e-02,        +1.140209117308e-01,        +1.414213562373e-01,        +1.328674899249e-02,        +1.140209117308e-01,        +1.857989981722e-01,        -7.874376622327e-03
 1.16000000e+02,        +1.414213562373e-01,        +1.845191989289e-01,        -1.061499648582e-02,        +2.243188789716e-02,        +1.127201476683e-01,        +1.414213562373e-01,        +2.243188789716e-02,        +1.127201476683e-01,        +1.845024153708e-01,        -1.066012733323e-02
 1.18000000e+02,        +1.414213562373e-01,        +1.827889885998e-01,        -1.316207129327e-02,        +3.151859783106e-02,        +1.107379378596e-01,        +1.414213562373e-01,        +3.151859783106e-02,        +1.107379378596e-01,        +1.827687943220e-01,        -1.321163302578e-02
 1.20000000e+02,        +1.414213562373e-01,        +1.806598186185e-01,        -1.540864479439e-02,        +4.050700181484e-02,        +1.080581645723e-01,        +1.414213562373e-01,        +4.050700181484e-02,        +1.080581645723e-01,        +1.806357697071e-01,        -1.546165948832e-02
 1.22000000e+02,        +1.414213562373e-01,        +1.781795280377e-01,        -1.729211076275e-02,        +4.935012733925e-02,        +1.046644587380e-01,        +1.414213562373e-01,        +4.935012733925e-02,        +1.046644587380e-01,        +1.781513792941e-01,        -1.734752103474e-02
 1.24000000e+02,        +1.414213562373e-01,        +1.754063087872e-01,        -1.875607790655e-02,        +5.799305005105e-02,        +1.005421519169e-01,        +1.414213562373e-01,        +5.799305005105e-02,        +1.005421519169e-01,        +1.753740338232e-01,        -1.881277836659e-02
 1.26000000e+02,        +1.414213562373e-01,        +1.724083691490e-01,        -1.975231026917e-02,        +6.637248543658e-02,        +9.568053875565e-02,        +1.414213562373e-01,        +6.637248543658e-02,        +9.568053875565e-02,        +1.723721769085e-01,        -1.980918562730e-02
 1.28000000e+02,        +1.414213562373e-01,        +1.692631632605e-01,        -2.024285482528e-02,        +7.441693953790e-02,        +9.007536364156e-02,        +1.414213562373e-01,        +7.441693953790e-02,        +9.007536364156e-02,        +1.692235085309e-01,        -2.029882456135e-02
 1.30000000e+02,        +1.414213562373e-01,        +1.660560707810e-01,        -2.020224470387e-02,        +8.204751901753e-02,        +8.373140140933e-02,        +1.414213562373e-01,        +8.204751901753e-02,        +8.373140140933e-02,        +1.660136561382e-01,        -2.025631333042e-02
 1.32000000e+02,        +1.414213562373e-01,        +1.628784404216e-01,        -1.961961535345e-02,        +8.917947173412e-02,        +7.666495606327e-02,        +1.414213562373e-01,        +8.917947173412e-02,        +7.666495606327e-02,        +1.628342072368e-01,        -1.967092635251e-02
 1.34000000e+02,        +1.414213562373e-01,        +1.598249625270e-01,        -1.850052680824e-02,        +9.572447848742e-02,        +6.890606153188e-02,        +1.414213562373e-01,        +9.572447848742e-02,        +6.890606153188e-02,        +1.597800691982e-01,        -1.854841741102e-02
 1.36000000e+02,        +1.414213562373e-01,        +1.569904083964e-01,        -1.686825800146e-02,        +1.015936454048e-01,        +6.050014462013e-02,        +1.414213562373e-01,        +1.015936454048e-01,        +6.050014462013e-02,        +1.569461948440e-01,        -1.691231123532e-02
 1.38000000e+02,        +1.414213562373e-01,        +1.544658616753e-01,        -1.476433922810e-02,        +1.067010602791e-01,        +5.150891314729e-02,        +1.414213562373e-01,        +1.067010602791e-01,        +5.150891314729e-02,        +1.544238003087e-01,        -1.480442921601e-02
 1.40000000e+02,        +1.414213562373e-01,        +1.523346585616e-01,        -1.224812459948e-02,        +1.109676863214e-01,        +4.201027010472e-02,        +1.414213562373e-01,        +1.109676863214e-01,        +4.201027010472e-02,        +1.522962932727e-01,        -1.228445108339e-02
 1.42000000e+02,        +1.414213562373e-01,        +1.506683328184e-01,        -9.395280534722e-03,        +1.143252891552e-01,        +3.209713052185e-02,        +1.414213562373e-01,        +1.143252891552e-01,        +3.209713052185e-02,        +1.506352089066e-01,        -9.428389079974e-03
 1.44000000e+02,        +1.414213562373e-01,        +1.495229110085e-01,        -6.295173948531e-03,        +1.167200450907e-01,        +2.187512660415e-02,        +1.414213562373e-01,        +1.167200450907e-01,        +2.187512660415e-02,        +1.494965001043e-01,        -6.325959270292e-03
 1.46000000e+02,        +1.414213562373e-01,        +1.489359079818e-01,        -3.047270946414e-03,        +1.181154757492e-01,        +1.145931477275e-02,        +1.414213562373e-01,        +1.181154757492e-01,        +1.145931477275e-02,        +1.489175327967e-01,        -3.076962190062e-03
 1.48000000e+02,        +1.414213562373e-01,        +1.489243248375e-01,        +2.432174334617e-04,        +1.184944035621e-01,        +9.701245504658e-04,        +1.414213562373e-01,        +1.184944035621e-01,        +9.701245504658e-04,        +1.489150887871e-01,        +2.130890049398e-04
 1.50000000e+02,        +1.414213562373e-01,        +1.494838545614e-01,        +3.470105224111e-03,        +1.178597212993e-01,        -9.471109813451e-03,        +1.414213562373e-01,        +1.178597212993e-01,        -9.471109813451e-03,        +1.494845809193e-01,        +3.437754066737e-03
 1.52000000e+02,        +1.414213562373e-01,        +1.505893688942e-01,        +6.531024759058e-03,        +1.162339019744e-01,        -1.974663878097e-02,        +1.414213562373e-01,        +1.162339019744e-01,        -1.974663878097e-02,        +1.506005531770e-01,        +6.494470974508e-03
 1.54000000e+02,        +1.414213562373e-01,        +1.521966167243e-01,        +9.331851945601e-03,        +1.136573201860e-01,        -2.974641341987e-02,        +1.414213562373e-01,        +1.136573201860e-01,        -2.974641341987e-02,        +1.522183946405e-01,        +9.288988953982e-03
 1.56000000e+02,        +1.414213562373e-01,        +1.542449351480e-01,        +1.179042945134e-02,        +1.101855864581e-01,        -3.937149066355e-02,        +1.414213562373e-01,        +1.101855864581e-01,        -3.937149066355e-02,        +1.542770668778e-01,        +1.173909472904e-02
 1.58000000e+02,        +1.414213562373e-01,        +1.566606811433e-01,        +1.383935367788e-02,        +1.058861905966e-01,        -4.853649148069e-02,        +1.414213562373e-01,        +1.058861905966e-01,        -4.853649148069e-02,        +1.567025511989e-01,        +1.377739812515e-02
 1.60000000e+02,        +1.414213562373e-01,        +1.593610473139e-01,        +1.542771364060e-02,        +1.008347957657e-01,        -5.717099852681e-02,        +1.414213562373e-01,        +1.008347957657e-01,        -5.717099852681e-02,        +1.594116779785e-01,        +1.535306588096e-02
 1.62000000e+02,        +1.414213562373e-01,        +1.622579309384e-01,        +1.652179148850e-02,        +9.511152040043e-02,        -6.521990240710e-02,        +1.414213562373e-01,        +9.511152040043e-02,        -6.521990240710e-02,        +1.623160064322e-01,        +1.643251446780e-02
