        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J)
 1.00000000e+02,        +2.493658920838e-12,        +2.665105922253e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.492719599266e-12,        +2.664302906867e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.02000000e+02,        +2.464047762475e-12,        +2.598324887688e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.463014468066e-12,        +2.597514159487e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.04000000e+02,        +2.444481325471e-12,        +2.538387291515e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.443349591983e-12,        +2.537566468620e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.06000000e+02,        +2.434680280387e-12,        +2.486066532433e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.433443729898e-12,        +2.485233322638e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.08000000e+02,        +2.434312351465e-12,        +2.441964156152e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.432963245680e-12,        +2.441115950718e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.10000000e+02,        +2.443014641206e-12,        +2.406548987104e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.441544344114e-12,        +2.405682529583e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.12000000e+02,        +2.460404567374e-12,        +2.380187755336e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.458803941323e-12,        +2.379298878496e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.14000000e+02,        +2.486080736197e-12,        +2.363166428392e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.484340494860e-12,        +2.362249851940e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.16000000e+02,        +2.519614850671e-12,        +2.355701831450e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.517725892204e-12,        +2.354751014966e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.18000000e+02,        +2.560535512526e-12,        +2.357943247686e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.558489255126e-12,        +2.356950296259e-12,        +0.000000000000e+00,        +0.000000000000e+00
