        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J)
 1.00000000e+02,        +1.118609377775e-12,        +8.823045810699e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.115902779098e-12,        +8.798264964727e-13,        +0.000000000000e+00,        +0.000000000000e+00
 1.02000000e+02,        +1.108926860652e-12,        +8.933739504121e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.106133498558e-12,        +8.907844578034e-13,        +0.000000000000e+00,        +0.000000000000e+00
 1.04000000e+02,        +1.106527803335e-12,        +9.085566284337e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.103622067545e-12,        +9.058410919115e-13,        +0.000000000000e+00,        +0.000000000000e+00
 1.06000000e+02,        +1.111287971307e-12,        +9.275835904175e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.108243615425e-12,        +9.247281139711e-13,        +0.000000000000e+00,        +0.000000000000e+00
 1.08000000e+02,        +1.123050626542e-12,        +9.501464792862e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.119840996646e-12,        +9.471382288000e-13,        +0.000000000000e+00,        +0.000000000000e+00
 1.10000000e+02,        +1.141590078550e-12,        +9.758653388497e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.138188537813e-12,        +9.726930361404e-13,        +0.000000000000e+00,        +0.000000000000e+00
 1.12000000e+02,        +1.166562612289e-12,        +1.004251453409e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.162943226464e-12,        +1.000906067625e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.14000000e+02,        +1.197445945796e-12,        +1.034667580749e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.193584492334e-12,        +1.031143230301e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.16000000e+02,        +1.233471042250e-12,        +1.066290159235e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.229346389297e-12,        +1.062585212142e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.18000000e+02,        +1.273554441195e-12,        +1.098081174577e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.269150302626e-12,        +1.094199492422e-12,        +0.000000000000e+00,        +0.000000000000e+00
