        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A)
 1.00000000e+02,        +1.414213562373e-01,        +3.896506181297e-02,        -3.029725051275e-03,        +7.432218799013e-03,        +3.701782963704e-02,        +1.414213562373e-01,        +7.432218799013e-03,        +3.701782963704e-02,        +3.885972368428e-02,        -3.056476368931e-03
 1.02000000e+02,        +1.414213562373e-01,        +3.963218515831e-02,        -1.088704565767e-03,        +1.011189063007e-02,        +3.630868871013e-02,        +1.414213562373e-01,        +1.011189063007e-02,        +3.630868871013e-02,        +3.952027923815e-02,        -1.120848111151e-03
 1.04000000e+02,        +1.414213562373e-01,        +4.057060742530e-02,        +7.241345253726e-04,        +1.279591902796e-02,        +3.549355831459e-02,        +1.414213562373e-01,        +1.279591902796e-02,        +3.549355831459e-02,        +4.045087251896e-02,        +6.872031894576e-04
 1.06000000e+02,        +1.414213562373e-01,        +4.176895301771e-02,        +2.376048290235e-03,        +1.550096213634e-02,        +3.455043158851e-02,        +1.414213562373e-01,        +1.550096213634e-02,        +3.455043158851e-02,        +4.164012597990e-02,        +2.335113045562e-03
 1.08000000e+02,        +1.414213562373e-01,        +4.321336245074e-02,        +3.831427623396e-03,        +1.823776143035e-02,        +3.345071021539e-02,        +1.414213562373e-01,        +1.823776143035e-02,        +3.345071021540e-02,        +4.307419411375e-02,        +3.787479766288e-03
 1.10000000e+02,        +1.414213562373e-01,        +4.488552311293e-02,        +5.051394475569e-03,        +2.100942909499e-02,        +3.215973916362e-02,        +1.414213562373e-01,        +2.100942909499e-02,        +3.215973916362e-02,        +4.473480603656e-02,        +5.005663436037e-03
 1.12000000e+02,        +1.414213562373e-01,        +4.676029460298e-02,        +5.994050487234e-03,        +2.380936680658e-02,        +3.063777830443e-02,        +1.414213562373e-01,        +2.380936680658e-02,        +3.063777830443e-02,        +4.659690558495e-02,        +5.948034027211e-03
 1.14000000e+02,        +1.414213562373e-01,        +4.880304520615e-02,        +6.615631306391e-03,        +2.661890135398e-02,        +2.884170918047e-02,        +1.414213562373e-01,        +2.661890135398e-02,        +2.884170918047e-02,        +4.862600510795e-02,        +6.571120207312e-03
 1.16000000e+02,        +1.414213562373e-01,        +5.096695949654e-02,        +6.872853976317e-03,        +2.940487852833e-02,        +2.672780087441e-02,        +1.414213562373e-01,        +2.940487852833e-02,        +2.672780087441e-02,        +5.077551168645e-02,        +6.831944160540e-03
 1.18000000e+02,        +1.414213562373e-01,        +5.319078148599e-02,        +6.726707117379e-03,        +3.211766885303e-02,        +2.425581383247e-02,        +1.414213562373e-01,        +3.211766885303e-02,        +2.425581383247e-02,        +5.298448764118e-02,        +6.691790116521e-03
 1.20000000e+02,        +1.414213562373e-01,        +5.539769445544e-02,        +6.147766524383e-03,        +3.469027986184e-02,        +2.139454747737e-02,        +1.414213562373e-01,        +3.469027986184e-02,        +2.139454747737e-02,        +5.517654227873e-02,        +6.121487970609e-03
 1.22000000e+02,        +1.414213562373e-01,        +5.749622925879e-02,        +5.122769111938e-03,        +3.703946269366e-02,        +1.812858358702e-02,        +1.414213562373e-01,        +3.703946269366e-02,        +1.812858358702e-02,        +5.726074095760e-02,        +5.107945647975e-03
 1.24000000e+02,        +1.414213562373e-01,        +5.938410038363e-02,        +3.661639915919e-03,        +3.906970980218e-02,        +1.446543674902e-02,        +1.414213562373e-01,        +3.906970980218e-02,        +1.446543674902e-02,        +5.913542446536e-02,        +3.661128930379e-03
 1.26000000e+02,        +1.414213562373e-01,        +6.095552661727e-02,        +1.803541840741e-03,        +4.068069985852e-02,        +1.044169708608e-02,        +1.414213562373e-01,        +4.068069985852e-02,        +1.044169708608e-02,        +6.069549073358e-02,        +1.820066614475e-03
 1.28000000e+02,        +1.414213562373e-01,        +6.211179632740e-02,        -3.799431878072e-04,        +4.177795175130e-02,        +6.126288790983e-03,        +1.414213562373e-01,        +4.177795175130e-02,        +6.126288790983e-03,        +6.184289849436e-02,        -3.439985447533e-04
 1.30000000e+02,        +1.414213562373e-01,        +6.277368366472e-02,        -2.786336214225e-03,        +4.228529959313e-02,        +1.619023368128e-03,        +1.414213562373e-01,        +4.228529959313e-02,        +1.619023368129e-03,        +6.249900589384e-02,        -2.729135062176e-03
 1.32000000e+02,        +1.414213562373e-01,        +6.289320541355e-02,        -5.289473820689e-03,        +4.215668787822e-02,        -2.956529790190e-03,        +1.414213562373e-01,        +4.215668787822e-02,        -2.956529790190e-03,        +6.261624816827e-02,        -5.209903034001e-03
 1.34000000e+02,        +1.414213562373e-01,        +6.246172521377e-02,        -7.751833876943e-03,        +4.138430508905e-02,        -7.465273554584e-03,        +1.414213562373e-01,        +4.138430508905e-02,        -7.465273554584e-03,        +6.218617999168e-02,        -7.649612713909e-03
 1.36000000e+02,        +1.414213562373e-01,        +6.151202580055e-02,        -1.003966670168e-02,        +4.000068683750e-02,        -1.177560787514e-02,        +1.414213562373e-01,        +4.000068683750e-02,        -1.177560787514e-02,        +6.124151998704e-02,        -9.915365352914e-03
 1.38000000e+02,        +1.414213562373e-01,        +6.011362055824e-02,        -1.203754942246e-02,        +3.807406566907e-02,        -1.577387326612e-02,        +1.414213562373e-01,        +3.807406566907e-02,        -1.577387326612e-02,        +5.985147650753e-02,        -1.189251407080e-02
 1.40000000e+02,        +1.414213562373e-01,        +5.836258666154e-02,        -1.365914722212e-02,        +3.569824937723e-02,        -1.937500353415e-02,        +1.414213562373e-01,        +3.569824937723e-02,        -1.937500353415e-02,        +5.811163230199e-02,        -1.349534940701e-02
 1.42000000e+02,        +1.414213562373e-01,        +5.636865679409e-02,        -1.485229828084e-02,        +3.297975936080e-02,        -2.252750808629e-02,        +1.414213562373e-01,        +3.297975936080e-02,        -2.252750808629e-02,        +5.613111017150e-02,        -1.467214060630e-02
 1.44000000e+02,        +1.414213562373e-01,        +5.424262848847e-02,        -1.559835367380e-02,        +3.002528095312e-02,        -2.521271305238e-02,        +1.414213562373e-01,        +3.002528095312e-02,        -2.521271305238e-02,        +5.402006000668e-02,        -1.540446736272e-02
 1.46000000e+02,        +1.414213562373e-01,        +5.208641109520e-02,        -1.590717496902e-02,        +2.693174056595e-02,        -2.743965678098e-02,        +1.414213562373e-01,        +2.693174056595e-02,        -2.743965678098e-02,        +5.187977161973e-02,        -1.570223849468e-02
 1.48000000e+02,        +1.414213562373e-01,        +4.998677946207e-02,        -1.580984662631e-02,        +2.378007773629e-02,        -2.923768660936e-02,        +1.414213562373e-01,        +2.378007773629e-02,        -2.923768660936e-02,        +4.979647386192e-02,        -1.559644313630e-02
 1.50000000e+02,        +1.414213562373e-01,        +4.801274609637e-02,        -1.535102184438e-02,        +2.063262745273e-02,        -3.064866474685e-02,        +1.414213562373e-01,        +2.063262745273e-02,        -3.064866474685e-02,        +4.783873042352e-02,        -1.513154127671e-02
 1.52000000e+02,        +1.414213562373e-01,        +4.621574816575e-02,        -1.458222526422e-02,        +1.753331660554e-02,        -3.172009687162e-02,        +1.414213562373e-01,        +1.753331660554e-02,        -3.172009687162e-02,        +4.605763226036e-02,        -1.435880817292e-02
 1.54000000e+02,        +1.414213562373e-01,        +4.463161120496e-02,        -1.355675315112e-02,        +1.450964689849e-02,        -3.249981583925e-02,        +1.414213562373e-01,        +1.450964689849e-02,        -3.249981583925e-02,        +4.448875420880e-02,        -1.333126832192e-02
 1.56000000e+02,        +1.414213562373e-01,        +4.328335172602e-02,        -1.232627444460e-02,        +1.157553944336e-02,        -3.303231719157e-02,        +1.414213562373e-01,        +1.157553944336e-02,        -3.303231719157e-02,        +4.315494359336e-02,        -1.210032083022e-02
