        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J)
 1.68000000e+02,        +2.924078258691e-12,        +2.859534248770e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.923650402152e-12,        +2.859396363979e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.70000000e+02,        +2.922829070189e-12,        +2.857853051584e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.922365990023e-12,        +2.857741621941e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.72000000e+02,        +2.921712377497e-12,        +2.856110624654e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.921211396367e-12,        +2.856028434077e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.74000000e+02,        +2.920711018259e-12,        +2.854323384054e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.920170336981e-12,        +2.854272435387e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.76000000e+02,        +2.919805825747e-12,        +2.852508562064e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.919224558964e-12,        +2.852490043889e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.78000000e+02,        +2.918976146701e-12,        +2.850683751104e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.918354338728e-12,        +2.850698022054e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.80000000e+02,        +2.918200381824e-12,        +2.848866451198e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.917539002196e-12,        +2.848913042094e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.82000000e+02,        +2.917456535722e-12,        +2.847073631788e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.916757454379e-12,        +2.847151265535e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.84000000e+02,        +2.916722763123e-12,        +2.845321318120e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.915988705594e-12,        +2.845427946955e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.86000000e+02,        +2.915977898557e-12,        +2.843624211642e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.915212381927e-12,        +2.843757070915e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.88000000e+02,        +2.915201957318e-12,        +2.841995352829e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.914409208163e-12,        +2.842151030149e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.90000000e+02,        +2.914376596377e-12,        +2.840445833657e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.913561452271e-12,        +2.840620351921e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.92000000e+02,        +2.913485525086e-12,        +2.838984565657e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.912653321623e-12,        +2.839173478139e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.94000000e+02,        +2.912514856804e-12,        +2.837618107988e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.911671302442e-12,        +2.837816603408e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.96000000e+02,        +2.911453394143e-12,        +2.836350558458e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.910604435461e-12,        +2.836553573736e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.98000000e+02,        +2.910292842186e-12,        +2.835183508836e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.909444522393e-12,        +2.835385847044e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.00000000e+02,        +2.909027945824e-12,        +2.834116064183e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.908186259558e-12,        +2.834312515101e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.02000000e+02,        +2.907656549241e-12,        +2.833144924379e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.906827296831e-12,        +2.833330384993e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.04000000e+02,        +2.906179577441e-12,        +2.832264524500e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.905368221873e-12,        +2.832434116792e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.06000000e+02,        +2.904600941622e-12,        +2.831467229272e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.903812471458e-12,        +2.831616412712e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.08000000e+02,        +2.902927372000e-12,        +2.830743575589e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.902166173424e-12,        +2.830868251869e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.10000000e+02,        +2.901168183393e-12,        +2.830082555940e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.900437924441e-12,        +2.830179163668e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.12000000e+02,        +2.899334980481e-12,        +2.829471934687e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.898638510263e-12,        +2.829537532016e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.14000000e+02,        +2.897441310986e-12,        +2.828898588456e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.896780576463e-12,        +2.828930921883e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.16000000e+02,        +2.895502276237e-12,        +2.828348861421e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.894878258752e-12,        +2.828346419350e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.18000000e+02,        +2.893534109471e-12,        +2.827808926075e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.892946782811e-12,        +2.827770976054e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.20000000e+02,        +2.891553732899e-12,        +2.827265140104e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.891002044205e-12,        +2.827191749063e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.22000000e+02,        +2.889578304931e-12,        +2.826704390295e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.889060179274e-12,        +2.826596427449e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.24000000e+02,        +2.887624769078e-12,        +2.826114414893e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.887137137914e-12,        +2.825973537390e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.26000000e+02,        +2.885709415811e-12,        +2.825484096620e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.885248269021e-12,        +2.825312718356e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.28000000e+02,        +2.883847468240e-12,        +2.824803719464e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.883407928820e-12,        +2.824604963830e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.30000000e+02,        +2.882052701706e-12,        +2.824065183479e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.881629121639e-12,        +2.823842821114e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.32000000e+02,        +2.880337106442e-12,        +2.823262173065e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.879923181722e-12,        +2.823020545942e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.34000000e+02,        +2.878710601233e-12,        +2.822390275517e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.878299503525e-12,        +2.822134208932e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.36000000e+02,        +2.877180804661e-12,        +2.821447048037e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.876765326659e-12,        +2.821181752215e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.38000000e+02,        +2.875752868996e-12,        +2.820432032771e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.875325580167e-12,        +2.820162995961e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.40000000e+02,        +2.874429380140e-12,        +2.819346720827e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.873982789326e-12,        +2.819079595820e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.42000000e+02,        +2.873210325348e-12,        +2.818194467513e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.872737046511e-12,        +2.817934953603e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.44000000e+02,        +2.872093128728e-12,        +2.816980362260e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.871586046085e-12,        +2.816734084649e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.46000000e+02,        +2.871072752783e-12,        +2.815711057738e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.870525181642e-12,        +2.815483446456e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.48000000e+02,        +2.870141862634e-12,        +2.814394563646e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.869547702366e-12,        +2.814190733996e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.50000000e+02,        +2.869291047987e-12,        +2.813040011357e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.868644923823e-12,        +2.812864647937e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.52000000e+02,        +2.868509096513e-12,        +2.811657396192e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.867806487140e-12,        +2.811514642523e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.54000000e+02,        +2.867783311027e-12,        +2.810257304473e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.867020659334e-12,        +2.810150660265e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.56000000e+02,        +2.867099861848e-12,        +2.808850632645e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.866274666548e-12,        +2.808782860749e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.58000000e+02,        +2.866444164834e-12,        +2.807448305792e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.865555051147e-12,        +2.807421350856e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.60000000e+02,        +2.865801275072e-12,        +2.806061002610e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.864848043048e-12,        +2.806075923457e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.62000000e+02,        +2.865156285773e-12,        +2.804698893567e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.864139935342e-12,        +2.804755811232e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.64000000e+02,        +2.864494721942e-12,        +2.803371398409e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.863417454183e-12,        +2.803469461692e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.66000000e+02,        +2.863802918482e-12,        +2.802086968509e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.862668113091e-12,        +2.802224338694e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.68000000e+02,        +2.863068372887e-12,        +2.800852898731e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.861880542272e-12,        +2.801026754909e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.70000000e+02,        +2.862280063325e-12,        +2.799675172590e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.861044784227e-12,        +2.799881738651e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.72000000e+02,        +2.861428723821e-12,        +2.798558343484e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.860152547839e-12,        +2.798792937448e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.74000000e+02,        +2.860507069356e-12,        +2.797505453769e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.859197414214e-12,        +2.797762559556e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.76000000e+02,        +2.859509964986e-12,        +2.796517992344e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.858174988878e-12,        +2.796791353535e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.78000000e+02,        +2.858434534499e-12,        +2.795595890387e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.857082996312e-12,        +2.795878624840e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.80000000e+02,        +2.857280205696e-12,        +2.794737553834e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.855921314335e-12,        +2.795022287342e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.82000000e+02,        +2.856048690955e-12,        +2.793939930203e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.854691947430e-12,        +2.794218946728e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.84000000e+02,        +2.854743903395e-12,        +2.793198606506e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.853398939652e-12,        +2.793464011875e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.86000000e+02,        +2.853371810572e-12,        +2.792507934128e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.852048229324e-12,        +2.792751829593e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.88000000e+02,        +2.851940229200e-12,        +2.791861175966e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.850647449173e-12,        +2.792075837629e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.90000000e+02,        +2.850458565865e-12,        +2.791250670507e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.849205676906e-12,        +2.791428730460e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.92000000e+02,        +2.848937510022e-12,        +2.790668007229e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.847733142445e-12,        +2.790802632274e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.94000000e+02,        +2.847388686758e-12,        +2.790104207458e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.846240899066e-12,        +2.790189271603e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.96000000e+02,        +2.845824277769e-12,        +2.789549904820e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.844740466535e-12,        +2.789580152294e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.98000000e+02,        +2.844256619796e-12,        +2.788995519582e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.843243455038e-12,        +2.788966715947e-12,        +0.000000000000e+00,        +0.000000000000e+00
 3.00000000e+02,        +2.842697790325e-12,        +2.788431421513e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.841761179140e-12,        +2.788340491542e-12,        +0.000000000000e+00,        +0.000000000000e+00
