        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V)
 1.00000000e+02,        +7.071067811865e+00,        +7.224711002445e+00,        -2.246399896467e-02,        -3.902014046071e+00,        +5.212376320150e+00,        +7.071067811865e+00,        -3.902014046071e+00,        +5.212376320150e+00,        +7.219341623053e+00,        -1.623466761884e-02
 1.02000000e+02,        +7.071067811865e+00,        +7.227541632233e+00,        -3.633314119489e-02,        -3.465409539713e+00,        +5.507065530585e+00,        +7.071067811865e+00,        -3.465409539713e+00,        +5.507065530585e+00,        +7.222638713251e+00,        -2.964304435073e-02
 1.04000000e+02,        +7.071067811865e+00,        +7.228025564080e+00,        -5.044976992691e-02,        -3.006720695951e+00,        +5.765372807753e+00,        +7.071067811865e+00,        -3.006720695951e+00,        +5.765372807753e+00,        +7.223639342130e+00,        -4.335292124493e-02
 1.06000000e+02,        +7.071067811865e+00,        +7.226171080138e+00,        -6.444294915574e-02,        -2.528958407733e+00,        +5.985653136675e+00,        +7.071067811865e+00,        -2.528958407733e+00,        +5.985653136675e+00,        +7.222344965360e+00,        -5.700015571243e-02
 1.08000000e+02,        +7.071067811865e+00,        +7.222043599233e+00,        -7.794958006127e-02,        -2.035256567485e+00,        +6.166508130888e+00,        +7.071067811865e+00,        -2.035256567485e+00,        +6.166508130888e+00,        +7.218813169843e+00,        -7.022754209749e-02
 1.10000000e+02,        +7.071067811865e+00,        +7.215763589801e+00,        -9.062310219810e-02,        -1.528852197154e+00,        +6.306795585559e+00,        +7.071067811865e+00,        -1.528852197154e+00,        +6.306795585559e+00,        +7.213155710039e+00,        -8.269336030798e-02
 1.12000000e+02,        +7.071067811865e+00,        +7.207503161807e+00,        -1.021417580114e-01,        -1.013064735896e+00,        +6.405637474441e+00,        +7.071067811865e+00,        -1.013064735896e+00,        +6.405637474441e+00,        +7.205535246576e+00,        -9.407950476196e-02
 1.14000000e+02,        +7.071067811865e+00,        +7.197481419672e+00,        -1.122162190209e-01,        -4.912746013402e-01,        +6.462426293621e+00,        +7.071067811865e+00,        -4.912746013402e-01,        +6.462426293621e+00,        +7.196160866905e+00,        -1.040989956368e-01
 1.16000000e+02,        +7.071067811865e+00,        +7.185958689525e+00,        -1.205963865257e-01,        +3.309884418793e-02,        +6.476829662945e+00,        +7.071067811865e+00,        +3.309884418793e-02,        +6.476829662945e+00,        +7.185282498409e+00,        -1.125026886112e-01
 1.18000000e+02,        +7.071067811865e+00,        +7.173229762874e+00,        -1.270771991706e-01,        +5.566197761715e-01,        +6.448793107020e+00,        +7.071067811865e+00,        +5.566197761715e-01,        +6.448793107020e+00,        +7.173184352646e+00,        -1.190850183741e-01
 1.20000000e+02,        +7.071067811865e+00,        +7.159616324291e+00,        -1.315033037813e-01,        +1.075858679012e+00,        +6.378540951651e+00,        +7.071067811865e+00,        +1.075858679012e+00,        +6.378540951651e+00,        +7.160177564386e+00,        -1.236886347447e-01
 1.22000000e+02,        +7.071067811865e+00,        +7.145458752166e+00,        -1.337724739744e-01,        +1.587415233683e+00,        +6.266575288458e+00,        +7.071067811865e+00,        +1.587415233683e+00,        +6.266575288458e+00,        +7.146592210154e+00,        -1.262078177585e-01
 1.24000000e+02,        +7.071067811865e+00,        +7.131107498257e+00,        -1.338376924753e-01,        +2.087941140310e+00,        +6.113672979644e+00,        +7.071067811865e+00,        +2.087941140310e+00,        +6.113672979644e+00,        +7.132768907338e+00,        -1.265905888481e-01
 1.26000000e+02,        +7.071067811865e+00,        +7.116914263205e+00,        -1.317078470282e-01,        +2.574162687508e+00,        +5.920880696224e+00,        +7.071067811865e+00,        +2.574162687508e+00,        +5.920880696224e+00,        +7.119050206144e+00,        -1.248394684824e-01
 1.28000000e+02,        +7.071067811865e+00,        +7.103223190863e+00,        -1.274470253311e-01,        +3.042902877066e+00,        +5.689508005677e+00,        +7.071067811865e+00,        +3.042902877066e+00,        +5.689508005677e+00,        +7.105771992234e+00,        -1.210108654176e-01
 1.30000000e+02,        +7.071067811865e+00,        +7.090362304075e+00,        -1.211724305813e-01,        +3.491102913039e+00,        +5.421118548421e+00,        +7.071067811865e+00,        +3.491102913039e+00,        +5.421118548421e+00,        +7.093255117707e+00,        -1.152131180892e-01
 1.32000000e+02,        +7.071067811865e+00,        +7.078635398309e+00,        -1.130509749506e-01,        +3.915842868501e+00,        +5.117519365894e+00,        +7.071067811865e+00,        +3.915842868501e+00,        +5.117519365894e+00,        +7.081797471968e+00,        -1.076032436255e-01
 1.34000000e+02,        +7.071067811865e+00,        +7.068314597478e+00,        -1.032946425830e-01,        +4.314361351159e+00,        +4.780748465681e+00,        +7.071067811865e+00,        +4.314361351159e+00,        +4.780748465681e+00,        +7.071666692214e+00,        -9.838248347609e-02
 1.36000000e+02,        +7.071067811865e+00,        +7.059633758632e+00,        -9.215474553227e-02,        +4.684074000503e+00,        +4.413060730315e+00,        +7.071067811865e+00,        +4.684074000503e+00,        +4.413060730315e+00,        +7.063093696072e+00,        -8.779076575229e-02
 1.38000000e+02,        +7.071067811865e+00,        +7.052782889620e+00,        -7.991522450907e-02,        +5.022590663780e+00,        +4.016912295407e+00,        +7.071067811865e+00,        +5.022590663780e+00,        +4.016912295407e+00,        +7.056267196710e+00,        -7.610023216835e-02
