        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A)
 1.00000000e+02,        +1.414213562373e-01,        +9.380822792968e-02,        -1.799796503476e-02,        -3.666617152666e-02,        +1.043276050654e-01,        +1.414213562373e-01,        -3.666617152666e-02,        +1.043276050654e-01,        +9.377339695424e-02,        -1.793843120677e-02
 1.02000000e+02,        +1.414213562373e-01,        +9.154535809639e-02,        -1.514297231998e-02,        -2.794044551719e-02,        +1.063373501842e-01,        +1.414213562373e-01,        -2.794044551719e-02,        +1.063373501842e-01,        +9.151610828213e-02,        -1.508468828365e-02
 1.04000000e+02,        +1.414213562373e-01,        +8.978772346647e-02,        -1.199602642670e-02,        -1.922032172914e-02,        +1.077062177750e-01,        +1.414213562373e-01,        -1.922032172914e-02,        +1.077062177750e-01,        +8.976337693168e-02,        -1.193949450920e-02
 1.06000000e+02,        +1.414213562373e-01,        +8.856405638828e-02,        -8.640232470054e-03,        -1.052787453230e-02,        +1.084644305826e-01,        +1.414213562373e-01,        -1.052787453230e-02,        +1.084644305826e-01,        +8.854398329299e-02,        -8.585816673009e-03
 1.08000000e+02,        +1.414213562373e-01,        +8.789177441373e-02,        -5.158814975418e-03,        -1.878154362801e-03,        +1.086354946403e-01,        +1.414213562373e-01,        -1.878154362801e-03,        +1.086354946403e-01,        +8.787540004790e-02,        -5.106771206780e-03
 1.10000000e+02,        +1.414213562373e-01,        +8.777791146111e-02,        -1.634414817769e-03,        +6.718321898999e-03,        +1.082352353023e-01,        +1.414213562373e-01,        +6.718321898999e-03,        +1.082352353023e-01,        +8.776471749598e-02,        -1.584916522803e-03
 1.12000000e+02,        +1.414213562373e-01,        +8.821976625958e-02,        +1.851323992021e-03,        +1.525308275951e-02,        +1.072713504095e-01,        +1.414213562373e-01,        +1.525308275951e-02,        +1.072713504095e-01,        +8.820928796820e-02,        +1.898164955910e-03
 1.14000000e+02,        +1.414213562373e-01,        +8.920522346962e-02,        +5.218028303115e-03,        +2.371725793310e-02,        +1.057434304978e-01,        +1.414213562373e-01,        +2.371725793310e-02,        +1.057434304978e-01,        +8.919704441714e-02,        +5.262145381181e-03
 1.16000000e+02,        +1.414213562373e-01,        +9.071274361558e-02,        +8.386878473266e-03,        +3.209920437249e-02,        +1.036434197981e-01,        +1.414213562373e-01,        +3.209920437249e-02,        +1.036434197981e-01,        +9.070648903081e-02,        +8.428238349638e-03
 1.18000000e+02,        +1.414213562373e-01,        +9.271105533020e-02,        +1.128104085688e-02,        +4.038222855245e-02,        +1.009565166840e-01,        +1.414213562373e-01,        +4.038222855245e-02,        +1.009565166840e-01,        +9.270638511623e-02,        +1.131963512721e-02
