        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J)
 1.00000000e+02,        +2.849685920265e-12,        +2.504248603646e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.848661092627e-12,        +2.503923158624e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.02000000e+02,        +2.803124542836e-12,        +2.494676024302e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.802092532485e-12,        +2.494389712239e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.04000000e+02,        +2.760569702211e-12,        +2.490570240744e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.759544559162e-12,        +2.490316339472e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.06000000e+02,        +2.722860379588e-12,        +2.491799986778e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.721853316364e-12,        +2.491573073980e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.08000000e+02,        +2.690682879913e-12,        +2.498156616706e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.689702745037e-12,        +2.497952445383e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.10000000e+02,        +2.664579858347e-12,        +2.509363269969e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.663633551835e-12,        +2.509178642850e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.12000000e+02,        +2.644958281468e-12,        +2.525080203272e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.644051109165e-12,        +2.524912849983e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.14000000e+02,        +2.632094824122e-12,        +2.544906619568e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.631230791886e-12,        +2.544755078304e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.16000000e+02,        +2.626137766459e-12,        +2.568379591599e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.625319817789e-12,        +2.568243095417e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.18000000e+02,        +2.627104980896e-12,        +2.594970915262e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.626335183084e-12,        +2.594849281929e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.20000000e+02,        +2.634878113587e-12,        +2.624082962144e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.634157798238e-12,        +2.623976485691e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.22000000e+02,        +2.649193602352e-12,        +2.655044843260e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.648523466387e-12,        +2.654954184996e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.24000000e+02,        +2.669631755998e-12,        +2.687110438743e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.669011929415e-12,        +2.687036515445e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.26000000e+02,        +2.695605748568e-12,        +2.719460056256e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.695035835273e-12,        +2.719403923664e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.28000000e+02,        +2.726353017412e-12,        +2.751207591200e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.725832115581e-12,        +2.751170321734e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.30000000e+02,        +2.760932107167e-12,        +2.781414985229e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.760458815802e-12,        +2.781397540141e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.32000000e+02,        +2.798228329488e-12,        +2.809115413714e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.797800748015e-12,        +2.809118511511e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.34000000e+02,        +2.836971525676e-12,        +2.833345887569e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.836587253517e-12,        +2.833369872514e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.36000000e+02,        +2.875768537219e-12,        +2.853188792921e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.875424679985e-12,        +2.853233509369e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.38000000e+02,        +2.913151579607e-12,        +2.867820374991e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.912844767832e-12,        +2.867885055028e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.40000000e+02,        +2.947641592898e-12,        +2.876562498155e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.947368017745e-12,        +2.876645670967e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.42000000e+02,        +2.977823038882e-12,        +2.878932517982e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.977578507168e-12,        +2.879031949241e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.44000000e+02,        +3.002423994996e-12,        +2.874685201826e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.002204003147e-12,        +2.874797869854e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.46000000e+02,        +3.020393389259e-12,        +2.863840717483e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.020193212926e-12,        +2.863962830059e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.48000000e+02,        +3.030966454158e-12,        +2.846693976990e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.030781247523e-12,        +2.846821028677e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.50000000e+02,        +3.033710348524e-12,        +2.823802972522e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.033535245451e-12,        +2.823929838046e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.52000000e+02,        +3.028544388813e-12,        +2.795956738904e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.028374597230e-12,        +2.796077794109e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.54000000e+02,        +3.015732961575e-12,        +2.764126558591e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.015563843046e-12,        +2.764235817739e-12,        +0.000000000000e+00,        +0.000000000000e+00
