        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V)
 1.00000000e+02,        +7.071067811865e+00,        +4.690411396484e+00,        -8.998982517381e-01,        -1.833308576333e+00,        +5.216380253268e+00,        +7.071067811865e+00,        -1.833308576333e+00,        +5.216380253268e+00,        +4.688669847712e+00,        -8.969215603385e-01
 1.02000000e+02,        +7.071067811865e+00,        +4.577267904820e+00,        -7.571486159991e-01,        -1.397022275859e+00,        +5.316867509209e+00,        +7.071067811865e+00,        -1.397022275859e+00,        +5.316867509209e+00,        +4.575805414106e+00,        -7.542344141826e-01
 1.04000000e+02,        +7.071067811865e+00,        +4.489386173324e+00,        -5.998013213350e-01,        -9.610160864572e-01,        +5.385310888748e+00,        +7.071067811865e+00,        -9.610160864572e-01,        +5.385310888748e+00,        +4.488168846584e+00,        -5.969747254600e-01
 1.06000000e+02,        +7.071067811865e+00,        +4.428202819414e+00,        -4.320116235027e-01,        -5.263937266152e-01,        +5.423221529128e+00,        +7.071067811865e+00,        -5.263937266152e-01,        +5.423221529128e+00,        +4.427199164650e+00,        -4.292908336505e-01
 1.08000000e+02,        +7.071067811865e+00,        +4.394588720687e+00,        -2.579407487709e-01,        -9.390771814007e-02,        +5.431774732015e+00,        +7.071067811865e+00,        -9.390771814007e-02,        +5.431774732015e+00,        +4.393770002395e+00,        -2.553385603390e-01
 1.10000000e+02,        +7.071067811865e+00,        +4.388895573055e+00,        -8.172074088845e-02,        +3.359160949500e-01,        +5.411761765114e+00,        +7.071067811865e+00,        +3.359160949500e-01,        +5.411761765114e+00,        +4.388235874799e+00,        -7.924582614014e-02
 1.12000000e+02,        +7.071067811865e+00,        +4.410988312979e+00,        +9.256619960105e-02,        +7.626541379755e-01,        +5.363567520475e+00,        +7.071067811865e+00,        +7.626541379755e-01,        +5.363567520475e+00,        +4.410464398410e+00,        +9.490824779551e-02
 1.14000000e+02,        +7.071067811865e+00,        +4.460261173481e+00,        +2.609014151558e-01,        +1.185862896655e+00,        +5.287171524888e+00,        +7.071067811865e+00,        +1.185862896655e+00,        +5.287171524888e+00,        +4.459852220857e+00,        +2.631072690590e-01
 1.16000000e+02,        +7.071067811865e+00,        +4.535637180779e+00,        +4.193439236633e-01,        +1.604960218625e+00,        +5.182170989907e+00,        +7.071067811865e+00,        +1.604960218625e+00,        +5.182170989907e+00,        +4.535324451540e+00,        +4.214119174819e-01
 1.18000000e+02,        +7.071067811865e+00,        +4.635552766510e+00,        +5.640520428440e-01,        +2.019111427623e+00,        +5.047825834198e+00,        +7.071067811865e+00,        +2.019111427623e+00,        +5.047825834198e+00,        +4.635319255811e+00,        +5.659817563607e-01
 1.20000000e+02,        +7.071067811865e+00,        +4.757931014620e+00,        +6.913190440902e-01,        +2.427122264296e+00,        +4.883126653472e+00,        +7.071067811865e+00,        +2.427122264296e+00,        +4.883126653472e+00,        +4.757761121105e+00,        +6.931110457259e-01
 1.22000000e+02,        +7.071067811865e+00,        +4.900148990252e+00,        +7.976285613558e-01,        +2.827342011451e+00,        +4.686887205206e+00,        +7.071067811865e+00,        +2.827342011451e+00,        +4.686887205206e+00,        +4.900028233688e+00,        +7.992842815922e-01
 1.24000000e+02,        +7.071067811865e+00,        +5.059006634059e+00,        +8.797341874048e-01,        +3.217581989488e+00,        +4.457862862164e+00,        +7.071067811865e+00,        +3.217581989488e+00,        +4.457862862164e+00,        +5.058921442212e+00,        +8.812558924082e-01
 1.26000000e+02,        +7.071067811865e+00,        +5.230706740843e+00,        +9.347656722291e-01,        +3.595056675098e+00,        +4.194895416314e+00,        +7.071067811865e+00,        +3.595056675098e+00,        +4.194895416314e+00,        +5.230644320545e+00,        +9.361565065143e-01
 1.28000000e+02,        +7.071067811865e+00,        +5.410857295115e+00,        +9.603611660589e-01,        +3.956356621086e+00,        +3.897082370424e+00,        +7.071067811865e+00,        +3.956356621086e+00,        +3.897082370424e+00,        +5.410805596122e+00,        +9.616252319865e-01
 1.30000000e+02,        +7.071067811865e+00,        +5.594508435530e+00,        +9.548208990277e-01,        +4.297463594909e+00,        +3.563965346396e+00,        +7.071067811865e+00,        +4.297463594909e+00,        +3.563965346396e+00,        +5.594456208895e+00,        +9.559633400945e-01
 1.32000000e+02,        +7.071067811865e+00,        +5.776235930496e+00,        +9.172726704744e-01,        +4.613818227646e+00,        +3.195727611604e+00,        +7.071067811865e+00,        +4.613818227646e+00,        +3.195727611604e+00,        +5.776172875312e+00,        +9.182997253294e-01
