        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A)
 1.00000000e+02,        +1.414213562373e-01,        +1.087348342432e-01,        -1.520024838632e-02,        -4.452326935485e-02,        +1.083915700768e-01,        +1.414213562373e-01,        -4.452326935485e-02,        +1.083915700768e-01,        +1.087103386475e-01,        -1.522310451900e-02
 1.02000000e+02,        +1.414213562373e-01,        +1.067334744085e-01,        -1.324768965538e-02,        -3.524552278034e-02,        +1.113005027929e-01,        +1.414213562373e-01,        -3.524552278034e-02,        +1.113005027929e-01,        +1.067117720308e-01,        -1.328371619965e-02
 1.04000000e+02,        +1.414213562373e-01,        +1.050911651156e-01,        -1.100721803404e-02,        -2.585076645840e-02,        +1.134553957981e-01,        +1.414213562373e-01,        -2.585076645840e-02,        +1.134553957981e-01,        +1.050699634565e-01,        -1.105735405269e-02
 1.06000000e+02,        +1.414213562373e-01,        +1.038451704978e-01,        -8.542928904024e-03,        -1.638862074498e-02,        +1.148690679613e-01,        +1.414213562373e-01,        -1.638862074498e-02,        +1.148690679613e-01,        +1.038220724989e-01,        -8.607756443534e-03
 1.08000000e+02,        +1.414213562373e-01,        +1.030221628714e-01,        -5.922392628595e-03,        -6.903474505248e-03,        +1.155541269059e-01,        +1.414213562373e-01,        -6.903474505248e-03,        +1.155541269059e-01,        +1.029947080842e-01,        -6.002138331903e-03
 1.10000000e+02,        +1.414213562373e-01,        +1.026383088217e-01,        -3.215215057566e-03,        +2.564304951303e-03,        +1.155218533810e-01,        +1.414213562373e-01,        +2.564304951303e-03,        +1.155218533810e-01,        +1.026040117393e-01,        -3.309752551633e-03
 1.12000000e+02,        +1.414213562373e-01,        +1.026994363641e-01,        -4.917578645622e-04,        +1.197700028750e-02,        +1.147814674345e-01,        +1.414213562373e-01,        +1.197700028750e-02,        +1.147814674345e-01,        +1.026558231989e-01,        -6.006104046312e-04
 1.14000000e+02,        +1.414213562373e-01,        +1.032012319192e-01,        +2.178024857045e-03,        +2.129809311157e-02,        +1.133397803275e-01,        +1.414213562373e-01,        +2.129809311157e-02,        +1.133397803275e-01,        +1.031458771200e-01,        +2.055681534250e-03
 1.16000000e+02,        +1.414213562373e-01,        +1.041294395994e-01,        +4.725687050287e-03,        +3.049080813361e-02,        +1.112012268888e-01,        +1.414213562373e-01,        +3.049080813361e-02,        +1.112012268888e-01,        +1.040600033031e-01,        +4.591021264880e-03
 1.18000000e+02,        +1.414213562373e-01,        +1.054600594250e-01,        +7.085383899496e-03,        +3.951672217340e-02,        +1.083682667845e-01,        +1.414213562373e-01,        +3.951672217340e-02,        +1.083682667845e-01,        +1.053743268407e-01,        +6.939903147472e-03
 1.20000000e+02,        +1.414213562373e-01,        +1.071595642660e-01,        +9.195009033834e-03,        +4.833450585724e-02,        +1.048421376974e-01,        +1.414213562373e-01,        +4.833450585724e-02,        +1.048421376974e-01,        +1.070554876914e-01,        +9.040552514594e-03
 1.22000000e+02,        +1.414213562373e-01,        +1.091851763971e-01,        +1.099741605117e-02,        +5.689886670306e-02,        +1.006239364672e-01,        +1.414213562373e-01,        +5.689886670306e-02,        +1.006239364672e-01,        +1.090609201774e-01,        +1.083614313726e-02
 1.24000000e+02,        +1.414213562373e-01,        +1.114852622756e-01,        +1.244174751321e-02,        +6.515976454017e-02,        +9.571599401285e-02,        +1.414213562373e-01,        +6.515976454017e-02,        +9.571599401285e-02,        +1.113392505310e-01,        +1.227612049304e-02
 1.26000000e+02,        +1.414213562373e-01,        +1.139999169100e-01,        +1.348487148209e-02,        +7.306197177246e-02,        +9.012349509512e-02,        +1.414213562373e-01,        +7.306197177246e-02,        +9.012349509512e-02,        +1.138308832944e-01,        +1.331763082500e-02
 1.28000000e+02,        +1.414213562373e-01,        +1.166618149728e-01,        +1.409289742938e-02,        +8.054504919610e-02,        +8.385627433803e-02,        +1.414213562373e-01,        +8.054504919610e-02,        +8.385627433803e-02,        +1.164688531005e-01,        +1.392702789675e-02
 1.30000000e+02,        +1.414213562373e-01,        +1.193974023581e-01,        +1.424271149626e-02,        +8.754379993518e-02,        +7.693069626686e-02,        +1.414213562373e-01,        +8.754379993518e-02,        +7.693069626686e-02,        +1.191800148921e-01,        +1.408139768882e-02
