        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J)
 1.00000000e+02,        +2.680247928980e-12,        +2.735792382933e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.683125175294e-12,        +2.736152933607e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.02000000e+02,        +2.670785533328e-12,        +2.695507370570e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.673883742887e-12,        +2.695891828768e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.04000000e+02,        +2.667605916070e-12,        +2.659020560774e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.670927036382e-12,        +2.659445022757e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.06000000e+02,        +2.670484854083e-12,        +2.627018206279e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.674026154547e-12,        +2.627497420971e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.08000000e+02,        +2.679128338341e-12,        +2.600066335900e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.682882949105e-12,        +2.600613558412e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.10000000e+02,        +2.693179973479e-12,        +2.578617496774e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.697137368431e-12,        +2.579244461296e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.12000000e+02,        +2.712224417048e-12,        +2.563015886117e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.716370841780e-12,        +2.563732887143e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.14000000e+02,        +2.735787373638e-12,        +2.553499926674e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.740106226494e-12,        +2.554315989737e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.16000000e+02,        +2.763332864197e-12,        +2.550201722038e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.767805043705e-12,        +2.551124837981e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.18000000e+02,        +2.794258688148e-12,        +2.553143195577e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.798862923496e-12,        +2.554180586306e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.20000000e+02,        +2.827891205918e-12,        +2.562229095581e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.832604388889e-12,        +2.563387475109e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.22000000e+02,        +2.863480797533e-12,        +2.577237464925e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.868278334689e-12,        +2.578523258033e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.24000000e+02,        +2.900199584072e-12,        +2.597808641438e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.905055786885e-12,        +2.599228124100e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.26000000e+02,        +2.937143193817e-12,        +2.623434370545e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.942031721788e-12,        +2.624993701856e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.28000000e+02,        +2.973338448451e-12,        +2.653449138916e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.978232815809e-12,        +2.655154263687e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.30000000e+02,        +3.007758748261e-12,        +2.687026301027e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.012632898346e-12,        +2.688882715094e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.32000000e+02,        +3.039348550183e-12,        +2.723181851023e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.044177492936e-12,        +2.725194236973e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.34000000e+02,        +3.067057574394e-12,        +2.760788639164e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.071818071801e-12,        +2.762960397133e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.36000000e+02,        +3.089884211805e-12,        +2.798603290904e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.094555484377e-12,        +2.800936005728e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.38000000e+02,        +3.106926099050e-12,        +2.835306950538e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.111490514905e-12,        +2.837799850293e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.40000000e+02,        +3.117434170547e-12,        +2.869559244614e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.121877869367e-12,        +2.872208714169e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.42000000e+02,        +3.120865009362e-12,        +2.900062715838e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.125178408831e-12,        +2.902861930025e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.44000000e+02,        +3.116925399629e-12,        +2.925632775795e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.121103533945e-12,        +2.928571508765e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.46000000e+02,        +3.105603005034e-12,        +2.945266462417e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.109645654839e-12,        +2.948331112746e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.48000000e+02,        +3.087178267447e-12,        +2.958202476975e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.091089857718e-12,        +2.961376323984e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.50000000e+02,        +3.062214863245e-12,        +2.963965468790e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.066004128038e-12,        +2.967229148024e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.52000000e+02,        +3.031528983666e-12,        +2.962389376603e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.035208420509e-12,        +2.965721536261e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.54000000e+02,        +2.996140700735e-12,        +2.953617497142e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.999725858601e-12,        +2.956995577061e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.56000000e+02,        +2.957213075428e-12,        +2.938080214236e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.960721734872e-12,        +2.941481278285e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.58000000e+02,        +2.915985956980e-12,        +2.916454263835e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.919437266942e-12,        +2.919855816378e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.60000000e+02,        +2.873711421884e-12,        +2.889609434105e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.877125054633e-12,        +2.892990160535e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.62000000e+02,        +2.831596660887e-12,        +2.858549399818e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.834992036217e-12,        +2.861889787102e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.64000000e+02,        +2.790758245766e-12,        +2.824353001106e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.794153860692e-12,        +2.827635813161e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.66000000e+02,        +2.752189591697e-12,        +2.788121001033e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.755602475641e-12,        +2.791331601992e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.68000000e+02,        +2.716741512603e-12,        +2.750931624404e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.720186813134e-12,        +2.754058157949e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.70000000e+02,        +2.685114327356e-12,        +2.713806406873e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.688605019639e-12,        +2.716839850316e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.72000000e+02,        +2.657859117309e-12,        +2.677686371739e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.661405822426e-12,        +2.680620489312e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.74000000e+02,        +2.635385418918e-12,        +2.643417459088e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.638996312010e-12,        +2.646248680496e-12,        +0.000000000000e+00,        +0.000000000000e+00
