        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A)
 1.00000000e+02,        +1.414213562373e-01,        +1.886395317406e-01,        +1.610703317496e-02,        -5.065783006252e-02,        +1.028322687949e-01,        +1.414213562373e-01,        -5.065783006252e-02,        +1.028322687949e-01,        +1.887182815899e-01,        +1.588516319237e-02
 1.02000000e+02,        +1.414213562373e-01,        +1.911416039354e-01,        +1.339162871081e-02,        -4.219322831998e-02,        +1.059512284160e-01,        +1.414213562373e-01,        -4.219322831998e-02,        +1.059512284160e-01,        +1.912127725823e-01,        +1.314294219364e-02
 1.04000000e+02,        +1.414213562373e-01,        +1.931662632022e-01,        +1.034793802976e-02,        -3.364540129728e-02,        +1.084606205667e-01,        +1.414213562373e-01,        -3.364540129728e-02,        +1.084606205667e-01,        +1.932261898780e-01,        +1.007310003093e-02
 1.06000000e+02,        +1.414213562373e-01,        +1.946794468251e-01,        +7.051951256476e-03,        -2.503459997723e-02,        +1.103830571104e-01,        +1.414213562373e-01,        -2.503459997723e-02,        +1.103830571104e-01,        +1.947246026179e-01,        +6.752120770684e-03
 1.08000000e+02,        +1.414213562373e-01,        +1.956569026350e-01,        +3.580915286442e-03,        -1.637475937296e-02,        +1.117350509997e-01,        +1.414213562373e-01,        -1.637475937296e-02,        +1.117350509997e-01,        +1.956839336061e-01,        +3.257714760542e-03
 1.10000000e+02,        +1.414213562373e-01,        +1.960835574025e-01,        +1.282025199135e-05,        -7.675647248312e-03,        +1.125260633384e-01,        +1.414213562373e-01,        -7.675647248312e-03,        +1.125260633384e-01,        +1.960893228365e-01,        -3.316899632385e-04
 1.12000000e+02,        +1.414213562373e-01,        +1.959531422856e-01,        -3.573891942191e-03,        +1.054945965401e-03,        +1.127579658642e-01,        +1.414213562373e-01,        +1.054945965401e-03,        +1.127579658642e-01,        +1.959347520218e-01,        -3.937234264115e-03
 1.14000000e+02,        +1.414213562373e-01,        +1.952681135611e-01,        -7.100520619674e-03,        +9.809001365019e-03,        +1.124248917139e-01,        +1.414213562373e-01,        +9.809001365019e-03,        +1.124248917139e-01,        +1.952229679871e-01,        -7.479817387417e-03
 1.16000000e+02,        +1.414213562373e-01,        +1.940398760142e-01,        -1.048832569184e-02,        +1.857606634811e-02,        +1.115134686811e-01,        +1.414213562373e-01,        +1.857606634811e-02,        +1.115134686811e-01,        +1.939657116454e-01,        -1.088031532563e-02
 1.18000000e+02,        +1.414213562373e-01,        +1.922892862348e-01,        -1.365889715726e-02,        +2.734106985278e-02,        +1.100034510943e-01,        +1.414213562373e-01,        +2.734106985278e-02,        +1.100034510943e-01,        +1.921842288507e-01,        -1.405995284499e-02
 1.20000000e+02,        +1.414213562373e-01,        +1.900473812136e-01,        -1.653479467371e-02,        +3.608219335750e-02,        +1.078687850729e-01,        +1.414213562373e-01,        +3.608219335750e-02,        +1.078687850729e-01,        +1.899100072934e-01,        -1.694094987275e-02
 1.22000000e+02,        +1.414213562373e-01,        +1.873562422589e-01,        -1.904056820398e-02,        +4.476885944224e-02,        +1.050791531463e-01,        +1.414213562373e-01,        +4.476885944224e-02,        +1.050791531463e-01,        +1.871856479625e-01,        -1.944755370065e-02
 1.24000000e+02,        +1.414213562373e-01,        +1.842698649646e-01,        -2.110425295620e-02,        +5.335993541371e-02,        +1.016020434793e-01,        +1.414213562373e-01,        +5.335993541371e-02,        +1.016020434793e-01,        +1.840657401937e-01,        -2.150755026787e-02
 1.26000000e+02,        +1.414213562373e-01,        +1.808548645917e-01,        -2.265940047828e-02,        +6.180229070782e-02,        +9.740537134939e-02,        +1.414213562373e-01,        +6.180229070782e-02,        +9.740537134939e-02,        +1.806175678224e-01,        -2.305431590579e-02
 1.28000000e+02,        +1.414213562373e-01,        +1.771908076459e-01,        -2.364765811580e-02,        +7.002988724241e-02,        +9.246064157462e-02,        +1.414213562373e-01,        +7.002988724240e-02,        +9.246064157462e-02,        +1.769214353868e-01,        -2.402942065032e-02
 1.30000000e+02,        +1.414213562373e-01,        +1.733699330221e-01,        -2.402183799960e-02,        +7.796361222298e-02,        +8.674657760047e-02,        +1.414213562373e-01,        +7.796361222298e-02,        +8.674657760047e-02,        +1.730703761281e-01,        -2.438572248285e-02
 1.32000000e+02,        +1.414213562373e-01,        +1.694960214454e-01,        -2.374932498528e-02,        +8.551207080659e-02,        +8.025305709793e-02,        +1.414213562373e-01,        +8.551207080659e-02,        +8.025305709793e-02,        +1.691689993783e-01,        -2.409079940256e-02
 1.34000000e+02,        +1.414213562373e-01,        +1.656822033178e-01,        -2.281556743176e-02,        +9.257352782313e-02,        +7.298509260144e-02,        +1.414213562373e-01,        +9.257352782313e-02,        +7.298509260144e-02,        +1.653312671106e-01,        -2.313046008269e-02
 1.36000000e+02,        +1.414213562373e-01,        +1.620475739969e-01,        -2.122729036441e-02,        +9.903911166143e-02,        +6.496649438214e-02,        +1.414213562373e-01,        +9.903911166143e-02,        +6.496649438214e-02,        +1.616770694814e-01,        -2.151196916121e-02
 1.38000000e+02,        +1.414213562373e-01,        +1.587126168617e-01,        -1.901499048853e-02,        +1.047972645000e-01,        +5.624277489595e-02,        +1.414213562373e-01,        +1.047972645000e-01,        +5.624277489595e-02,        +1.583276018992e-01,        -1.926654321189e-02
 1.40000000e+02,        +1.414213562373e-01,        +1.557936109329e-01,        -1.623424467623e-02,        +1.097392486580e-01,        +4.688282809162e-02,        +1.414213562373e-01,        +1.097392486580e-01,        +4.688282809162e-02,        +1.553997240199e-01,        -1.645064626923e-02
 1.42000000e+02,        +1.414213562373e-01,        +1.533963979728e-01,        -1.296541380033e-02,        +1.137653224513e-01,        +3.697896871327e-02,        +1.414213562373e-01,        +1.137653224513e-01,        +3.697896871327e-02,        +1.529996804455e-01,        -1.314566536990e-02
 1.44000000e+02,        +1.414213562373e-01,        +1.516100651116e-01,        -9.311465976551e-03,        +1.167910195386e-01,        +2.664506045078e-02,        +1.414213562373e-01,        +1.167910195386e-01,        +2.664506045078e-02,        +1.512167446922e-01,        -9.455690685229e-03
 1.46000000e+02,        +1.414213562373e-01,        +1.505012161342e-01,        -5.393869626199e-03,        +1.187528505255e-01,        +1.601268958653e-02,        +1.414213562373e-01,        +1.187528505255e-01,        +1.601268958653e-02,        +1.501174648742e-01,        -5.503353403519e-03
 1.48000000e+02,        +1.414213562373e-01,        +1.501095157797e-01,        -1.346783261227e-03,        +1.196127365293e-01,        +5.225618502548e-03,        +1.414213562373e-01,        +1.196127365293e-01,        +5.225618502548e-03,        +1.497411995592e-01,        -1.423953114352e-03
 1.50000000e+02,        +1.414213562373e-01,        +1.504450758388e-01,        +2.689960277706e-03,        +1.193606024040e-01,        -5.566974942521e-03,        +1.414213562373e-01,        +1.193606024040e-01,        -5.566974942521e-03,        +1.500975145646e-01,        +2.641621253873e-03
 1.52000000e+02,        +1.414213562373e-01,        +1.514880208907e-01,        +6.578375459830e-03,        +1.180147908494e-01,        -1.621776397644e-02,        +1.414213562373e-01,        +1.180147908494e-01,        -1.621776397644e-02,        +1.511657778830e-01,        +6.554470522846e-03
 1.54000000e+02,        +1.414213562373e-01,        +1.531902698271e-01,        +1.018956953015e-02,        +1.156202628297e-01,        -2.658825524102e-02,        +1.414213562373e-01,        +1.156202628297e-01,        -2.658825524101e-02,        +1.528969856164e-01,        +1.018497635640e-02
 1.56000000e+02,        +1.414213562373e-01,        +1.554792628430e-01,        +1.340998749152e-02,        +1.122448583922e-01,        -3.655475539611e-02,        +1.414213562373e-01,        +1.122448583922e-01,        -3.655475539611e-02,        +1.552175433342e-01,        +1.341907589881e-02
 1.58000000e+02,        +1.414213562373e-01,        +1.582631191368e-01,        +1.614611339182e-02,        +1.079741381509e-01,        -4.601277290990e-02,        +1.414213562373e-01,        +1.079741381509e-01,        -4.601277290990e-02,        +1.580344818522e-01,        +1.616297505369e-02
 1.60000000e+02,        +1.414213562373e-01,        +1.614365751288e-01,        +1.832734158686e-02,        +1.029054624007e-01,        -5.487956421673e-02,        +1.414213562373e-01,        +1.029054624007e-01,        -5.487956421673e-02,        +1.612414511682e-01,        +1.834601488886e-02
 1.62000000e+02,        +1.414213562373e-01,        +1.648870414009e-01,        +1.990700285976e-02,        +9.714197735702e-02,        -6.309480589873e-02,        +1.414213562373e-01,        +9.714197735702e-02,        -6.309480589873e-02,        +1.647248258288e-01,        +1.992167891244e-02
