        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J)
 1.36000000e+02,        +2.830611361614e-12,        +2.610798658706e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.830711356291e-12,        +2.610883165497e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.38000000e+02,        +2.822657925132e-12,        +2.608562504005e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.822765139653e-12,        +2.608646453296e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.40000000e+02,        +2.814812802718e-12,        +2.606184967608e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.814931434422e-12,        +2.606264637063e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.42000000e+02,        +2.807135102267e-12,        +2.603636751550e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.807268938337e-12,        +2.603708828779e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.44000000e+02,        +2.799678163352e-12,        +2.600895277957e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.799830509803e-12,        +2.600956918938e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.46000000e+02,        +2.792488339718e-12,        +2.597945000414e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.792661964870e-12,        +2.597993874153e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.48000000e+02,        +2.785604030514e-12,        +2.594777502966e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.785801123569e-12,        +2.594811821930e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.50000000e+02,        +2.779054973840e-12,        +2.591391395387e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.779277118812e-12,        +2.591409931631e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.52000000e+02,        +2.772861808342e-12,        +2.587792018752e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.773109973220e-12,        +2.587794105999e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.54000000e+02,        +2.767035901096e-12,        +2.583990979795e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.767310441775e-12,        +2.583976502083e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.56000000e+02,        +2.761579433072e-12,        +2.580005536126e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.761880111293e-12,        +2.579974903929e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.58000000e+02,        +2.756485727291e-12,        +2.575857857019e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.756811741532e-12,        +2.575811971977e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.60000000e+02,        +2.751739799349e-12,        +2.571574186214e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.752089827393e-12,        +2.571514395865e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.62000000e+02,        +2.747319105449e-12,        +2.567183934167e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.747691357147e-12,        +2.567111978180e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.64000000e+02,        +2.743194459402e-12,        +2.562718727324e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.743586737994e-12,        +2.562636676906e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.66000000e+02,        +2.739331087249e-12,        +2.558211441530e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.739740857504e-12,        +2.558121633715e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.68000000e+02,        +2.735689786254e-12,        +2.553695245593e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.736114247624e-12,        +2.553600214192e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.70000000e+02,        +2.732228153915e-12,        +2.549202679421e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.732664316834e-12,        +2.549105084368e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.72000000e+02,        +2.728901852326e-12,        +2.544764789064e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.729346615852e-12,        +2.544667345889e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.74000000e+02,        +2.725665873765e-12,        +2.540410338590e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.726116102741e-12,        +2.540315749636e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.76000000e+02,        +2.722475774576e-12,        +2.536165115890e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.722928374612e-12,        +2.536076004817e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.78000000e+02,        +2.719288846356e-12,        +2.532051346532e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.719740835019e-12,        +2.531970197485e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.80000000e+02,        +2.716065196094e-12,        +2.528087226498e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.716513768826e-12,        +2.528016329181e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.82000000e+02,        +2.712768710095e-12,        +2.524286581290e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.713211299553e-12,        +2.524227982975e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.84000000e+02,        +2.709367880312e-12,        +2.520658655433e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.709802207994e-12,        +2.520614120772e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.86000000e+02,        +2.705836475929e-12,        +2.517208032964e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.706260595166e-12,        +2.517179012227e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.88000000e+02,        +2.702154047655e-12,        +2.513934686144e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.702566377240e-12,        +2.513922292308e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.90000000e+02,        +2.698306256981e-12,        +2.510834146416e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.698705604968e-12,        +2.510839141300e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.92000000e+02,        +2.694285027633e-12,        +2.507897788690e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.694670605048e-12,        +2.507920578113e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.94000000e+02,        +2.690088521311e-12,        +2.505113217377e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.690459945749e-12,        +2.505153855108e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.96000000e+02,        +2.685720944499e-12,        +2.502464740325e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.686078233849e-12,        +2.502522940384e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.98000000e+02,        +2.681192197511e-12,        +2.499933914977e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.681535754221e-12,        +2.500009071670e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.00000000e+02,        +2.676517380770e-12,        +2.497500149684e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.676847967330e-12,        +2.497591364599e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.02000000e+02,        +2.671716176691e-12,        +2.495141342239e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.672034883159e-12,        +2.495247457266e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.04000000e+02,        +2.666812128125e-12,        +2.492834537291e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.667120332728e-12,        +2.492954172643e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.06000000e+02,        +2.661831836333e-12,        +2.490556584395e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.662131160282e-12,        +2.490688180519e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.08000000e+02,        +2.656804102675e-12,        +2.488284779034e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.657096360471e-12,        +2.488426641225e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.10000000e+02,        +2.651759038737e-12,        +2.485997469909e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.652046185315e-12,        +2.486147814458e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.12000000e+02,        +2.646727169533e-12,        +2.483674617195e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.647011245628e-12,        +2.483831617875e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.14000000e+02,        +2.641738553660e-12,        +2.481298288207e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.642021630789e-12,        +2.481460121951e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.16000000e+02,        +2.636821943047e-12,        +2.478853078920e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.637106069462e-12,        +2.479017969617e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.18000000e+02,        +2.632004003149e-12,        +2.476326452114e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.632291152081e-12,        +2.476492711526e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.20000000e+02,        +2.627308612340e-12,        +2.473708985358e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.627600633704e-12,        +2.473875050271e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.22000000e+02,        +2.622756256668e-12,        +2.470994524672e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.623054833338e-12,        +2.471158989534e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.24000000e+02,        +2.618363533411e-12,        +2.468180242381e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.618670142969e-12,        +2.468341886794e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.26000000e+02,        +2.614142773765e-12,        +2.465266600334e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.614458656498e-12,        +2.465424410946e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.28000000e+02,        +2.610101791835e-12,        +2.462257222254e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.610427925560e-12,        +2.462410408734e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.30000000e+02,        +2.606243763737e-12,        +2.459158681443e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.606580845857e-12,        +2.459306686368e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.32000000e+02,        +2.602567237258e-12,        +2.455980212254e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.602915674252e-12,        +2.456122714912e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.34000000e+02,        +2.599066269173e-12,        +2.452733355699e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.599426173559e-12,        +2.452870269936e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.36000000e+02,        +2.595730684043e-12,        +2.449431551151e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.596101878662e-12,        +2.449563017528e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.38000000e+02,        +2.592546445269e-12,        +2.446089687309e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.592928474585e-12,        +2.446216059960e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.40000000e+02,        +2.589496126321e-12,        +2.442723626396e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.589888274284e-12,        +2.442845455081e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.42000000e+02,        +2.586559467588e-12,        +2.439349715950e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.586960781474e-12,        +2.439467723889e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.44000000e+02,        +2.583714002163e-12,        +2.435984302519e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.584123321700e-12,        +2.436099360667e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.46000000e+02,        +2.580935732248e-12,        +2.432643261133e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.581351723236e-12,        +2.432756359603e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.48000000e+02,        +2.578199836677e-12,        +2.429341553578e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.578621028246e-12,        +2.429453770983e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.50000000e+02,        +2.575481389435e-12,        +2.426092827339e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.575906214024e-12,        +2.426205298814e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.52000000e+02,        +2.572756068970e-12,        +2.422909065582e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.573182904095e-12,        +2.423022950278e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.54000000e+02,        +2.570000838577e-12,        +2.419800296786e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.570428049409e-12,        +2.419916745615e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.56000000e+02,        +2.567194579125e-12,        +2.416774370736e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.567620560936e-12,        +2.416894495111e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.58000000e+02,        +2.564318656972e-12,        +2.413836805423e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.564741876518e-12,        +2.413961647721e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.60000000e+02,        +2.561357411918e-12,        +2.410990707289e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.561776446856e-12,        +2.411121213708e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.62000000e+02,        +2.558298552503e-12,        +2.408236764994e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.558712128018e-12,        +2.408373761405e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.64000000e+02,        +2.555133448760e-12,        +2.405573314730e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.555540470631e-12,        +2.405717486099e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.66000000e+02,        +2.551857315606e-12,        +2.402996473065e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.552256899048e-12,        +2.403148346896e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.68000000e+02,        +2.548469283350e-12,        +2.400500331347e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.548860777055e-12,        +2.400660265556e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.70000000e+02,        +2.544972355084e-12,        +2.398077204053e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.545355360019e-12,        +2.398245379587e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.72000000e+02,        +2.541373254090e-12,        +2.395717922032e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.541747636719e-12,        +2.395894340456e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.74000000e+02,        +2.537682167523e-12,        +2.393412160470e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.538048067280e-12,        +2.393596646670e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.76000000e+02,        +2.533912395603e-12,        +2.391148790663e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.534270226577e-12,        +2.391341000715e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.78000000e+02,        +2.530079918138e-12,        +2.388916244247e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.530430365083e-12,        +2.389115678427e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.80000000e+02,        +2.526202892377e-12,        +2.386702878506e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.526546901336e-12,        +2.386908899343e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.82000000e+02,        +2.522301097934e-12,        +2.384497331697e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.522639861907e-12,        +2.384709186865e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.84000000e+02,        +2.518395345685e-12,        +2.382288857960e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.518730285939e-12,        +2.382505707783e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.86000000e+02,        +2.514506868208e-12,        +2.380067632372e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.514839611983e-12,        +2.380288581620e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.88000000e+02,        +2.510656709417e-12,        +2.377825017896e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.510989064947e-12,        +2.378049151512e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.90000000e+02,        +2.506865130642e-12,        +2.375553787421e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.507199060543e-12,        +2.375780209786e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.92000000e+02,        +2.503151049486e-12,        +2.373248295703e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.503488643704e-12,        +2.373476172997e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.94000000e+02,        +2.499531526428e-12,        +2.370904597663e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.499874976098e-12,        +2.371133202900e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.96000000e+02,        +2.496021312492e-12,        +2.368520511306e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.496372886136e-12,        +2.368749271573e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.98000000e+02,        +2.492632469236e-12,        +2.366095625202e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.492994492883e-12,        +2.366324170701e-12,        +0.000000000000e+00,        +0.000000000000e+00
 3.00000000e+02,        +2.489374070146e-12,        +2.363631252187e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.489748913029e-12,        +2.363859466680e-12,        +0.000000000000e+00,        +0.000000000000e+00
