        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J)
 1.00000000e+02,        +3.018767989454e-12,        +2.813861303651e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.018312259993e-12,        +2.813376166755e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.02000000e+02,        +3.009181029956e-12,        +2.811363016202e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.008703263180e-12,        +2.810829500969e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.04000000e+02,        +2.998788391315e-12,        +2.809946296170e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.998304332400e-12,        +2.809359928074e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.06000000e+02,        +2.987835205951e-12,        +2.809570672939e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.987357624465e-12,        +2.808928792858e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.08000000e+02,        +2.976573169830e-12,        +2.810174581030e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.976111979967e-12,        +2.809476202859e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.10000000e+02,        +2.965253557623e-12,        +2.811677509948e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.964815974237e-12,        +2.810923165835e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.12000000e+02,        +2.954120678160e-12,        +2.813982389502e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.953711397858e-12,        +2.813173969936e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.14000000e+02,        +2.943405884140e-12,        +2.816978145473e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.943027282789e-12,        +2.816118739526e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.16000000e+02,        +2.933322218802e-12,        +2.820542370073e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.932974558827e-12,        +2.819636109493e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.18000000e+02,        +2.924059756036e-12,        +2.824544061766e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.923741398699e-12,        +2.823595971119e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.20000000e+02,        +2.915781670041e-12,        +2.828846398353e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.915489289440e-12,        +2.827862252257e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.22000000e+02,        +2.908621056139e-12,        +2.833309514917e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.908349852972e-12,        +2.832295702487e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.24000000e+02,        +2.902678515263e-12,        +2.837793263582e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.902422429388e-12,        +2.836756659537e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.26000000e+02,        +2.898020509641e-12,        +2.842159934591e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.897772431165e-12,        +2.841107776058e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.28000000e+02,        +2.894678495024e-12,        +2.846276917913e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.894430474037e-12,        +2.845216685780e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.30000000e+02,        +2.892648833494e-12,        +2.850019281661e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.892392288708e-12,        +2.848958585331e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.32000000e+02,        +2.891893488940e-12,        +2.853272238368e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.891619415380e-12,        +2.852218702958e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.34000000e+02,        +2.892341502928e-12,        +2.855933463521e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.892040678495e-12,        +2.854894618846e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.36000000e+02,        +2.893891240669e-12,        +2.857915223420e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.893554430918e-12,        +2.856898394548e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.38000000e+02,        +2.896413384216e-12,        +2.859146262616e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.896031544108e-12,        +2.858158462230e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.40000000e+02,        +2.899754632549e-12,        +2.859573395932e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.899319103305e-12,        +2.858621219261e-12,        +0.000000000000e+00,        +0.000000000000e+00
