        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A)
 1.00000000e+02,        +1.414213562373e-01,        +1.303270412024e-01,        -9.390359160324e-03,        -7.157878198451e-02,        +1.053756749629e-01,        +1.414213562373e-01,        -7.157878198451e-02,        +1.053756749629e-01,        +1.303052637758e-01,        -9.395154413622e-03
 1.02000000e+02,        +1.414213562373e-01,        +1.290464397362e-01,        -9.005674605428e-03,        -6.266410358665e-02,        +1.106973916497e-01,        +1.414213562373e-01,        -6.266410358665e-02,        +1.106973916497e-01,        +1.290299321154e-01,        -9.019458139998e-03
 1.04000000e+02,        +1.414213562373e-01,        +1.278470425922e-01,        -8.419065905705e-03,        -5.337285121964e-02,        +1.152656225117e-01,        +1.414213562373e-01,        -5.337285121964e-02,        +1.152656225117e-01,        +1.278341366038e-01,        -8.443290805532e-03
 1.06000000e+02,        +1.414213562373e-01,        +1.267604392703e-01,        -7.647341445398e-03,        -4.376857683076e-02,        +1.190578885798e-01,        +1.414213562373e-01,        -4.376857683076e-02,        +1.190578885798e-01,        +1.267492803248e-01,        -7.683116387404e-03
 1.08000000e+02,        +1.414213562373e-01,        +1.258148580901e-01,        -6.712066553984e-03,        -3.391514389583e-02,        +1.220569607783e-01,        +1.414213562373e-01,        -3.391514389583e-02,        +1.220569607783e-01,        +1.258034629222e-01,        -6.760152852388e-03
 1.10000000e+02,        +1.414213562373e-01,        +1.250345000216e-01,        -5.638914286827e-03,        -2.387634936537e-02,        +1.242505601873e-01,        +1.414213562373e-01,        -2.387634936537e-02,        +1.242505601873e-01,        +1.250208096143e-01,        -5.699729378283e-03
 1.12000000e+02,        +1.414213562373e-01,        +1.244389929697e-01,        -4.456937867515e-03,        -1.371564194088e-02,        +1.256310532935e-01,        +1.414213562373e-01,        -1.371564194088e-02,        +1.256310532935e-01,        +1.244209206307e-01,        -4.530563836359e-03
 1.14000000e+02,        +1.414213562373e-01,        +1.240429707975e-01,        -3.197785614181e-03,        -3.495927732261e-03,        +1.261951653399e-01,        +1.414213562373e-01,        -3.495927732261e-03,        +1.261951653399e-01,        +1.240184455985e-01,        -3.283981575596e-03
 1.16000000e+02,        +1.414213562373e-01,        +1.238557783677e-01,        -1.894877501639e-03,        +6.720550411364e-03,        +1.259437312439e-01,        +1.414213562373e-01,        +6.720550411364e-03,        +1.259437312439e-01,        +1.238227843261e-01,        -1.993094903079e-03
 1.18000000e+02,        +1.414213562373e-01,        +1.238813017810e-01,        -5.825606567387e-04,        +1.687227726668e-02,        +1.248814991245e-01,        +1.414213562373e-01,        +1.687227726668e-02,        +1.248814991245e-01,        +1.238379132581e-01,        -6.919608064293e-04
 1.20000000e+02,        +1.414213562373e-01,        +1.241179216867e-01,        +7.047406526375e-04,        +2.689849317627e-02,        +1.230169965507e-01,        +1.414213562373e-01,        +2.689849317627e-02,        +1.230169965507e-01,        +1.240623355039e-01,        +5.852672825996e-04
 1.22000000e+02,        +1.414213562373e-01,        +1.245585868486e-01,        +1.933366361848e-03,        +3.673920679817e-02,        +1.203624644281e-01,        +1.414213562373e-01,        +3.673920679817e-02,        +1.203624644281e-01,        +1.244891515932e-01,        +1.805179294658e-03
 1.24000000e+02,        +1.414213562373e-01,        +1.251910048245e-01,        +3.071240003699e-03,        +4.633521412608e-02,        +1.169338581932e-01,        +1.414213562373e-01,        +4.633521412608e-02,        +1.169338581932e-01,        +1.251062477349e-01,        +2.935926434211e-03
 1.26000000e+02,        +1.414213562373e-01,        +1.259979464005e-01,        +4.088653204242e-03,        +5.562814438293e-02,        +1.127509108715e-01,        +1.414213562373e-01,        +5.562814438292e-02,        +1.127509108715e-01,        +1.258965981032e-01,        +3.948004107189e-03
 1.28000000e+02,        +1.414213562373e-01,        +1.269576600508e-01,        +4.959002145680e-03,        +6.456055149630e-02,        +1.078372477529e-01,        +1.414213562373e-01,        +6.456055149630e-02,        +1.078372477529e-01,        +1.268386772767e-01,        +4.814986637216e-03
 1.30000000e+02,        +1.414213562373e-01,        +1.280443919338e-01,        +5.659462273529e-03,        +7.307606699191e-02,        +1.022205380957e-01,        +1.414213562373e-01,        +7.307606699191e-02,        +1.022205380957e-01,        +1.279069781833e-01,        +5.514200004510e-03
 1.32000000e+02,        +1.414213562373e-01,        +1.292290056100e-01,        +6.171586727731e-03,        +8.111962636295e-02,        +9.593266559096e-02,        +1.414213562373e-01,        +8.111962636295e-02,        +9.593266559095e-02,        +1.290726295746e-01,        +6.027318094849e-03
 1.34000000e+02,        +1.414213562373e-01,        +1.304796936604e-01,        +6.481813222077e-03,        +8.863777638593e-02,        +8.900989645708e-02,        +1.414213562373e-01,        +8.863777638593e-02,        +8.900989645708e-02,        +1.303041050616e-01,        +6.340867239697e-03
 1.36000000e+02,        +1.414213562373e-01,        +1.317627706757e-01,        +6.581863670681e-03,        +9.557906559718e-02,        +8.149302220336e-02,        +1.414213562373e-01,        +9.557906559718e-02,        +8.149302220336e-02,        +1.315680130517e-01,        +6.446623447746e-03
 1.38000000e+02,        +1.414213562373e-01,        +1.330435337562e-01,        +6.469021061131e-03,        +1.018945144131e-01,        +7.342745346995e-02,        +1.414213562373e-01,        +1.018945144131e-01,        +7.342745346995e-02,        +1.328299536356e-01,        +6.341886967110e-03
 1.40000000e+02,        +1.414213562373e-01,        +1.342871728923e-01,        +6.146269175465e-03,        +1.075381554293e-01,        +6.486324208929e-02,        +1.414213562373e-01,        +1.075381554293e-01,        +6.486324208929e-02,        +1.340554247391e-01,        +6.029619947836e-03
 1.42000000e+02,        +1.414213562373e-01,        +1.354597096619e-01,        +5.622282979045e-03,        +1.124676285948e-01,        +5.585501071937e-02,        +1.414213562373e-01,        +1.124676285948e-01,        +5.585501071937e-02,        +1.352107559757e-01,        +5.518435210667e-03
 1.44000000e+02,        +1.414213562373e-01,        +1.365289389575e-01,        +4.911260958311e-03,        +1.166448106068e-01,        +4.646177310034e-02,        +1.414213562373e-01,        +1.166448106068e-01,        +4.646177310034e-02,        +1.362640449628e-01,        +4.822427592930e-03
 1.46000000e+02,        +1.414213562373e-01,        +1.374653453489e-01,        +4.032595394142e-03,        +1.200364534182e-01,        +3.674663309723e-02,        +1.414213562373e-01,        +1.200364534182e-01,        +3.674663309723e-02,        +1.371860678126e-01,        +3.960844037478e-03
 1.48000000e+02,        +1.414213562373e-01,        +1.382429636244e-01,        +3.010382368721e-03,        +1.226148036051e-01,        +2.677635700091e-02,        +1.414213562373e-01,        +1.226148036051e-01,        +2.677635700091e-02,        +1.379511334986e-01,        +2.957594376206e-03
 1.50000000e+02,        +1.414213562373e-01,        +1.388401524231e-01,        +1.872779933700e-03,        +1.243581728566e-01,        +1.662082072174e-02,        +1.414213562373e-01,        +1.243581728566e-01,        +1.662082072174e-02,        +1.385378512104e-01,        +1.840611349867e-03
 1.52000000e+02,        +1.414213562373e-01,        +1.392402509612e-01,        +6.512298953482e-04,        +1.252514302922e-01,        +6.352341060171e-03,        +1.414213562373e-01,        +1.252514302922e-01,        +6.352341060171e-03,        +1.389297809332e-01,        +6.410753822317e-04
 1.54000000e+02,        +1.414213562373e-01,        +1.394320918175e-01,        -6.204344230465e-04,        +1.252863897841e-01,        -3.955092378636e-03,        +1.414213562373e-01,        +1.252863897840e-01,        -3.955092378636e-03,        +1.391159404694e-01,        -6.074735290110e-04
 1.56000000e+02,        +1.414213562373e-01,        +1.394103475584e-01,        -1.906965870422e-03,        +1.244620699218e-01,        -1.422666143665e-02,        +1.414213562373e-01,        +1.244620699218e-01,        -1.422666143665e-02,        +1.390911469339e-01,        -1.870108295608e-03
 1.58000000e+02,        +1.414213562373e-01,        +1.391756954269e-01,        -3.172733075968e-03,        +1.227848104372e-01,        -2.438761133887e-02,        +1.414213562373e-01,        +1.227848104372e-01,        -2.438761133887e-02,        +1.388561771844e-01,        -3.111538188955e-03
 1.60000000e+02,        +1.414213562373e-01,        +1.387347920089e-01,        -4.382765202912e-03,        +1.202682363906e-01,        -3.436415834810e-02,        +1.414213562373e-01,        +1.202682363906e-01,        -3.436415834810e-02,        +1.384177393013e-01,        -4.297146666720e-03
 1.62000000e+02,        +1.414213562373e-01,        +1.381000581749e-01,        -5.503773884543e-03,        +1.169330696355e-01,        -4.408437982980e-02,        +1.414213562373e-01,        +1.169330696355e-01,        -4.408437982980e-02,        +1.377882555682e-01,        -5.394005840960e-03
 1.64000000e+02,        +1.414213562373e-01,        +1.372892830581e-01,        -6.505115377106e-03,        +1.128067953685e-01,        -5.347905435108e-02,        +1.414213562373e-01,        +1.128067953685e-01,        -5.347905435108e-02,        +1.369854658094e-01,        -6.371830882199e-03
 1.66000000e+02,        +1.414213562373e-01,        +1.363250637278e-01,        -7.359659080640e-03,        +1.079231992755e-01,        -6.248242256965e-02,        +1.414213562373e-01,        +1.079231992755e-01,        -6.248242256965e-02,        +1.360318677708e-01,        -7.203840784171e-03
 1.68000000e+02,        +1.414213562373e-01,        +1.352341039686e-01,        -8.044533541828e-03,        +1.023217972897e-01,        -7.103284471803e-02,        +1.414213562373e-01,        +1.023217972897e-01,        -7.103284471803e-02,        +1.349540179202e-01,        -7.867496872820e-03
