        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J)
 1.00000000e+02,        +2.120291030827e-12,        +1.704793954127e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.118703266217e-12,        +1.703296960058e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.02000000e+02,        +2.097561086115e-12,        +1.706770328615e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.096004804174e-12,        +1.705279985868e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.04000000e+02,        +2.079159001446e-12,        +1.710486847973e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.077636985769e-12,        +1.709001963831e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.06000000e+02,        +2.065132618554e-12,        +1.715638318746e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.063645140601e-12,        +1.714159037822e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.08000000e+02,        +2.055416699433e-12,        +1.721891017741e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.053962195310e-12,        +1.720418582907e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.10000000e+02,        +2.049835826540e-12,        +1.728886819357e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.048411440324e-12,        +1.727423334514e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.12000000e+02,        +2.048107375482e-12,        +1.736248073641e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.046709394531e-12,        +1.734796267095e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.14000000e+02,        +2.049845342165e-12,        +1.743583777988e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.048469546655e-12,        +1.742146765671e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.16000000e+02,        +2.054566040971e-12,        +1.750497497456e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.053207986157e-12,        +1.749078546373e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.18000000e+02,        +2.061696797562e-12,        +1.756597321346e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.060352043354e-12,        +1.755199615362e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.20000000e+02,        +2.070588700347e-12,        +1.761507892650e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.069252998881e-12,        +1.760134304839e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.22000000e+02,        +2.080534213927e-12,        +1.764884220570e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.079203662202e-12,        +1.763537098562e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.24000000e+02,        +2.090789981217e-12,        +1.766426612488e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.089461142687e-12,        +1.765107585194e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.26000000e+02,        +2.100604470287e-12,        +1.765895691090e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.099274466741e-12,        +1.764605506447e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.28000000e+02,        +2.109249328807e-12,        +1.763126164603e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.107915902153e-12,        +1.761864568198e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.30000000e+02,        +2.116052516277e-12,        +1.758037870312e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.114714059072e-12,        +1.756803533594e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.32000000e+02,        +2.120430649914e-12,        +1.750642678256e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.119086203657e-12,        +1.749433182421e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.34000000e+02,        +2.121917682727e-12,        +1.741046152335e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.120566904045e-12,        +1.739858030186e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.36000000e+02,        +2.120187145796e-12,        +1.729443396735e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.118830242325e-12,        +1.728272230163e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.38000000e+02,        +2.115065758120e-12,        +1.716109186397e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.113703397910e-12,        +1.714949752442e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.40000000e+02,        +2.106537157775e-12,        +1.701383169787e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.105170357919e-12,        +1.700229624193e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.42000000e+02,        +2.094735664684e-12,        +1.685651507416e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.093365666270e-12,        +1.684497591839e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.44000000e+02,        +2.079931126119e-12,        +1.669326662583e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.078559263267e-12,        +1.668165920550e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.46000000e+02,        +2.062506810240e-12,        +1.652827137512e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.061134380844e-12,        +1.651653124934e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.48000000e+02,        +2.042932855512e-12,        +1.636558759101e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.041561000420e-12,        +1.635365237311e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.50000000e+02,        +2.021737905680e-12,        +1.620898729973e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.020367501640e-12,        +1.619679832457e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.52000000e+02,        +1.999481306322e-12,        +1.606183169518e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.998112876352e-12,        +1.604933537076e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.54000000e+02,        +1.976727721131e-12,        +1.592698375699e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.975361364342e-12,        +1.591413258275e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.56000000e+02,        +1.954025381942e-12,        +1.580675620285e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.952660723420e-12,        +1.579350946593e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.58000000e+02,        +1.931888543575e-12,        +1.570288993654e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.930524703868e-12,        +1.568921411942e-12,        +0.000000000000e+00,        +0.000000000000e+00
