        f (GHz),             |S[1][1]| (dB),        arg(S[1][1]) (deg.),             |S[2][1]| (dB),        arg(S[2][1]) (deg.),             |S[1][2]| (dB),        arg(S[1][2]) (deg.),             |S[2][2]| (dB),        arg(S[2][2]) (deg.)
 1.00000000e+02,        -9.586421361149e+00,        -1.715190605207e+02,        -5.791264458685e+00,        +8.029614320756e+01,        -5.791264458685e+00,        +8.029614320756e+01,        -9.576544345306e+00,        -1.715312901251e+02
 1.02000000e+02,        -9.697256913260e+00,        -1.738634607093e+02,        -5.834541981524e+00,        +7.526618814961e+01,        -5.834541981524e+00,        +7.526618814961e+01,        -9.687099265318e+00,        -1.738626627621e+02
 1.04000000e+02,        -9.854155060633e+00,        -1.760854672087e+02,        -5.871057988648e+00,        +7.023323071511e+01,        -5.871057988648e+00,        +7.023323071511e+01,        -9.843515318954e+00,        -1.760723726698e+02
 1.06000000e+02,        -1.005673837107e+01,        -1.781531221675e+02,        -5.901088156887e+00,        +6.518995451337e+01,        -5.901088156887e+00,        +6.518995451337e+01,        -1.004542666019e+01,        -1.781283651449e+02
 1.08000000e+02,        -1.030458661312e+01,        +1.799708700692e+02,        -5.925091644716e+00,        +6.012947961145e+01,        -5.925091644716e+00,        +6.012947961145e+01,        -1.029241347526e+01,        -1.799932877593e+02
 1.10000000e+02,        -1.059695255672e+01,        +1.783307723315e+02,        -5.943698540597e+00,        +5.504554907699e+01,        -5.943698540597e+00,        +5.504554907699e+01,        -1.058371904989e+01,        +1.783771248498e+02
 1.12000000e+02,        -1.093234560650e+01,        +1.769793710123e+02,        -5.957693570533e+00,        +4.993270726156e+01,        -5.957693570533e+00,        +4.993270726156e+01,        -1.091783477525e+01,        +1.770355868142e+02
 1.14000000e+02,        -1.130792981117e+01,        +1.759791805528e+02,        -5.967995698613e+00,        +4.478646736087e+01,        -5.967995698613e+00,        +4.478646736087e+01,        -1.129190042590e+01,        +1.760444363639e+02
 1.16000000e+02,        -1.171867602859e+01,        +1.754027128815e+02,        -5.975633270228e+00,        +3.960346381566e+01,        -5.975633270228e+00,        +3.960346381566e+01,        -1.170086079782e+01,        +1.754758667728e+02
 1.18000000e+02,        -1.215622435038e+01,        +1.753307304777e+02,        -5.981714495271e+00,        +3.438158309495e+01,        -5.981714495271e+00,        +3.438158309495e+01,        -1.213633684807e+01,        +1.754101356885e+02
 1.20000000e+02,        -1.260748902505e+01,        +1.758467033379e+02,        -5.987393356549e+00,        +2.912006465027e+01,        -5.987393356549e+00,        +2.912006465027e+01,        -1.258524622314e+01,        +1.759299889532e+02
 1.22000000e+02,        -1.305323574875e+01,        +1.770250160396e+02,        -5.993831448375e+00,        +2.381956271504e+01,        -5.993831448375e+00,        +2.381956271504e+01,        -1.302840502507e+01,        +1.771088831470e+02
 1.24000000e+02,        -1.346724080468e+01,        +1.789106237164e+02,        -6.002156770650e+00,        +1.848215953110e+01,        -6.002156770650e+00,        +1.848215953110e+01,        -1.343971778287e+01,        +1.789907723370e+02
 1.26000000e+02,        -1.381714421399e+01,        -1.785094915875e+02,        -6.013421066017e+00,        +1.311132183949e+01,        -6.013421066017e+00,        +1.311132183949e+01,        -1.378705408670e+01,        -1.784381172524e+02
 1.28000000e+02,        -1.406832090186e+01,        -1.753358436924e+02,        -6.028557808275e+00,        +7.711795248990e+00,        -6.028557808275e+00,        +7.711795248990e+00,        -1.403610732273e+01,        -1.752783158902e+02
 1.30000000e+02,        -1.419117621167e+01,        -1.717704438592e+02,        -6.048343329951e+00,        +2.289435324118e+00,        -6.048343329951e+00,        +2.289435324118e+00,        -1.415761369881e+01,        -1.717306677351e+02
 1.32000000e+02,        -1.416980319352e+01,        -1.680965761781e+02,        -6.073363719613e+00,        -3.149020460511e+00,        -6.073363719613e+00,        -3.149020460511e+00,        -1.413588227572e+01,        -1.680761230800e+02
 1.34000000e+02,        -1.400755304516e+01,        -1.646216243324e+02,        -6.103989955276e+00,        -8.596230038321e+00,        -6.103989955276e+00,        -8.596230038321e+00,        -1.397426433816e+01,        -1.646192562151e+02
 1.36000000e+02,        -1.372591694870e+01,        -1.616073633973e+02,        -6.140363248447e+00,        -1.404455823023e+01,        -6.140363248447e+00,        -1.404455823023e+01,        -1.369404064602e+01,        -1.616195515934e+02
 1.38000000e+02,        -1.335746761620e+01,        -1.592227613464e+02,        -6.182391795716e+00,        -1.948640338580e+01,        -6.182391795716e+00,        -1.948640338580e+01,        -1.332746766602e+01,        -1.592448302079e+02
 1.40000000e+02,        -1.293718970121e+01,        -1.575357500098e+02,        -6.229759173505e+00,        -2.491451837510e+01,        -6.229759173505e+00,        -2.491451837510e+01,        -1.290922788899e+01,        -1.575629916690e+02
 1.42000000e+02,        -1.249612524944e+01,        -1.565342828367e+02,        -6.281943610123e+00,        -3.032230573415e+01,        -6.281943610123e+00,        -3.032230573415e+01,        -1.247014313583e+01,        -1.565626453600e+02
 1.44000000e+02,        -1.205852347048e+01,        -1.561570629867e+02,        -6.338246480106e+00,        -3.570406969325e+01,        -6.338246480106e+00,        -3.570406969325e+01,        -1.203433425252e+01,        -1.561833915529e+02
 1.46000000e+02,        -1.164163694672e+01,        -1.563201089762e+02,        -6.397827715801e+00,        -4.105521251567e+01,        -6.397827715801e+00,        -4.105521251567e+01,        -1.161899655065e+01,        -1.563421039344e+02
 1.48000000e+02,        -1.125682788720e+01,        -1.569344892598e+02,        -6.459745494770e+00,        -4.637236821723e+01,        -6.459745494770e+00,        -4.637236821723e+01,        -1.123547934931e+01,        -1.569505454563e+02
 1.50000000e+02,        -1.091102231361e+01,        -1.579160673517e+02,        -6.522997549696e+00,        -5.165347241894e+01,        -6.522997549696e+00,        -5.165347241894e+01,        -1.089071891090e+01,        -1.579250949310e+02
 1.52000000e+02,        -1.060803711558e+01,        -1.591897719560e+02,        -6.586561713659e+00,        -5.689777201839e+01,        -6.586561713659e+00,        -5.689777201839e+01,        -1.058855179269e+01,        -1.591910421771e+02
 1.54000000e+02,        -1.034962576355e+01,        -1.606906746039e+02,        -6.649433773037e+00,        -6.210578202439e+01,        -6.649433773037e+00,        -6.210578202439e+01,        -1.033075282475e+01,        -1.606837018559e+02
 1.56000000e+02,        -1.013624136897e+01,        -1.623634300309e+02,        -6.710661253837e+00,        -6.727919906502e+01,        -6.710661253837e+00,        -6.727919906502e+01,        -1.011779426599e+01,        -1.623478873045e+02
 1.58000000e+02,        -9.967568366819e+00,        -1.641609932493e+02,        -6.769372323191e+00,        -7.242078181420e+01,        -6.769372323190e+00,        -7.242078181420e+01,        -9.949375755327e+00,        -1.641366542328e+02
 1.60000000e+02,        -9.842880770374e+00,        -1.660430970868e+02,        -6.824799476232e+00,        -7.753420814705e+01,        -6.824799476232e+00,        -7.753420814705e+01,        -9.824781948835e+00,        -1.660097981606e+02
 1.62000000e+02,        -9.761275378620e+00,        -1.679747207350e+02,        -6.876298057413e+00,        -8.262391758893e+01,        -6.876298057413e+00,        -8.262391758893e+01,        -9.743115613025e+00,        -1.679323376015e+02
 1.64000000e+02,        -9.721815501869e+00,        -1.699246425844e+02,        -6.923359918433e+00,        -8.769494594328e+01,        -6.923359918433e+00,        -8.769494594328e+01,        -9.703441412610e+00,        -1.698730779260e+02
 1.66000000e+02,        -9.723609267997e+00,        -1.718641013278e+02,        -6.965622647111e+00,        -9.275275719484e+01,        -6.965622647111e+00,        -9.275275719484e+01,        -9.704864293867e+00,        -1.718032813664e+02
 1.68000000e+02,        -9.765837345419e+00,        -1.737655577408e+02,        -7.002874830651e+00,        -9.780307614223e+01,        -7.002874830651e+00,        -9.780307614223e+01,        -9.746557233745e+00,        -1.736954368334e+02
 1.70000000e+02,        -9.847737653563e+00,        -1.756015388846e+02,        -7.035057767780e+00,        -1.028517238845e+02,        -7.035057767780e+00,        -1.028517238845e+02,        -9.827745920285e+00,        -1.755221124071e+02
 1.72000000e+02,        -9.968548698500e+00,        -1.773435486497e+02,        -7.062263944003e+00,        -1.079044573694e+02,        -7.062263944003e+00,        -1.079044573694e+02,        -9.947652047270e+00,        -1.772548754855e+02
 1.74000000e+02,        -1.012740799874e+01,        -1.789610411285e+02,        -7.084732458880e+00,        -1.129668137440e+02,        -7.084732458880e+00,        -1.129668137440e+02,        -1.010539179330e+01,        -1.788632781637e+02
 1.76000000e+02,        -1.032319731170e+01,        +1.795795220918e+02,        -7.102841467679e+00,        -1.180439602257e+02,        -7.102841467679e+00,        -1.180439602257e+02,        -1.029982138922e+01,        +1.796860699450e+02
 1.78000000e+02,        -1.055432210497e+01,        +1.783154678395e+02,        -7.117097593439e+00,        -1.231405505930e+02,        -7.117097593439e+00,        -1.231405505930e+02,        -1.052931754810e+01,        +1.784302775514e+02
 1.80000000e+02,        -1.081840976452e+01,        +1.772884302521e+02,        -7.128122198761e+00,        -1.282605901160e+02,        -7.128122198761e+00,        -1.282605901160e+02,        -1.079147778528e+01,        +1.774106654569e+02
 1.82000000e+02,        -1.111191161482e+01,        +1.765443591988e+02,        -7.136634395762e+00,        -1.334073116957e+02,        -7.136634395762e+00,        -1.334073116957e+02,        -1.108272651610e+01,        +1.766727456896e+02
 1.84000000e+02,        -1.142960256495e+01,        +1.761326383573e+02,        -7.143430730784e+00,        -1.385830670389e+02,        -7.143430730784e+00,        -1.385830670389e+02,        -1.139782186124e+01,        +1.762653102524e+02
 1.86000000e+02,        -1.176399723751e+01,        +1.761037530949e+02,        -7.149361614780e+00,        -1.437892376828e+02,        -7.149361614780e+00,        -1.437892376828e+02,        -1.172928327701e+01,        +1.762380799079e+02
 1.88000000e+02,        -1.210475442864e+01,        +1.765047912683e+02,        -7.155304780426e+00,        -1.490261714137e+02,        -7.155304780426e+00,        -1.490261714137e+02,        -1.206681265852e+01,        +1.766372162696e+02
 1.90000000e+02,        -1.243823311972e+01,        +1.773720779763e+02,        -7.162136320998e+00,        -1.542931498849e+02,        -7.162136320997e+00,        -1.542931498849e+02,        -1.239687105646e+01,        +1.774980302727e+02
 1.92000000e+02,        -1.274748654456e+01,        +1.787207261481e+02,        -7.170700179603e+00,        -1.595883928456e+02,        -7.170700179603e+00,        -1.595883928456e+02,        -1.270269221767e+01,        +1.788347064746e+02
 1.94000000e+02,        -1.301308213105e+01,        -1.794678161044e+02,        -7.181777272317e+00,        -1.649091032001e+02,        -7.181777272317e+00,        -1.649091032001e+02,        -1.296510914795e+01,        -1.793718577897e+02
 1.96000000e+02,        -1.321508612702e+01,        -1.772569582519e+02,        -7.196055697228e+00,        -1.702515551018e+02,        -7.196055697228e+00,        -1.702515551018e+02,        -1.316451624545e+01,        -1.771848832047e+02
 1.98000000e+02,        -1.333619205488e+01,        -1.747594693717e+02,        -7.214103651330e+00,        -1.756112245399e+02,        -7.214103651330e+00,        -1.756112245399e+02,        -1.328393535920e+01,        -1.747159306151e+02
 2.00000000e+02,        -1.336529637020e+01,        -1.721298650835e+02,        -7.236346702420e+00,        +1.790170413508e+02,        -7.236346702420e+00,        +1.790170413508e+02,        -1.331250041892e+01,        -1.721173050825e+02
 2.02000000e+02,        -1.330020783971e+01,        -1.695434039144e+02,        -7.263050914485e+00,        +1.736388233468e+02,        -7.263050914485e+00,        +1.736388233468e+02,        -1.324808694102e+01,        -1.695614832194e+02
 2.04000000e+02,        -1.314824061523e+01,        -1.671674435422e+02,        -7.294312999151e+00,        +1.682599076041e+02,        -7.294312999151e+00,        +1.682599076041e+02,        -1.309788243820e+01,        -1.672131725433e+02
 2.06000000e+02,        -1.292438977851e+01,        -1.651356458298e+02,        -7.330058190200e+00,        +1.628860537223e+02,        -7.330058190200e+00,        +1.628860537223e+02,        -1.287661035894e+01,        -1.652041451946e+02
 2.08000000e+02,        -1.264797268275e+01,        -1.635337101652e+02,        -7.370045968756e+00,        +1.575227665586e+02,        -7.370045968756e+00,        +1.575227665586e+02,        -1.260325992364e+01,        -1.636192412583e+02
 2.10000000e+02,        -1.233913633682e+01,        -1.623986355651e+02,        -7.413883177945e+00,        +1.521750845865e+02,        -7.413883177945e+00,        +1.521750845865e+02,        -1.229767486826e+01,        -1.624955170726e+02
 2.12000000e+02,        -1.201627051968e+01,        -1.617275301783e+02,        -7.461043536072e+00,        +1.468473959584e+02,        -7.461043536072e+00,        +1.468473959584e+02,        -1.197801251149e+01,        -1.618307336238e+02
 2.14000000e+02,        -1.169464615654e+01,        -1.614901040298e+02,        -7.510892153093e+00,        +1.415432907883e+02,        -7.510892153093e+00,        +1.415432907883e+02,        -1.165939214010e+01,        -1.615955166293e+02
 2.16000000e+02,        -1.138606709994e+01,        -1.616404226784e+02,        -7.562713418487e+00,        +1.362654549309e+02,        -7.562713418487e+00,        +1.362654549309e+02,        -1.135353493599e+01,        -1.617448711741e+02
 2.18000000e+02,        -1.109914126781e+01,        -1.621258722804e+02,        -7.615740571311e+00,        +1.310156071640e+02,        -7.615740571311e+00,        +1.310156071640e+02,        -1.106901572432e+01,        -1.622270172062e+02
 2.20000000e+02,        -1.083982630565e+01,        -1.628930462607e+02,        -7.669185367830e+00,        +1.257944786104e+02,        -7.669185367830e+00,        +1.257944786104e+02,        -1.081179031789e+01,        -1.629892284057e+02
 2.22000000e+02,        -1.061202856342e+01,        -1.638911011361e+02,        -7.722266489933e+00,        +1.206018307768e+02,        -7.722266489933e+00,        +1.206018307768e+02,        -1.058578052089e+01,        -1.639811874524e+02
 2.24000000e+02,        -1.041814374649e+01,        -1.650733279210e+02,        -7.774235638703e+00,        +1.154365069201e+02,        -7.774235638703e+00,        +1.154365069201e+02,        -1.039340538108e+01,        -1.651565782592e+02
 2.26000000e+02,        -1.025949830407e+01,        -1.663975881127e+02,        -7.824400582037e+00,        +1.102965105878e+02,        -7.824400582037e+00,        +1.102965105878e+02,        -1.023601681072e+01,        -1.664735489763e+02
 2.28000000e+02,        -1.013668764065e+01,        -1.678260850633e+02,        -7.872144730739e+00,        +1.051791050443e+02,        -7.872144730739e+00,        +1.051791050443e+02,        -1.011423454094e+01,        -1.678945092356e+02
 2.30000000e+02,        -1.004982272141e+01,        -1.693247783810e+02,        -7.916943074375e+00,        +1.000809277037e+02,        -7.916943074375e+00,        +1.000809277037e+02,        -1.002819106110e+01,        -1.693855665493e+02
 2.32000000e+02,        -9.998700606663e+00,        -1.708626282730e+02,        -7.958374500187e+00,        +9.499811446678e+01,        -7.958374500187e+00,        +9.499811446678e+01,        -9.977701431569e+00,        -1.709157883680e+02
 2.34000000e+02,        -9.982913128416e+00,        -1.724107770879e+02,        -7.996130641423e+00,        +8.992642979192e+01,        -7.996130641423e+00,        +8.992642979192e+01,        -9.962371769054e+00,        -1.724563976306e+02
 2.36000000e+02,        -1.000190462575e+01,        -1.739417272305e+02,        -8.030021460986e+00,        +8.486139927091e+01,        -8.030021460986e+00,        +8.486139927091e+01,        -9.981657076583e+00,        -1.739799618643e+02
 2.38000000e+02,        -1.005498592955e+01,        -1.754285488950e+02,        -8.059977783659e+00,        +7.979844229284e+01,        -8.059977783659e+00,        +7.979844229284e+01,        -1.003487547944e+01,        -1.754596101830e+02
 2.40000000e+02,        -1.014130826448e+01,        -1.768441411847e+02,        -8.086050960167e+00,        +7.473300298701e+01,        -8.086050960167e+00,        +7.473300298701e+01,        -1.012118248565e+01,        -1.768683025442e+02
 2.42000000e+02,        -1.025979766983e+01,        -1.781605725492e+02,        -8.108409794968e+00,        +6.966067798901e+01,        -8.108409794968e+00,        +6.966067798901e+01,        -1.023950588253e+01,        -1.781781778495e+02
 2.44000000e+02,        -1.040904812394e+01,        -1.793485398735e+02,        -8.127334812732e+00,        +6.457733966416e+01,        -8.127334812732e+00,        +6.457733966416e+01,        -1.038843951449e+01,        -1.793600206902e+02
 2.46000000e+02,        -1.058717015179e+01,        +1.796229895200e+02,        -8.143209890839e+00,        +5.947925326383e+01,        -8.143209890839e+00,        +5.947925326383e+01,        -1.056609283300e+01,        +1.796170887826e+02
 2.48000000e+02,        -1.079159205704e+01,        +1.787868510467e+02,        -8.156511260124e+00,        +5.436318612787e+01,        -8.156511260124e+00,        +5.436318612787e+01,        -1.076989352152e+01,        +1.787858401582e+02
 2.50000000e+02,        -1.101881442118e+01,        +1.781773189436e+02,        -8.167793884535e+00,        +4.922650654413e+01,        -8.167793884535e+00,        +4.922650654413e+01,        -1.099634404333e+01,        +1.781803218532e+02
 2.52000000e+02,        -1.126412733785e+01,        +1.778290947464e+02,        -8.177675280383e+00,        +4.406726932464e+01,        -8.177675280383e+00,        +4.406726932464e+01,        -1.124074179176e+01,        +1.778350054634e+02
 2.54000000e+02,        -1.152131686988e+01,        +1.777753877813e+02,        -8.186816931135e+00,        +3.888428466376e+01,        -8.186816931135e+00,        +3.888428466376e+01,        -1.149688945413e+01,        +1.777828285683e+02
 2.56000000e+02,        -1.178241498793e+01,        +1.780448229335e+02,        -8.195903592697e+00,        +3.367716652780e+01,        -8.195903592697e+00,        +3.367716652780e+01,        -1.175684969265e+01,        +1.780521166332e+02
 2.58000000e+02,        -1.203758517307e+01,        +1.786570184218e+02,        -8.205620958071e+00,        +2.844635680952e+01,        -8.205620958071e+00,        +2.844635680952e+01,        -1.201083558843e+01,        +1.786621932905e+02
 2.60000000e+02,        -1.227527477007e+01,        +1.796169845413e+02,        -8.216632343503e+00,        +2.319312187184e+01,        -8.216632343503e+00,        +2.319312187184e+01,        -1.224736629179e+01,        +1.796178350775e+02
 2.62000000e+02,        -1.248278085366e+01,        -1.790909326518e+02,        -8.229555247461e+00,        +1.791951897025e+01,        -8.229555247461e+00,        +1.791951897025e+01,        -1.245383203082e+01,        -1.790967070772e+02
 2.64000000e+02,        -1.264732936162e+01,        -1.775080720361e+02,        -8.244938791139e+00,        +1.262833139581e+01,        -8.244938791139e+00,        +1.262833139581e+01,        -1.261756537169e+01,        -1.775226443035e+02
 2.66000000e+02,        -1.275762238504e+01,        -1.757033307121e+02,        -8.263243145098e+00,        +7.322972951862e+00,        -8.263243145098e+00,        +7.322972951862e+00,        -1.272737236150e+01,        -1.757284643724e+02
 2.68000000e+02,        -1.280558029459e+01,        -1.737698970849e+02,        -8.284822055413e+00,        +2.007364423461e+00,        -8.284822055413e+00,        +2.007364423461e+00,        -1.277525290577e+01,        -1.738066707758e+02
 2.70000000e+02,        -1.278779884832e+01,        -1.718161845469e+02,        -8.309909487904e+00,        -3.314213201200e+00,        -8.309909487904e+00,        -3.314213201200e+00,        -1.275783781407e+01,        -1.718648092740e+02
 2.72000000e+02,        -1.270621848075e+01,        -1.699525760212e+02,        -8.338611208229e+00,        -8.637282101688e+00,        -8.338611208229e+00,        -8.637282101688e+00,        -1.267704856467e+01,        -1.700123732171e+02
 2.74000000e+02,        -1.256774796716e+01,        -1.682775583907e+02,        -8.370901822914e+00,        -1.395733949965e+01,        -8.370901822914e+00,        -1.395733949965e+01,        -1.253972674203e+01,        -1.683471079681e+02
 2.76000000e+02,        -1.238298600847e+01,        -1.668671341519e+02,        -8.406627451396e+00,        -1.927002918591e+01,        -8.406627451396e+00,        -1.927002918591e+01,        -1.235637384872e+01,        -1.669445371504e+02
 2.78000000e+02,        -1.216449741908e+01,        -1.657698162461e+02,        -8.445513822566e+00,        -2.457130387494e+01,        -8.445513822566e+00,        -2.457130387494e+01,        -1.213944983294e+01,        -1.658529852627e+02
 2.80000000e+02,        -1.192515721431e+01,        -1.650071711162e+02,        -8.487179235745e+00,        -2.985757037231e+01,        -8.487179235745e+00,        -2.985757037231e+01,        -1.190173541255e+01,        -1.650940746466e+02
 2.82000000e+02,        -1.167690780715e+01,        -1.645781813365e+02,        -8.531151536098e+00,        -3.512581101903e+01,        -8.531151536098e+00,        -3.512581101903e+01,        -1.165509940689e+01,        -1.646670058560e+02
 2.84000000e+02,        -1.143003734095e+01,        -1.644652417284e+02,        -8.576888057271e+00,        -4.037367681257e+01,        -8.576888057271e+00,        -4.037367681257e+01,        -1.140977953501e+01,        -1.645544711692e+02
 2.86000000e+02,        -1.119291180307e+01,        -1.646400695734e+02,        -8.623797393280e+00,        -4.559954973995e+01,        -8.623797393280e+00,        -4.559954973995e+01,        -1.117411202449e+01,        -1.647285018814e+02
 2.88000000e+02,        -1.097201941698e+01,        -1.650685834038e+02,        -8.671261874702e+00,        -5.080257393503e+01,        -8.671261874702e+00,        -5.080257393503e+01,        -1.095457136077e+01,        -1.651553084984e+02
