        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V)
 1.00000000e+02,        +7.071067811865e+00,        +4.751597814700e+00,        -3.458583029671e-01,        +6.118786523389e-01,        +3.578187268982e+00,        +7.071067811865e+00,        +6.118786523389e-01,        +3.578187268982e+00,        +4.748884914072e+00,        -3.457561589405e-01
 1.02000000e+02,        +7.071067811865e+00,        +4.768955641151e+00,        -2.475098152595e-01,        +9.186568028073e-01,        +3.493311352955e+00,        +7.071067811865e+00,        +9.186568028073e-01,        +3.493311352955e+00,        +4.766265329970e+00,        -2.478315316158e-01
 1.04000000e+02,        +7.071067811865e+00,        +4.802442077761e+00,        -1.552374967810e-01,        +1.216453875133e+00,        +3.384989268102e+00,        +7.071067811865e+00,        +1.216453875133e+00,        +3.384989268102e+00,        +4.799697013309e+00,        -1.559468803259e-01
 1.06000000e+02,        +7.071067811865e+00,        +4.850712793496e+00,        -7.159594227445e-02,        +1.504103427209e+00,        +3.253679769013e+00,        +7.071067811865e+00,        +1.504103427209e+00,        +3.253679769013e+00,        +4.847850505693e+00,        -7.264988322305e-02
 1.08000000e+02,        +7.071067811865e+00,        +4.912053031954e+00,        +1.097671713095e-03,        +1.780311821432e+00,        +3.099746712421e+00,        +7.071067811865e+00,        +1.780311821432e+00,        +3.099746712421e+00,        +4.909024820757e+00,        -2.532848504225e-04
 1.10000000e+02,        +7.071067811865e+00,        +4.984401320787e+00,        +6.080914254142e-02,        +2.043609356213e+00,        +2.923520483086e+00,        +7.071067811865e+00,        +2.043609356213e+00,        +2.923520483086e+00,        +4.981171142286e+00,        +5.921114442815e-02
 1.12000000e+02,        +7.071067811865e+00,        +5.065377368652e+00,        +1.058379154776e-01,        +2.292318577322e+00,        +2.725371937501e+00,        +7.071067811865e+00,        +2.292318577322e+00,        +2.725371937501e+00,        +5.061920769670e+00,        +1.040436524154e-01
 1.14000000e+02,        +7.071067811865e+00,        +5.152318497673e+00,        +1.348726614038e-01,        +2.524542879462e+00,        +2.505795488126e+00,        +7.071067811865e+00,        +2.524542879462e+00,        +2.505795488126e+00,        +5.148621622843e+00,        +1.329323495639e-01
 1.16000000e+02,        +7.071067811865e+00,        +5.242329002601e+00,        +1.470496823674e-01,        +2.738178300183e+00,        +2.265496931003e+00,        +7.071067811865e+00,        +2.738178300183e+00,        +2.265496931003e+00,        +5.238387669545e+00,        +1.450117950867e-01
 1.18000000e+02,        +7.071067811865e+00,        +5.332346220714e+00,        +1.420101140583e-01,        +2.930950750466e+00,        +2.005480361758e+00,        +7.071067811865e+00,        +2.930950750466e+00,        +2.005480361758e+00,        +5.328165037988e+00,        +1.399203145826e-01
 1.20000000e+02,        +7.071067811865e+00,        +5.419225730416e+00,        +1.199500583117e-01,        +3.100479635618e+00,        +1.727127241220e+00,        +7.071067811865e+00,        +3.100479635618e+00,        +1.727127241220e+00,        +5.414817219301e+00,        +1.178502056195e-01
 1.22000000e+02,        +7.071067811865e+00,        +5.499845936387e+00,        +8.165636603130e-02,        +3.244366806532e+00,        +1.432259680019e+00,        +7.071067811865e+00,        +3.244366806532e+00,        +1.432259680019e+00,        +5.495229611677e+00,        +7.958357618873e-02
 1.24000000e+02,        +7.071067811865e+00,        +5.571229448046e+00,        +2.852016797127e-02,        +3.360307109923e+00,        +1.123179697649e+00,        +7.071067811865e+00,        +3.360307109923e+00,        +1.123179697649e+00,        +5.566430814925e+00,        +2.650593744618e-02
 1.26000000e+02,        +7.071067811865e+00,        +5.630675409032e+00,        -3.747922528553e-02,        +3.446213745330e+00,        +8.026769534760e-01,        +7.071067811865e+00,        +3.446213745330e+00,        +8.026769534760e-01,        +5.625724842900e+00,        -3.940980662908e-02
 1.28000000e+02,        +7.071067811865e+00,        +5.675893782762e+00,        -1.138255229905e-01,        +3.500348665451e+00,        +4.739995036137e-01,        +7.071067811865e+00,        +3.500348665451e+00,        +4.739995036137e-01,        +5.670825275484e+00,        -1.156544253391e-01
 1.30000000e+02,        +7.071067811865e+00,        +5.705130182411e+00,        -1.975539262274e-01,        +3.521446006254e+00,        +1.407855256188e-01,        +7.071067811865e+00,        +3.521446006254e+00,        +1.407855256188e-01,        +5.699979960180e+00,        -1.992706471477e-01
 1.32000000e+02,        +7.071067811865e+00,        +5.717268806740e+00,        -2.853746894916e-01,        +3.508815654114e+00,        -1.930416404878e-01,        +7.071067811865e+00,        +3.508815654114e+00,        -1.930416404878e-01,        +5.712073848528e+00,        -2.869764830646e-01
 1.34000000e+02,        +7.071067811865e+00,        +5.711901888521e+00,        -3.738248359092e-01,        +3.462415030685e+00,        -5.234080118044e-01,        +7.071067811865e+00,        +3.462415030685e+00,        -5.234080118044e-01,        +5.706698396325e+00,        -3.753166616744e-01
 1.36000000e+02,        +7.071067811865e+00,        +5.689356907852e+00,        -4.594368286943e-01,        +3.382880131446e+00,        -8.462416580010e-01,        +7.071067811865e+00,        +3.382880131446e+00,        -8.462416580010e-01,        +5.684178796774e+00,        -4.608309969068e-01
 1.38000000e+02,        +7.071067811865e+00,        +5.650677335144e+00,        -5.389101379331e-01,        +3.271511459773e+00,        -1.157629339239e+00,        +7.071067811865e+00,        +3.271511459773e+00,        -1.157629339239e+00,        +5.645554819765e+00,        -5.402256517380e-01
 1.40000000e+02,        +7.071067811865e+00,        +5.597558082598e+00,        -6.092708431665e-01,        +3.130215992512e+00,        -1.453962080451e+00,        +7.071067811865e+00,        +3.130215992512e+00,        -1.453962080451e+00,        +5.592516434468e+00,        -6.105324640371e-01
 1.42000000e+02,        +7.071067811865e+00,        +5.532242137850e+00,        -6.680058973814e-01,        +2.961411677503e+00,        -1.732056196033e+00,        +7.071067811865e+00,        +2.961411677503e+00,        -1.732056196033e+00,        +5.527300677605e+00,        -6.692429832654e-01
 1.44000000e+02,        +7.071067811865e+00,        +5.457389025378e+00,        -7.131621406378e-01,        +2.767905196807e+00,        -1.989239785574e+00,        +7.071067811865e+00,        +2.767905196807e+00,        -1.989239785574e+00,        +5.452560394120e+00,        -7.144073230690e-01
 1.46000000e+02,        +7.071067811865e+00,        +5.375928073832e+00,        -7.434048493305e-01,        +2.552756116466e+00,        -2.223399473099e+00,        +7.071067811865e+00,        +2.552756116466e+00,        -2.223399473099e+00,        +5.371217805449e+00,        -7.446926240831e-01
 1.48000000e+02,        +7.071067811865e+00,        +5.290909702674e+00,        -7.580355824502e-01,        +2.319140826397e+00,        -2.432987204047e+00,        +7.071067811865e+00,        +2.319140826397e+00,        -2.432987204047e+00,        +5.286316095630e+00,        -7.594008877110e-01
 1.50000000e+02,        +7.071067811865e+00,        +5.205366298383e+00,        -7.569734325549e-01,        +2.070228069705e+00,        -2.616991341844e+00,        +7.071067811865e+00,        +2.070228069705e+00,        -2.616991341844e+00,        +5.200880565516e+00,        -7.584502803076e-01
 1.52000000e+02,        +7.071067811865e+00,        +5.122191301730e+00,        -7.407068667081e-01,        +1.809074938462e+00,        -2.774879482211e+00,        +7.071067811865e+00,        +1.809074938462e+00,        -2.774879482211e+00,        +5.117797962130e+00,        -7.423270794600e-01
