        f (GHz),             |S[1][1]| (dB),        arg(S[1][1]) (deg.),             |S[2][1]| (dB),        arg(S[2][1]) (deg.),             |S[1][2]| (dB),        arg(S[1][2]) (deg.),             |S[2][2]| (dB),        arg(S[2][2]) (deg.)
 1.20000000e+02,        -2.574312484253e+01,        -1.706639462921e+02,        -8.536028456665e-01,        +7.915730102069e+01,        -8.536028456665e-01,        +7.915730102069e+01,        -2.570039268594e+01,        -1.701942479142e+02
 1.22000000e+02,        -2.585882288990e+01,        -1.751476243831e+02,        -8.599914824856e-01,        +7.450715753216e+01,        -8.599914824855e-01,        +7.450715753216e+01,        -2.581211503770e+01,        -1.746073500566e+02
 1.24000000e+02,        -2.603324634150e+01,        -1.796034320227e+02,        -8.661860288686e-01,        +6.985726381771e+01,        -8.661860288685e-01,        +6.985726381771e+01,        -2.598208615826e+01,        -1.789872185843e+02
 1.26000000e+02,        -2.626873032314e+01,        +1.759744876493e+02,        -8.721834842042e-01,        +6.520743355557e+01,        -8.721834842042e-01,        +6.520743355557e+01,        -2.621251090163e+01,        +1.766734779396e+02
 1.28000000e+02,        -2.656860070557e+01,        +1.715934161734e+02,        -8.779854517664e-01,        +6.055747974743e+01,        -8.779854517664e-01,        +6.055747974743e+01,        -2.650654456665e+01,        +1.723838244044e+02
 1.30000000e+02,        -2.693737153580e+01,        +1.672626767845e+02,        -8.835980816031e-01,        +5.590721976726e+01,        -8.835980816031e-01,        +5.590721976726e+01,        -2.686847239658e+01,        +1.681554070492e+02
 1.32000000e+02,        -2.738103592572e+01,        +1.629945370179e+02,        -8.890318885320e-01,        +5.125648026313e+01,        -8.890318885320e-01,        +5.125648026313e+01,        -2.730397268062e+01,        +1.640034019919e+02
 1.34000000e+02,        -2.790749279071e+01,        +1.588055810281e+02,        -8.943014510412e-01,        +4.660510178172e+01,        -8.943014510412e-01,        +4.660510178172e+01,        -2.782049897223e+01,        +1.599482193703e+02
 1.36000000e+02,        -2.852717925033e+01,        +1.547188788549e+02,        -8.994249998775e-01,        +4.195294299341e+01,        -8.994249998775e-01,        +4.195294299341e+01,        -2.842783844193e+01,        +1.560180806174e+02
 1.38000000e+02,        -2.925402646968e+01,        +1.507675627133e+02,        -9.044239078896e-01,        +3.729988440638e+01,        -9.044239078896e-01,        +3.729988440638e+01,        -2.913893917464e+01,        +1.522532223247e+02
 1.40000000e+02,        -3.010694404706e+01,        +1.470010108726e+02,        -9.093220952030e-01,        +3.264583147181e+01,        -9.093220952030e-01,        +3.264583147181e+01,        -2.997116002864e+01,        +1.487130658555e+02
 1.42000000e+02,        -3.111220327964e+01,        +1.434961556624e+02,        -9.141453659975e-01,        +2.799071699780e+01,        -9.141453659975e-01,        +2.799071699780e+01,        -3.094820019540e+01,        +1.454890913270e+02
 1.44000000e+02,        -3.230741267708e+01,        +1.403796034068e+02,        -9.189206949658e-01,        +2.333450280800e+01,        -9.189206949657e-01,        +2.333450280800e+01,        -3.210313373690e+01,        +1.427294017120e+02
 1.46000000e+02,        -3.374841670780e+01,        +1.378746521949e+02,        -9.236754829030e-01,        +1.867718060062e+01,        -9.236754829030e-01,        +1.867718060062e+01,        -3.348318807067e+01,        +1.406891098242e+02
 1.48000000e+02,        -3.552159893634e+01,        +1.364122242797e+02,        -9.284368017684e-01,        +1.401877198496e+01,        -9.284368017684e-01,        +1.401877198496e+01,        -3.515678413578e+01,        +1.398429534185e+02
 1.50000000e+02,        -3.776481744939e+01,        +1.369294278857e+02,        -9.332306499181e-01,        +9.359327694507e+00,        -9.332306499181e-01,        +9.359327694507e+00,        -3.722002692303e+01,        +1.411623440395e+02
 1.52000000e+02,        -4.068450886139e+01,        +1.418071172794e+02,        -9.380812380147e-01,        +4.698925998542e+00,        -9.380812380147e-01,        +4.698925998542e+00,        -3.977306749417e+01,        +1.468498734003e+02
 1.54000000e+02,        -4.432815794560e+01,        +1.579849447890e+02,        -9.430103253561e-01,        +3.767035612616e-02,        -9.430103253561e-01,        +3.767035612616e-02,        -4.265443437393e+01,        +1.619847783732e+02
 1.56000000e+02,        -4.637039794320e+01,        -1.632695041492e+02,        -9.480366250291e-01,        -4.624313622179e+00,        -9.480366250291e-01,        -4.624313622179e+00,        -4.423878881252e+01,        -1.680302807538e+02
 1.58000000e+02,        -4.354240244487e+01,        -1.290623992286e+02,        -9.531752944201e-01,        -9.286881819887e+00,        -9.531752944201e-01,        -9.286881819887e+00,        -4.251937737239e+01,        -1.386728726915e+02
 1.60000000e+02,        -4.000605517918e+01,        -1.162411190522e+02,        -9.584375252309e-01,        -1.394987576512e+01,        -9.584375252309e-01,        -1.394987576512e+01,        -3.963997511616e+01,        -1.241867858192e+02
 1.62000000e+02,        -3.724738461632e+01,        -1.125920788270e+02,        -9.638302443346e-01,        -1.861312716923e+01,        -9.638302443346e-01,        -1.861312716923e+01,        -3.711712760970e+01,        -1.187888620349e+02
 1.64000000e+02,        -3.511796273851e+01,        -1.125743187662e+02,        -9.693559336337e-01,        -2.327646272554e+01,        -9.693559336337e-01,        -2.327646272554e+01,        -3.508086061797e+01,        -1.175865807278e+02
 1.66000000e+02,        -3.342419703519e+01,        -1.142570763015e+02,        -9.750125736599e-01,        -2.793970903298e+01,        -9.750125736599e-01,        -2.793970903298e+01,        -3.342888848924e+01,        -1.184711504307e+02
 1.68000000e+02,        -3.204119124680e+01,        -1.168529322560e+02,        -9.807937120878e-01,        -3.260269750633e+01,        -9.807937120878e-01,        -3.260269750633e+01,        -3.206652494557e+01,        -1.205079561419e+02
 1.70000000e+02,        -3.089038290634e+01,        -1.199892604646e+02,        -9.866886547432e-01,        -3.726526913539e+01,        -9.866886547432e-01,        -3.726526913539e+01,        -3.092665162664e+01,        -1.232376683031e+02
 1.72000000e+02,        -2.992054550223e+01,        -1.234685880132e+02,        -9.926827731940e-01,        -4.192727896116e+01,        -9.926827731940e-01,        -4.192727896116e+01,        -2.996293820766e+01,        -1.264121787645e+02
 1.74000000e+02,        -2.909689467631e+01,        -1.271768391177e+02,        -9.987579197269e-01,        -4.658860014564e+01,        -9.987579197269e-01,        -4.658860014564e+01,        -2.914290881561e+01,        -1.298867385935e+02
 1.76000000e+02,        -2.839496024876e+01,        -1.310434993189e+02,        -1.004892937543e+00,        -5.124912752475e+01,        -1.004892937543e+00,        -5.124912752475e+01,        -2.844326957563e+01,        -1.335714710216e+02
 1.78000000e+02,        -2.779702635063e+01,        -1.350225113500e+02,        -1.011064251442e+00,        -5.590878054969e+01,        -1.011064251442e+00,        -5.590878054969e+01,        -2.784694400108e+01,        -1.374076378986e+02
 1.80000000e+02,        -2.728997937456e+01,        -1.390823530166e+02,        -1.017246522179e+00,        -6.056750554006e+01,        -1.017246522179e+00,        -6.056750554006e+01,        -2.734118674524e+01,        -1.413551573670e+02
 1.82000000e+02,        -2.686395740362e+01,        -1.432005353057e+02,        -1.023413346112e+00,        -6.522527719223e+01,        -1.023413346112e+00,        -6.522527719223e+01,        -2.691636071387e+01,        -1.453856297535e+02
 1.84000000e+02,        -2.651147488293e+01,        -1.473603771759e+02,        -1.029537980755e+00,        -6.988209930780e+01,        -1.029537980755e+00,        -6.988209930780e+01,        -2.656512705321e+01,        -1.494782341973e+02
 1.86000000e+02,        -2.622684039866e+01,        -1.515490190483e+02,        -1.035594076409e+00,        -7.453800472844e+01,        -1.035594076409e+00,        -7.453800472844e+01,        -2.628189833733e+01,        -1.536172018318e+02
 1.88000000e+02,        -2.600576217260e+01,        -1.557561401603e+02,        -1.041556394151e+00,        -7.919305448529e+01,        -1.041556394151e+00,        -7.919305448529e+01,        -2.606246445478e+01,        -1.577901929653e+02
 1.90000000e+02,        -2.584507836102e+01,        -1.599730885599e+02,        -1.047401491108e+00,        -8.384733619161e+01,        -1.047401491108e+00,        -8.384733619161e+01,        -2.590373555200e+01,        -1.619872105016e+02
 1.92000000e+02,        -2.574257370387e+01,        -1.641922565406e+02,        -1.053108355028e+00,        -8.850096172720e+01,        -1.053108355028e+00,        -8.850096172720e+01,        -2.580356736063e+01,        -1.661998387245e+02
 1.94000000e+02,        -2.569685874364e+01,        -1.684065997559e+02,        -1.058658971775e+00,        -9.315406428064e+01,        -1.058658971775e+00,        -9.315406428064e+01,        -2.576064725933e+01,        -1.704206804495e+02
 1.96000000e+02,        -2.570729706463e+01,        -1.726092332120e+02,        -1.064038811221e+00,        -9.780679483157e+01,        -1.064038811221e+00,        -9.780679483157e+01,        -2.577442787901e+01,        -1.746429114190e+02
 1.98000000e+02,        -2.577397218758e+01,        -1.767930551806e+02,        -1.069237219336e+00,        -1.024593181682e+02,        -1.069237219336e+00,        -1.024593181682e+02,        -2.584510093593e+01,        -1.788598956171e+02
 2.00000000e+02,        -2.589769029146e+01,        +1.790496428814e+02,        -1.074247706708e+00,        -1.071118085467e+02,        -1.074247706708e+00,        -1.071118085467e+02,        -2.597360850043e+01,        +1.769351827746e+02
 2.02000000e+02,        -2.608001872514e+01,        +1.749276236027e+02,        -1.079068126466e+00,        -1.117644451061e+02,        -1.079068126466e+00,        -1.117644451061e+02,        -2.616169294240e+01,        +1.727497120753e+02
 2.04000000e+02,        -2.632336399323e+01,        +1.708512610701e+02,        -1.083700737353e+00,        -1.164174071600e+02,        -1.083700737353e+00,        -1.164174071600e+02,        -2.641199107089e+01,        +1.685921169701e+02
 2.06000000e+02,        -2.663109718619e+01,        +1.668332820060e+02,        -1.088152150643e+00,        -1.210708694864e+02,        -1.088152150643e+00,        -1.210708694864e+02,        -2.672818331002e+01,        +1.644724551965e+02
 2.08000000e+02,        -2.700774042226e+01,        +1.628898025848e+02,        -1.092433162458e+00,        -1.257249977370e+02,        -1.092433162458e+00,        -1.257249977370e+02,        -2.711521623560e+01,        +1.604032387931e+02
 2.10000000e+02,        -2.745923579819e+01,        +1.590418407956e+02,        -1.096558475948e+00,        -1.303799440875e+02,        -1.096558475949e+00,        -1.303799440875e+02,        -2.757962819789e+01,        +1.564006275221e+02
 2.12000000e+02,        -2.799333011050e+01,        +1.553176073813e+02,        -1.100546320539e+00,        -1.350358432388e+02,        -1.100546320539e+00,        -1.350358432388e+02,        -2.813002612181e+01,        +1.524862461140e+02
 2.14000000e+02,        -2.862012638993e+01,        +1.517561078106e+02,        -1.104417978081e+00,        -1.396928088758e+02,        -1.104417978081e+00,        -1.396928088758e+02,        -2.877779243133e+01,        +1.486900766644e+02
 2.16000000e+02,        -2.935287983816e+01,        +1.484130323461e+02,        -1.108197228133e+00,        -1.443509306748e+02,        -1.108197228133e+00,        -1.443509306748e+02,        -2.953815476605e+01,        +1.450552782197e+02
 2.18000000e+02,        -3.020915255150e+01,        +1.453708134744e+02,        -1.111909726724e+00,        -1.490102719406e+02,        -1.111909726724e+00,        -1.490102719406e+02,        -3.043184761092e+01,        +1.416466357072e+02
 2.20000000e+02,        -3.121247907373e+01,        +1.427566578040e+02,        -1.115582334758e+00,        -1.536708679366e+02,        -1.115582334758e+00,        -1.536708679366e+02,        -3.148777188148e+01,        +1.385662682194e+02
 2.22000000e+02,        -3.239466973255e+01,        +1.407767128768e+02,        -1.119242413612e+00,        -1.583327249524e+02,        -1.119242413612e+00,        -1.583327249524e+02,        -3.274738089163e+01,        +1.359849590045e+02
 2.24000000e+02,        -3.379847872329e+01,        +1.397848893137e+02,        -1.122917106491e+00,        -1.629958201379e+02,        -1.122917106491e+00,        -1.629958201379e+02,        -3.427204637249e+01,        +1.342102276629e+02
 2.26000000e+02,        -3.547812075594e+01,        +1.404301953232e+02,        -1.126632624573e+00,        -1.676601021100e+02,        -1.126632624573e+00,        -1.676601021100e+02,        -3.615496889530e+01,        +1.338505806419e+02
 2.28000000e+02,        -3.748400633274e+01,        +1.439827749417e+02,        -1.130413557033e+00,        -1.723254923168e+02,        -1.130413557033e+00,        -1.723254923168e+02,        -3.853422686675e+01,        +1.362634787437e+02
 2.30000000e+02,        -3.976633158323e+01,        +1.529679919353e+02,        -1.134282223466e+00,        -1.769918871274e+02,        -1.134282223466e+00,        -1.769918871274e+02,        -4.154568591086e+01,        +1.449009420878e+02
 2.32000000e+02,        -4.177780030669e+01,        +1.711881431211e+02,        -1.138258086248e+00,        +1.783408394088e+02,        -1.138258086248e+00,        +1.783408394088e+02,        -4.467115582064e+01,        +1.681252024835e+02
 2.34000000e+02,        -4.205839695927e+01,        -1.629716288194e+02,        -1.142357238784e+00,        +1.736728322055e+02,        -1.142357238784e+00,        +1.736728322055e+02,        -4.475949653584e+01,        -1.538066780725e+02
 2.36000000e+02,        -4.030244579739e+01,        -1.422745395217e+02,        -1.146591983633e+00,        +1.690042512750e+02,        -1.146591983633e+00,        +1.690042512750e+02,        -4.166349048537e+01,        -1.297492973019e+02
 2.38000000e+02,        -3.799283107429e+01,        -1.314184431947e+02,        -1.150970512015e+00,        +1.643352674597e+02,        -1.150970512015e+00,        +1.643352674597e+02,        -3.861280079243e+01,        -1.207075296171e+02
 2.40000000e+02,        -3.589961583833e+01,        -1.268509899897e+02,        -1.155496693479e+00,        +1.596660578757e+02,        -1.155496693479e+00,        +1.596660578757e+02,        -3.619563988335e+01,        -1.181181889492e+02
 2.42000000e+02,        -3.413734978421e+01,        -1.256479208575e+02,        -1.160169981413e+00,        +1.549968011913e+02,        -1.160169981413e+00,        +1.549968011913e+02,        -3.428144919548e+01,        -1.183851947639e+02
 2.44000000e+02,        -3.266473284022e+01,        -1.263078380838e+02,        -1.164985436881e+00,        +1.503276728694e+02,        -1.164985436881e+00,        +1.503276728694e+02,        -3.273027491408e+01,        -1.201006484928e+02
 2.46000000e+02,        -3.142581038175e+01,        -1.280725646820e+02,        -1.169933869969e+00,        +1.456588405015e+02,        -1.169933869969e+00,        +1.456588405015e+02,        -3.144724660479e+01,        -1.226368000240e+02
 2.48000000e+02,        -3.037491622199e+01,        -1.305352726809e+02,        -1.175002094542e+00,        +1.409904593616e+02,        -1.175002094542e+00,        +1.409904593616e+02,        -3.036991493939e+01,        -1.256777026965e+02
 2.50000000e+02,        -2.947784690280e+01,        -1.334624369531e+02,        -1.180173289196e+00,        +1.363226682975e+02,        -1.180173289196e+00,        +1.363226682975e+02,        -2.945613867503e+01,        -1.290483855451e+02
 2.52000000e+02,        -2.870930591834e+01,        -1.367116987032e+02,        -1.185427454275e+00,        +1.316555860703e+02,        -1.185427454275e+00,        +1.316555860703e+02,        -2.867655750288e+01,        -1.326443969536e+02
 2.54000000e+02,        -2.805045415662e+01,        -1.401916993449e+02,        -1.190741952263e+00,        +1.269893082386e+02,        -1.190741952263e+00,        +1.269893082386e+02,        -2.801011011937e+01,        -1.363995072824e+02
 2.56000000e+02,        -2.748709813115e+01,        -1.438411817755e+02,        -1.196092116646e+00,        +1.223239046680e+02,        -1.196092116646e+00,        +1.223239046680e+02,        -2.744131899761e+01,        -1.402695692353e+02
 2.58000000e+02,        -2.700842718385e+01,        -1.476174805069e+02,        -1.201451912630e+00,        +1.176594177290e+02,        -1.201451912630e+00,        +1.176594177290e+02,        -2.695859560722e+01,        -1.442238612322e+02
 2.60000000e+02,        -2.660614291831e+01,        -1.514898554495e+02,        -1.206794631854e+00,        +1.129958612283e+02,        -1.206794631854e+00,        +1.129958612283e+02,        -2.655314999343e+01,        -1.482401613229e+02
 2.62000000e+02,        -2.627385659262e+01,        -1.554354549097e+02,        -1.212093602492e+00,        +1.083332200968e+02,        -1.212093602492e+00,        +1.083332200968e+02,        -2.621827008465e+01,        -1.523017971867e+02
 2.64000000e+02,        -2.600666890086e+01,        -1.594367699960e+02,        -1.217322895963e+00,        +1.036714508378e+02,        -1.217322895963e+00,        +1.036714508378e+02,        -2.594883495563e+01,        -1.563957961576e+02
 2.66000000e+02,        -2.580087555429e+01,        -1.634799668919e+02,        -1.222458011729e+00,        +9.901048272025e+01,        -1.222458011729e+00,        +9.901048272025e+01,        -2.574098124475e+01,        -1.605116722093e+02
 2.68000000e+02,        -2.565376165913e+01,        -1.675537511210e+02,        -1.227476522462e+00,        +9.435021968097e+01,        -1.227476522462e+00,        +9.435021968097e+01,        -2.559187341850e+01,        -1.646405922233e+02
 2.70000000e+02,        -2.556346081460e+01,        -1.716485602814e+02,        -1.232358663051e+00,        +8.969054288301e+01,        -1.232358663051e+00,        +8.969054288301e+01,        -2.549954724098e+01,        -1.687747707533e+02
 2.72000000e+02,        -2.552886347027e+01,        -1.757559598674e+02,        -1.237087848545e+00,        +8.503131386085e+01,        -1.237087848545e+00,        +8.503131386085e+01,        -2.546280729949e+01,        -1.729069999104e+02
 2.74000000e+02,        -2.554956502062e+01,        -1.798681604219e+02,        -1.241651108037e+00,        +8.037237816938e+01,        -1.241651108037e+00,        +8.037237816938e+01,        -2.548116685502e+01,        -1.770302520715e+02
 2.76000000e+02,        -2.562584847609e+01,        +1.760224018226e+02,        -1.246039423751e+00,        +7.571356944129e+01,        -1.246039423751e+00,        +7.571356944129e+01,        -2.555482339739e+01,        +1.788626909335e+02
 2.78000000e+02,        -2.575870009297e+01,        +1.719234670214e+02,        -1.250247966991e+00,        +7.105471374868e+01,        -1.250247966991e+00,        +7.105471374868e+01,        -2.568466715908e+01,        +1.747796223216e+02
 2.80000000e+02,        -2.594985965890e+01,        +1.678433800562e+02,        -1.254276225256e+00,        +6.639563415745e+01,        -1.254276225256e+00,        +6.639563415745e+01,        -2.587232320131e+01,        +1.707293502538e+02
 2.82000000e+02,        -2.620191076541e+01,        +1.637915943343e+02,        -1.258128017526e+00,        +6.173615535898e+01,        -1.258128017526e+00,        +6.173615535898e+01,        -2.612023110120e+01,        +1.667222443663e+02
 2.84000000e+02,        -2.651842099272e+01,        +1.597793160565e+02,        -1.261811397479e+00,        +5.707610826228e+01,        -1.261811397479e+00,        +5.707610826228e+01,        -2.643177030861e+01,        +1.627709602924e+02
 2.86000000e+02,        -2.690414838277e+01,        +1.558203850470e+02,        -1.265338447211e+00,        +5.241533443057e+01,        -1.265338447211e+00,        +5.241533443057e+01,        -2.681144460092e+01,        +1.588914502666e+02
 2.88000000e+02,        -2.736534029540e+01,        +1.519325454464e+02,        -1.268724966736e+00,        +4.775369025041e+01,        -1.268724966736e+00,        +4.775369025041e+01,        -2.726514672038e+01,        +1.551044333232e+02
 2.90000000e+02,        -2.791016610447e+01,        +1.481393650394e+02,        -1.271990067177e+00,        +4.309105072758e+01,        -1.271990067177e+00,        +4.309105072758e+01,        -2.780053568624e+01,        +1.514376166409e+02
 2.92000000e+02,        -2.854935032832e+01,        +1.444732619529e+02,        -1.275155678064e+00,        +3.842731281298e+01,        -1.275155678064e+00,        +3.842731281298e+01,        -2.842757656749e+01,        +1.479291789586e+02
 2.94000000e+02,        -2.929711499819e+01,        +1.409804927214e+02,        -1.278245981436e+00,        +3.376239817315e+01,        -1.278245981436e+00,        +3.376239817315e+01,        -2.915931844349e+01,        +1.446334508969e+02
 2.96000000e+02,        -3.017261200081e+01,        +1.377297784760e+02,        -1.281286787474e+00,        +2.909625533346e+01,        -1.281286787474e+00,        +2.909625533346e+01,        -3.001302266453e+01,        +1.416305844640e+02
 2.98000000e+02,        -3.120214758640e+01,        +1.348280667327e+02,        -1.284304868153e+00,        +2.442886113770e+01,        -1.284304868153e+00,        +2.442886113770e+01,        -3.101179263206e+01,        +1.390438299261e+02
 3.00000000e+02,        -3.242268995729e+01,        +1.324512524816e+02,        -1.287327266790e+00,        +1.976022148552e+01,        -1.287327266790e+00,        +1.976022148552e+01,        -3.218684199935e+01,        +1.370721472658e+02
