        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A)
 1.00000000e+02,        +1.414213562373e-01,        +1.381313045015e-01,        -4.657260498356e-03,        -7.542243204803e-02,        +1.049472468249e-01,        +1.414213562373e-01,        -7.542243204803e-02,        +1.049472468249e-01,        +1.381118387009e-01,        -4.654159605414e-03
 1.02000000e+02,        +1.414213562373e-01,        +1.375461276428e-01,        -4.658101576177e-03,        -6.659147480838e-02,        +1.106335675956e-01,        +1.414213562373e-01,        -6.659147480838e-02,        +1.106335675956e-01,        +1.375307191852e-01,        -4.659938528270e-03
 1.04000000e+02,        +1.414213562373e-01,        +1.369677962515e-01,        -4.563701343141e-03,        -5.733777842583e-02,        +1.155781851315e-01,        +1.414213562373e-01,        -5.733777842583e-02,        +1.155781851315e-01,        +1.369556521545e-01,        -4.571269470964e-03
 1.06000000e+02,        +1.414213562373e-01,        +1.364119528338e-01,        -4.376820051133e-03,        -4.772372318903e-02,        +1.197505657093e-01,        +1.414213562373e-01,        -4.772372318903e-02,        +1.197505657093e-01,        +1.364021549259e-01,        -4.390797979564e-03
 1.08000000e+02,        +1.414213562373e-01,        +1.358934953982e-01,        -4.102731819510e-03,        -3.781371424083e-02,        +1.231254688607e-01,        +1.414213562373e-01,        -3.781371424083e-02,        +1.231254688607e-01,        +1.358850171990e-01,        -4.123665460057e-03
 1.10000000e+02,        +1.414213562373e-01,        +1.354261830834e-01,        -3.749054364026e-03,        -2.767372211679e-02,        +1.256830372929e-01,        +1.414213562373e-01,        -2.767372211679e-02,        +1.256830372929e-01,        +1.354179091391e-01,        -3.777341519285e-03
 1.12000000e+02,        +1.414213562373e-01,        +1.350222775805e-01,        -3.325518635109e-03,        -1.737083173101e-02,        +1.274088455411e-01,        +1.414213562373e-01,        -1.737083173101e-02,        +1.274088455411e-01,        +1.350130248311e-01,        -3.361396533312e-03
 1.14000000e+02,        +1.414213562373e-01,        +1.346922290918e-01,        -2.843685551301e-03,        -6.972803484488e-03,        +1.282939117507e-01,        +1.414213562373e-01,        -6.972803484488e-03,        +1.282939117507e-01,        +1.346807698097e-01,        -2.887221558328e-03
 1.16000000e+02,        +1.414213562373e-01,        +1.344444141595e-01,        -2.316618164666e-03,        +3.452351076466e-03,        +1.283346772133e-01,        +1.414213562373e-01,        +3.452351076466e-03,        +1.283346772133e-01,        +1.344294999756e-01,        -2.367703846928e-03
 1.18000000e+02,        +1.414213562373e-01,        +1.342849311849e-01,        -1.758518476012e-03,        +1.383677783192e-02,        +1.275329581898e-01,        +1.414213562373e-01,        +1.383677783192e-02,        +1.275329581898e-01,        +1.342653177008e-01,        -1.816867112570e-03
