        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J)
 1.00000000e+02,        +2.564952801401e-12,        +2.704216418856e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.565581526165e-12,        +2.705337804200e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.02000000e+02,        +2.541755853952e-12,        +2.644769026644e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.542366670415e-12,        +2.645846149647e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.04000000e+02,        +2.527598900698e-12,        +2.591313920098e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.528205252655e-12,        +2.592352934538e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.06000000e+02,        +2.522242670112e-12,        +2.544640143070e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.522857222912e-12,        +2.545647840735e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.08000000e+02,        +2.525384993475e-12,        +2.505376015603e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.526019692438e-12,        +2.506359660076e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.10000000e+02,        +2.536677689740e-12,        +2.474017627005e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.537343817924e-12,        +2.474984815799e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.12000000e+02,        +2.555734272984e-12,        +2.450951188429e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.556442496069e-12,        +2.451909737927e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.14000000e+02,        +2.582129390903e-12,        +2.436468112609e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.582889778741e-12,        +2.437425959539e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.16000000e+02,        +2.615390894798e-12,        +2.430772125902e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.616212910478e-12,        +2.431737238896e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.18000000e+02,        +2.654985430157e-12,        +2.433977980953e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.655877878401e-12,        +2.434958275805e-12,        +0.000000000000e+00,        +0.000000000000e+00
