        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J)
 1.00000000e+02,        +2.953618222893e-12,        +2.912095306175e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.953391430368e-12,        +2.912295279855e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.02000000e+02,        +2.953764069505e-12,        +2.907028809017e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.953509092246e-12,        +2.907242565138e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.04000000e+02,        +2.954514567967e-12,        +2.901803249085e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.954230586905e-12,        +2.902029722079e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.06000000e+02,        +2.955777699243e-12,        +2.896527113043e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.955464192216e-12,        +2.896765044587e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.08000000e+02,        +2.957454612350e-12,        +2.891306052417e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.957111390161e-12,        +2.891553983596e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.10000000e+02,        +2.959441786147e-12,        +2.886240483339e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.959069024882e-12,        +2.886496749708e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.12000000e+02,        +2.961633227033e-12,        +2.881423382245e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.961231495882e-12,        +2.881686112133e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.14000000e+02,        +2.963922664534e-12,        +2.876938316953e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.963492948371e-12,        +2.877205433345e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.16000000e+02,        +2.966205707621e-12,        +2.872857747281e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.965749423578e-12,        +2.873126973616e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.18000000e+02,        +2.968381925485e-12,        +2.869241624030e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.967900932788e-12,        +2.869510494235e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.20000000e+02,        +2.970356817443e-12,        +2.866136309593e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.969853419830e-12,        +2.866402182600e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.22000000e+02,        +2.972043637739e-12,        +2.863573837693e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.971520577879e-12,        +2.863833916632e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.24000000e+02,        +2.973365042397e-12,        +2.861571523607e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.972825487815e-12,        +2.861822879783e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.26000000e+02,        +2.974254527054e-12,        +2.860131929747e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.973702047250e-12,        +2.860371531378e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.28000000e+02,        +2.974657627139e-12,        +2.859243184474e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.974096161737e-12,        +2.859467930050e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.30000000e+02,        +2.974532854914e-12,        +2.858879644627e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.973966672916e-12,        +2.859086400626e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.32000000e+02,        +2.973852351997e-12,        +2.859002884527e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.973286002403e-12,        +2.859188527045e-12,        +0.000000000000e+00,        +0.000000000000e+00
