        f (GHz),             |S[1][1]| (dB),        arg(S[1][1]) (deg.),             |S[2][1]| (dB),        arg(S[2][1]) (deg.),             |S[1][2]| (dB),        arg(S[1][2]) (deg.),             |S[2][2]| (dB),        arg(S[2][2]) (deg.)
 1.44000000e+02,        -3.199674585780e+01,        -6.737972446408e+01,        -8.401847459821e-01,        +2.599045707714e+01,        -8.401847459821e-01,        +2.599045707714e+01,        -3.200429808241e+01,        -6.511588036772e+01
 1.46000000e+02,        -3.414539241395e+01,        -6.925283293461e+01,        -8.449850224959e-01,        +2.135145753151e+01,        -8.449850224960e-01,        +2.135145753151e+01,        -3.413106196131e+01,        -6.626802380540e+01
 1.48000000e+02,        -3.703165794559e+01,        -6.905599438975e+01,        -8.500619720174e-01,        +1.671213407725e+01,        -8.500619720174e-01,        +1.671213407725e+01,        -3.695034443085e+01,        -6.482182856521e+01
 1.50000000e+02,        -4.124356237464e+01,        -6.287368784384e+01,        -8.554161178644e-01,        +1.207280678455e+01,        -8.554161178644e-01,        +1.207280678455e+01,        -4.089422938103e+01,        -5.625274112102e+01
 1.52000000e+02,        -4.726501426053e+01,        -3.040829414122e+01,        -8.610401346676e-01,        +7.433791829080e+00,        -8.610401346676e-01,        +7.433791829080e+00,        -4.558197961947e+01,        -2.310499854951e+01
 1.54000000e+02,        -4.523047942705e+01,        +3.673864984832e+01,        -8.669190514126e-01,        +2.795393270030e+00,        -8.669190514126e-01,        +2.795393270030e+00,        -4.382090318638e+01,        +3.100541782710e+01
 1.56000000e+02,        -3.967238987287e+01,        +5.547169406614e+01,        -8.730306536905e-01,        -1.842104840577e+00,        -8.730306536905e-01,        -1.842104840577e+00,        -3.913874482151e+01,        +5.038392447026e+01
 1.58000000e+02,        -3.602720910934e+01,        +5.879106220788e+01,        -8.793460737408e-01,        -6.478445805361e+00,        -8.793460737408e-01,        -6.478445805361e+00,        -3.574670231625e+01,        +5.502009820987e+01
 1.60000000e+02,        -3.345862905902e+01,        +5.808386301768e+01,        -8.858305516003e-01,        -1.111340689098e+01,        -8.858305516003e-01,        -1.111340689098e+01,        -3.327816075797e+01,        +5.512151755424e+01
 1.62000000e+02,        -3.151249347453e+01,        +5.582446119379e+01,        -8.924443460029e-01,        -1.574680502724e+01,        -8.924443460029e-01,        -1.574680502724e+01,        -3.138216391003e+01,        +5.337771299619e+01
 1.64000000e+02,        -2.996904244154e+01,        +5.281455170238e+01,        -8.991437697616e-01,        -2.037850145134e+01,        -8.991437697617e-01,        -2.037850145134e+01,        -2.986787389934e+01,        +5.071950028912e+01
 1.66000000e+02,        -2.870896119333e+01,        +4.938770118621e+01,        -9.058823213088e-01,        -2.500840518388e+01,        -9.058823213088e-01,        -2.500840518388e+01,        -2.862651421989e+01,        +4.754610865346e+01
 1.68000000e+02,        -2.766101153763e+01,        +4.570684104414e+01,        -9.126118819374e-01,        -2.963647525679e+01,        -9.126118819374e-01,        -2.963647525679e+01,        -2.759144962841e+01,        +4.405583979100e+01
 1.70000000e+02,        -2.677953975005e+01,        +4.186091927131e+01,        -9.192839470990e-01,        -3.426272164825e+01,        -9.192839470991e-01,        -3.426272164825e+01,        -2.671931233462e+01,        +4.035806704478e+01
 1.72000000e+02,        -2.603369954935e+01,        +3.790264599698e+01,        -9.258508598410e-01,        -3.888720491440e+01,        -9.258508598410e-01,        -3.888720491440e+01,        -2.598050437969e+01,        +3.651803278188e+01
 1.74000000e+02,        -2.540180403170e+01,        +3.386530699443e+01,        -9.322670150640e-01,        -4.351003454118e+01,        -9.322670150640e-01,        -4.351003454118e+01,        -2.535407206423e+01,        +3.257711005580e+01
 1.76000000e+02,        -2.486814716913e+01,        +2.977103389504e+01,        -9.384900046601e-01,        -4.813136607159e+01,        -9.384900046601e-01,        -4.813136607159e+01,        -2.482476552321e+01,        +2.856287300323e+01
 1.78000000e+02,        -2.442111080086e+01,        +2.563520257868e+01,        -9.444816756563e-01,        -5.275139709265e+01,        -9.444816756563e-01,        -5.275139709265e+01,        -2.438126392688e+01,        +2.449449166427e+01
 1.80000000e+02,        -2.405198522938e+01,        +2.146892739551e+01,        -9.502090761350e-01,        -5.737036219218e+01,        -9.502090761350e-01,        -5.737036219218e+01,        -2.401505897024e+01,        +2.038580632097e+01
 1.82000000e+02,        -2.375420807017e+01,        +1.728055604519e+01,        -9.556452668166e-01,        -6.198852701808e+01,        -9.556452668166e-01,        -6.198852701808e+01,        -2.371972914044e+01,        +1.624717513999e+01
 1.84000000e+02,        -2.352286019273e+01,        +1.307661226387e+01,        -9.607699796770e-01,        -6.660618159159e+01,        -9.607699796770e-01,        -6.660618159160e+01,        -2.349045657193e+01,        +1.208663964072e+01
 1.86000000e+02,        -2.335432681059e+01,        +8.862421323677e+00,        -9.655701087355e-01,        -7.122363304070e+01,        -9.655701087355e-01,        -7.122363304070e+01,        -2.332370099179e+01,        +7.910695671878e+00
 1.88000000e+02,        -2.324606946542e+01,        +4.642549007915e+00,        -9.700400221136e-01,        -7.584119793154e+01,        -9.700400221136e-01,        -7.584119793154e+01,        -2.321697988029e+01,        +3.724830314408e+00
 1.90000000e+02,        -2.319647623946e+01,        +4.211310584981e-01,        -9.741816885573e-01,        -8.045919438309e+01,        -9.741816885573e-01,        -8.045919438309e+01,        -2.316872403674e+01,        -4.660808217371e-01
 1.92000000e+02,        -2.320477058456e+01,        -3.797858174712e+00,        -9.780046157903e-01,        -8.507793415433e+01,        -9.780046157903e-01,        -8.507793415433e+01,        -2.317818999850e+01,        -4.657456538726e+00
 1.94000000e+02,        -2.327096760151e+01,        -8.010363722923e+00,        -9.815256022584e-01,        -8.969771489355e+01,        -9.815256022584e-01,        -8.969771489355e+01,        -2.324541877125e+01,        -8.844732349615e+00
 1.96000000e+02,        -2.339587262766e+01,        -1.221200681114e+01,        -9.847683080093e-01,        -9.431881273652e+01,        -9.847683080094e-01,        -9.431881273652e+01,        -2.337123610483e+01,        -1.302308988860e+01
 1.98000000e+02,        -2.358112194937e+01,        -1.639781308363e+01,        -9.877626545583e-01,        -9.894147543304e+01,        -9.877626545583e-01,        -9.894147543304e+01,        -2.355729435888e+01,        -1.718716292205e+01
 2.00000000e+02,        -2.382927035811e+01,        -2.056187957691e+01,        -9.905440675846e-01,        -1.035659161714e+02,        -9.905440675846e-01,        -1.035659161714e+02,        -2.380616080907e+01,        -2.133068491866e+01
 2.02000000e+02,        -2.414393610191e+01,        -2.469693533022e+01,        -9.931525801129e-01,        -1.081923082562e+02,        -9.931525801129e-01,        -1.081923082562e+02,        -2.412146300651e+01,        -2.544603097026e+01
 2.04000000e+02,        -2.453002181787e+01,        -2.879372687018e+01,        -9.956318173807e-01,        -1.128207807764e+02,        -9.956318173807e-01,        -1.128207807764e+02,        -2.450810977131e+01,        -2.952358306800e+01
 2.06000000e+02,        -2.499404225813e+01,        -3.284011650290e+01,        -9.980278878018e-01,        -1.174514153805e+02,        -9.980278878018e-01,        -1.174514153805e+02,        -2.497261854323e+01,        -3.355080378981e+01
 2.08000000e+02,        -2.554460952514e+01,        -3.681970099528e+01,        -1.000388207194e+00,        -1.220842442491e+02,        -1.000388207194e+00,        -1.220842442491e+02,        -2.552359957490e+01,        -3.751082165275e+01
 2.10000000e+02,        -2.619316064036e+01,        -4.070960384919e+01,        -1.002760285657e+00,        -1.267192493276e+02,        -1.002760285657e+00,        -1.267192493276e+02,        -2.617248128510e+01,        -4.138017407846e+01
 2.12000000e+02,        -2.695507346610e+01,        -4.447678332051e+01,        -1.005190508035e+00,        -1.313563628517e+02,        -1.005190508035e+00,        -1.313563628517e+02,        -2.693462168009e+01,        -4.512503697816e+01
 2.14000000e+02,        -2.785143193618e+01,        -4.807153380322e+01,        -1.007722939715e+00,        -1.359954691622e+02,        -1.007722939715e+00,        -1.359954691622e+02,        -2.783106425115e+01,        -4.869459319588e+01
 2.16000000e+02,        -2.891192796333e+01,        -5.141533455020e+01,        -1.010398189450e+00,        -1.406364077755e+02,        -1.010398189450e+00,        -1.406364077755e+02,        -2.889141945443e+01,        -5.200864173280e+01
 2.18000000e+02,        -3.017985532316e+01,        -5.437639370878e+01,        -1.013252359971e+00,        -1.452789776367e+02,        -1.013252359971e+00,        -1.452789776367e+02,        -3.015881021411e+01,        -5.493268242661e+01
 2.20000000e+02,        -3.172115571006e+01,        -5.671567255557e+01,        -1.016316115238e+00,        -1.499229424515e+02,        -1.016316115238e+00,        -1.499229424515e+02,        -3.169879072509e+01,        -5.722300097928e+01
 2.22000000e+02,        -3.364160349400e+01,        -5.795274753782e+01,        -1.019613890399e+00,        -1.545680369605e+02,        -1.019613890399e+00,        -1.545680369605e+02,        -3.361614729725e+01,        -5.839051187082e+01
 2.24000000e+02,        -3.611930104439e+01,        -5.697639916144e+01,        -1.023163266787e+00,        -1.592139739886e+02,        -1.023163266787e+00,        -1.592139739886e+02,        -3.608601011728e+01,        -5.730725718422e+01
 2.26000000e+02,        -3.944132063308e+01,        -5.067252898527e+01,        -1.026974529821e+00,        -1.638604520814e+02,        -1.026974529821e+00,        -1.638604520814e+02,        -3.938439970067e+01,        -5.083450672956e+01
 2.28000000e+02,        -4.359794720061e+01,        -2.873613164794e+01,        -1.031050422532e+00,        -1.685071635194e+02,        -1.031050422532e+00,        -1.685071635194e+02,        -4.346037415049e+01,        -2.880828918351e+01
 2.30000000e+02,        -4.445588500145e+01,        +1.928103579022e+01,        -1.035386101814e+00,        -1.731538024895e+02,        -1.035386101814e+00,        -1.731538024895e+02,        -4.426690965140e+01,        +1.831754133709e+01
 2.32000000e+02,        -4.044892175569e+01,        +4.819926552517e+01,        -1.039969298585e+00,        -1.778000731869e+02,        -1.039969298585e+00,        -1.778000731869e+02,        -4.035093282113e+01,        +4.695079041198e+01
 2.34000000e+02,        -3.688387204584e+01,        +5.693705309625e+01,        -1.044780677109e+00,        +1.775543023744e+02,        -1.044780677109e+00,        +1.775543023744e+02,        -3.682530250358e+01,        +5.578910141934e+01
 2.36000000e+02,        -3.423969494540e+01,        +5.881401452255e+01,        -1.049794382909e+00,        +1.729095770605e+02,        -1.049794382909e+00,        +1.729095770605e+02,        -3.419670209650e+01,        +5.775451590770e+01
 2.38000000e+02,        -3.221366378979e+01,        +5.799254754093e+01,        -1.054978763284e+00,        +1.682659720223e+02,        -1.054978763284e+00,        +1.682659720223e+02,        -3.217817337305e+01,        +5.699340847921e+01
 2.40000000e+02,        -3.060254214155e+01,        +5.588016579352e+01,        -1.060297239592e+00,        +1.636236709845e+02,        -1.060297239592e+00,        +1.636236709845e+02,        -3.057124981164e+01,        +5.492286021480e+01
 2.42000000e+02,        -2.928635014777e+01,        +5.305994858016e+01,        -1.065709306310e+00,        +1.589828155682e+02,        -1.065709306310e+00,        +1.589828155682e+02,        -2.925766279577e+01,        +5.213272895422e+01
 2.44000000e+02,        -2.819128397948e+01,        +4.981321868561e+01,        -1.071171628641e+00,        +1.543435017659e+02,        -1.071171628641e+00,        +1.543435017659e+02,        -2.816433415607e+01,        +4.890833897497e+01
 2.46000000e+02,        -2.726947706465e+01,        +4.629160821805e+01,        -1.076639208043e+00,        +1.497057776537e+02,        -1.076639208043e+00,        +1.497057776537e+02,        -2.724374694831e+01,        +4.540371681176e+01
 2.48000000e+02,        -2.648842899200e+01,        +4.258393255798e+01,        -1.082066583713e+00,        +1.450696423898e+02,        -1.082066583713e+00,        +1.450696423898e+02,        -2.646358627343e+01,        +4.170916962716e+01
 2.50000000e+02,        -2.582524448498e+01,        +3.874569844621e+01,        -1.087409037606e+00,        +1.404350465119e+02,        -1.087409037606e+00,        +1.404350465119e+02,        -2.580106282677e+01,        +3.788117219768e+01
 2.52000000e+02,        -2.526332675705e+01,        +3.481346782430e+01,        -1.092623771077e+00,        +1.358018935128e+02,        -1.092623771077e+00,        +1.358018935128e+02,        -2.523964389953e+01,        +3.395693714537e+01
 2.54000000e+02,        -2.479038729386e+01,        +3.081241771241e+01,        -1.097671022560e+00,        +1.311700426385e+02,        -1.097671022560e+00,        +1.311700426385e+02,        -2.476708144404e+01,        +2.996209131894e+01
 2.56000000e+02,        -2.439719848999e+01,        +2.676058249622e+01,        -1.102515097817e+00,        +1.265393128234e+02,        -1.102515097817e+00,        +1.265393128234e+02,        -2.437417424179e+01,        +2.591498635795e+01
 2.58000000e+02,        -2.407678560827e+01,        +2.267136830349e+01,        -1.107125287006e+00,        +1.219094876480e+02,        -1.107125287006e+00,        +1.219094876480e+02,        -2.405396513194e+01,        +2.182925442556e+01
 2.60000000e+02,        -2.382388996089e+01,        +1.855511824654e+01,        -1.111476646135e+00,        +1.172803211846e+02,        -1.111476646135e+00,        +1.172803211846e+02,        -2.380120725326e+01,        +1.771539914069e+01
 2.62000000e+02,        -2.363460647426e+01,        +1.442013408784e+01,        -1.115550624178e+00,        +1.126515445714e+02,        -1.115550624178e+00,        +1.126515445714e+02,        -2.361200346455e+01,        +1.358183341842e+01
 2.64000000e+02,        -2.350613806113e+01,        +1.027337740089e+01,        -1.119335521184e+00,        +1.080228731442e+02,        -1.119335521184e+00,        +1.080228731442e+02,        -2.348356188416e+01,        +9.435590750937e+00
 2.66000000e+02,        -2.343663184819e+01,        +6.120979695348e+00,        -1.122826767033e+00,        +1.033940139410e+02,        -1.122826767033e+00,        +1.033940139410e+02,        -2.341403287733e+01,        +5.282841372775e+00
 2.68000000e+02,        -2.342507598562e+01,        +1.968641406676e+00,        -1.126027014916e+00,        +9.876467338753e+01,        -1.126027014916e+00,        +9.876467338753e+01,        -2.340240637588e+01,        +1.129294320777e+00
 2.70000000e+02,        -2.347124453670e+01,        -2.178026651805e+00,        -1.128946048150e+00,        +9.413456497149e+01,        -1.128946048150e+00,        +9.413456497149e+01,        -2.344845712145e+01,        -3.019460450748e+00
 2.72000000e+02,        -2.357568406094e+01,        -6.313178685205e+00,        -1.131600503488e+00,        +8.950341670995e+01,        -1.131600503488e+00,        +8.950341670995e+01,        -2.355273150429e+01,        -7.157629041323e+00
 2.74000000e+02,        -2.373974033268e+01,        -1.043038948235e+01,        -1.134013418522e+00,        +8.487097822444e+01,        -1.134013418522e+00,        +8.487097822444e+01,        -2.371657447939e+01,        -1.127887315957e+01
 2.76000000e+02,        -2.396562814174e+01,        -1.452224999937e+01,        -1.136213615103e+00,        +8.023702724487e+01,        -1.136213615103e+00,        +8.023702724487e+01,        -2.394219954104e+01,        -1.537591267087e+01
 2.78000000e+02,        -2.425655216824e+01,        -1.857985090082e+01,        -1.138234934802e+00,        +7.560137537828e+01,        -1.138234934802e+00,        +7.560137537828e+01,        -2.423280978772e+01,        -1.944002015084e+01
 2.80000000e+02,        -2.461689352193e+01,        -2.259207792435e+01,        -1.140115346245e+00,        +7.096387299580e+01,        -1.140115346245e+00,        +7.096387299580e+01,        -2.459278472985e+01,        -2.346033317561e+01
 2.82000000e+02,        -2.505248615950e+01,        -2.654459848490e+01,        -1.141895947527e+00,        +6.632441311278e+01,        -1.141895947527e+00,        +6.632441311278e+01,        -2.502795716976e+01,        -2.742286694565e+01
 2.84000000e+02,        -2.557102247287e+01,        -3.041833722800e+01,        -1.143619889879e+00,        +6.168293416193e+01,        -1.143619889879e+00,        +6.168293416193e+01,        -2.554601968155e+01,        -3.130903044648e+01
 2.86000000e+02,        -2.618265217830e+01,        -3.418708410896e+01,        -1.145331251045e+00,        +5.703942158738e+01,        -1.145331251045e+00,        +5.703942158738e+01,        -2.615712532333e+01,        -3.509329947419e+01
 2.88000000e+02,        -2.690088117769e+01,        -3.781357561734e+01,        -1.147073888529e+00,        +5.239390821852e+01,        -1.147073888529e+00,        +5.239390821852e+01,        -2.687479037987e+01,        -3.873940508794e+01
 2.90000000e+02,        -2.774395237057e+01,        -4.124276259483e+01,        -1.148890303751e+00,        +4.774647341481e+01,        -1.148890303751e+00,        +4.774647341481e+01,        -2.771728377840e+01,        -4.219378538302e+01
 2.92000000e+02,        -2.873702714646e+01,        -4.438959647066e+01,        -1.150820548228e+00,        +4.309724100670e+01,        -1.150820548228e+00,        +4.309724100670e+01,        -2.870982861901e+01,        -4.537370172603e+01
 2.94000000e+02,        -2.991573623372e+01,        -4.711538913297e+01,        -1.152901202101e+00,        +3.844637609141e+01,        -1.152901202101e+00,        +3.844637609141e+01,        -2.988820277686e+01,        -4.814422109217e+01
 2.96000000e+02,        -3.133210002480e+01,        -4.917832217963e+01,        -1.155164453627e+00,        +3.379408077528e+01,        -1.155164453627e+00,        +3.379408077528e+01,        -3.130479351963e+01,        -5.026996186767e+01
 2.98000000e+02,        -3.306432173700e+01,        -5.011938468302e+01,        -1.157637305722e+00,        +2.914058898503e+01,        -1.157637305722e+00,        +2.914058898503e+01,        -3.303879443472e+01,        -5.130357977918e+01
 3.00000000e+02,        -3.523045862770e+01,        -4.896731252592e+01,        -1.160340932255e+00,        +2.448616049786e+01,        -1.160340932255e+00,        +2.448616049786e+01,        -3.521126493886e+01,        -5.029564541273e+01
