        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V)
 1.00000000e+02,        +7.071067811865e+00,        +3.814606033304e+00,        -9.278613970838e-01,        -1.262782109915e+00,        +4.688676590452e+00,        +7.071067811865e+00,        -1.262782109915e+00,        +4.688676590452e+00,        +3.813651855825e+00,        -9.249493164915e-01
 1.02000000e+02,        +7.071067811865e+00,        +3.711964507600e+00,        -7.476331970519e-01,        -8.893772548736e-01,        +4.733479747377e+00,        +7.071067811865e+00,        -8.893772548736e-01,        +4.733479747377e+00,        +3.711280557041e+00,        -7.446305832560e-01
 1.04000000e+02,        +7.071067811865e+00,        +3.639130660068e+00,        -5.567266220689e-01,        -5.217250755267e-01,        +4.756295838776e+00,        +7.071067811865e+00,        -5.217250755267e-01,        +4.756295838776e+00,        +3.638723147643e+00,        -5.536342734859e-01
 1.06000000e+02,        +7.071067811865e+00,        +3.596515775843e+00,        -3.593676214887e-01,        -1.590451773514e-01,        +4.758944983656e+00,        +7.071067811865e+00,        -1.590451773514e-01,        +4.758944983656e+00,        +3.596394653116e+00,        -3.561847504949e-01
 1.08000000e+02,        +7.071067811865e+00,        +3.584174559690e+00,        -1.595898238161e-01,        +1.997010804817e-01,        +4.742594816839e+00,        +7.071067811865e+00,        +1.997010804817e-01,        +4.742594816839e+00,        +3.584354036854e+00,        -1.563150630837e-01
 1.10000000e+02,        +7.071067811865e+00,        +3.601868858412e+00,        +3.871069031247e-02,        +5.556632676717e-01,        +4.707759837856e+00,        +7.071067811865e+00,        +5.556632676717e-01,        +4.707759837856e+00,        +3.602367770827e+00,        +4.207820606393e-02
 1.12000000e+02,        +7.071067811865e+00,        +3.649094558856e+00,        +2.317126044689e-01,        +9.099656805501e-01,        +4.654313448223e+00,        +7.071067811865e+00,        +9.099656805501e-01,        +4.654313448223e+00,        +3.649936580587e+00,        +2.351720739286e-01
 1.14000000e+02,        +7.071067811865e+00,        +3.725072951560e+00,        +4.156081642739e-01,        +1.263576344467e+00,        +4.581510003365e+00,        +7.071067811865e+00,        +1.263576344467e+00,        +4.581510003365e+00,        +3.726286639657e+00,        +4.191558620665e-01
 1.16000000e+02,        +7.071067811865e+00,        +3.828708411480e+00,        +5.865525160482e-01,        +1.617175517665e+00,        +4.488017848832e+00,        +7.071067811865e+00,        +1.617175517665e+00,        +4.488017848832e+00,        +3.830327048330e+00,        +5.901804354519e-01
 1.18000000e+02,        +7.071067811865e+00,        +3.958514975692e+00,        +7.406327555250e-01,        +1.971019247995e+00,        +4.371967695418e+00,        +7.071067811865e+00,        +1.971019247995e+00,        +4.371967695418e+00,        +3.960576160217e+00,        +7.443271546072e-01
 1.20000000e+02,        +7.071067811865e+00,        +4.112515830086e+00,        +8.738666789305e-01,        +2.324795898454e+00,        +4.231023744710e+00,        +7.071067811865e+00,        +2.324795898454e+00,        +4.231023744710e+00,        +4.115060753536e+00,        +8.776065514155e-01
 1.22000000e+02,        +7.071067811865e+00,        +4.288122326127e+00,        +9.822422275761e-01,        +2.677477217079e+00,        +4.062487470943e+00,        +7.071067811865e+00,        +2.677477217079e+00,        +4.062487470943e+00,        +4.291194657527e+00,        +9.859977469132e-01
 1.24000000e+02,        +7.071067811865e+00,        +4.482003283943e+00,        +1.061809093214e+00,        +3.027170671468e+00,        +3.863445390839e+00,        +7.071067811865e+00,        +3.027170671468e+00,        +3.863445390839e+00,        +4.485647588095e+00,        +1.065540114971e+00
