        f (GHz),            I_inc[1][1] (A),            Re{I[1][1]} (A),            Im{I[1][1]} (A),            Re{I[2][1]} (A),            Im{I[2][1]} (A),            I_inc[2][2] (A),            Re{I[1][2]} (A),            Im{I[1][2]} (A),            Re{I[2][2]} (A),            Im{I[2][2]} (A)
 1.00000000e+02,        +1.414213562373e-01,        +7.629212066608e-02,        -1.855722794168e-02,        -2.525564219831e-02,        +9.377353180903e-02,        +1.414213562373e-01,        -2.525564219831e-02,        +9.377353180903e-02,        +7.627303711651e-02,        -1.849898632983e-02
 1.02000000e+02,        +1.414213562373e-01,        +7.423929015201e-02,        -1.495266394104e-02,        -1.778754509747e-02,        +9.466959494754e-02,        +1.414213562373e-01,        -1.778754509747e-02,        +9.466959494754e-02,        +7.422561114081e-02,        -1.489261166512e-02
 1.04000000e+02,        +1.414213562373e-01,        +7.278261320135e-02,        -1.113453244138e-02,        -1.043450151053e-02,        +9.512591677551e-02,        +1.414213562373e-01,        -1.043450151053e-02,        +9.512591677551e-02,        +7.277446295287e-02,        -1.107268546972e-02
 1.06000000e+02,        +1.414213562373e-01,        +7.193031551687e-02,        -7.187352429773e-03,        -3.180903547028e-03,        +9.517889967311e-02,        +1.414213562373e-01,        -3.180903547028e-03,        +9.517889967311e-02,        +7.192789306232e-02,        -7.123695009898e-03
 1.08000000e+02,        +1.414213562373e-01,        +7.168349119380e-02,        -3.191796476322e-03,        +3.994021609634e-03,        +9.485189633679e-02,        +1.414213562373e-01,        +3.994021609634e-03,        +9.485189633679e-02,        +7.168708073708e-02,        -3.126301261675e-03
 1.10000000e+02,        +1.414213562373e-01,        +7.203737716825e-02,        +7.742138062494e-04,        +1.111326535343e-02,        +9.415519675711e-02,        +1.414213562373e-01,        +1.111326535343e-02,        +9.415519675711e-02,        +7.204735541654e-02,        +8.415641212786e-04
 1.12000000e+02,        +1.414213562373e-01,        +7.298189117713e-02,        +4.634252089377e-03,        +1.819931361100e-02,        +9.308626896447e-02,        +1.414213562373e-01,        +1.819931361100e-02,        +9.308626896447e-02,        +7.299873161174e-02,        +4.703441478571e-03
 1.14000000e+02,        +1.414213562373e-01,        +7.450145903121e-02,        +8.312163285478e-03,        +2.527152688933e-02,        +9.163020006730e-02,        +1.414213562373e-01,        +2.527152688933e-02,        +9.163020006730e-02,        +7.452573279315e-02,        +8.383117241331e-03
 1.16000000e+02,        +1.414213562373e-01,        +7.657416822960e-02,        +1.173105032096e-02,        +3.234351035329e-02,        +8.976035697663e-02,        +1.414213562373e-01,        +3.234351035329e-02,        +8.976035697663e-02,        +7.660654096660e-02,        +1.180360870904e-02
 1.18000000e+02,        +1.414213562373e-01,        +7.917029951384e-02,        +1.481265511050e-02,        +3.942038495991e-02,        +8.743935390836e-02,        +1.414213562373e-01,        +3.942038495991e-02,        +8.743935390836e-02,        +7.921152320434e-02,        +1.488654309214e-02
 1.20000000e+02,        +1.414213562373e-01,        +8.225031660173e-02,        +1.747733357861e-02,        +4.649591796908e-02,        +8.462047489419e-02,        +1.414213562373e-01,        +4.649591796908e-02,        +8.462047489419e-02,        +8.230121507071e-02,        +1.755213102831e-02
 1.22000000e+02,        +1.414213562373e-01,        +8.576244652254e-02,        +1.964484455152e-02,        +5.354954434157e-02,        +8.124974941887e-02,        +1.414213562373e-01,        +5.354954434157e-02,        +8.124974941887e-02,        +8.582389315054e-02,        +1.971995493826e-02
 1.24000000e+02,        +1.414213562373e-01,        +8.964006567886e-02,        +2.123618186428e-02,        +6.054341342937e-02,        +7.726890781678e-02,        +1.414213562373e-01,        +6.054341342937e-02,        +7.726890781678e-02,        +8.971295176189e-02,        +2.131080229941e-02
 1.26000000e+02,        +1.414213562373e-01,        +9.379922155949e-02,        +2.217665803422e-02,        +6.741972803149e-02,        +7.261943335084e-02,        +1.414213562373e-01,        +6.741972803149e-02,        +7.261943335084e-02,        +9.388441401787e-02,        +2.224975308566e-02
 1.28000000e+02,        +1.414213562373e-01,        +9.813675821323e-02,        +2.240037095431e-02,        +7.409879611632e-02,        +6.724785704230e-02,        +1.414213562373e-01,        +7.409879611632e-02,        +6.724785704230e-02,        +9.823504600319e-02,        +2.247065380206e-02
